"AGE","SEX","TNM_N_cat","TNM_T_cat","colon_cea","no_metastasis","metastasis","risk_level"
60,"1","N2","T0",1,0.1236,0.8764,"HIGH"
61,"1","N2","T0",1,0.1417,0.8583,"HIGH"
62,"1","N2","T0",1,0.1187,0.8813,"HIGH"
63,"1","N2","T0",1,0.1424,0.8576,"HIGH"
64,"1","N2","T0",1,0.0994,0.9006,"HIGH"
65,"1","N2","T0",1,0.1125,0.8875,"HIGH"
66,"1","N2","T0",1,0.094,0.906,"HIGH"
67,"1","N2","T0",1,0.1457,0.8543,"HIGH"
68,"1","N2","T0",1,0.1908,0.8092,"HIGH"
69,"1","N2","T0",1,0.1532,0.8468,"HIGH"
70,"1","N2","T0",1,0.1718,0.8282,"HIGH"
71,"1","N2","T0",1,0.1692,0.8308,"HIGH"
72,"1","N2","T0",1,0.216,0.784,"HIGH"
73,"1","N2","T0",1,0.3342,0.6658,"HIGH"
74,"1","N2","T0",1,0.2919,0.7081,"HIGH"
75,"1","N2","T0",1,0.2448,0.7552,"HIGH"
76,"1","N2","T0",1,0.2765,0.7235,"HIGH"
77,"1","N2","T0",1,0.2409,0.7591,"HIGH"
78,"1","N2","T0",1,0.2616,0.7384,"HIGH"
79,"1","N2","T0",1,0.3075,0.6925,"HIGH"
80,"1","N2","T0",1,0.3627,0.6373,"HIGH"
81,"1","N2","T0",1,0.3273,0.6727,"HIGH"
82,"1","N2","T0",1,0.3644,0.6356,"HIGH"
83,"1","N2","T0",1,0.3633,0.6367,"HIGH"
84,"1","N2","T0",1,0.3914,0.6086,"HIGH"
85,"1","N2","T0",1,0.4503,0.5497,"HIGH"
86,"1","N2","T0",1,0.4678,0.5322,"HIGH"
87,"1","N2","T0",1,0.5159,0.4841,"LOW"
88,"1","N2","T0",1,0.4676,0.5324,"HIGH"
89,"1","N2","T0",1,0.4645,0.5355,"HIGH"
90,"1","N2","T0",1,0.4441,0.5559,"HIGH"
91,"1","N2","T0",1,0.4441,0.5559,"HIGH"
92,"1","N2","T0",1,0.4441,0.5559,"HIGH"
93,"1","N2","T0",1,0.4441,0.5559,"HIGH"
94,"1","N2","T0",1,0.4441,0.5559,"HIGH"
95,"1","N2","T0",1,0.4441,0.5559,"HIGH"
96,"1","N2","T0",1,0.4441,0.5559,"HIGH"
97,"1","N2","T0",1,0.4441,0.5559,"HIGH"
98,"1","N2","T0",1,0.4441,0.5559,"HIGH"
99,"1","N2","T0",1,0.4441,0.5559,"HIGH"
0,"2","N2","T0",1,0.387,0.613,"HIGH"
1,"2","N2","T0",1,0.387,0.613,"HIGH"
2,"2","N2","T0",1,0.387,0.613,"HIGH"
3,"2","N2","T0",1,0.387,0.613,"HIGH"
4,"2","N2","T0",1,0.387,0.613,"HIGH"
5,"2","N2","T0",1,0.387,0.613,"HIGH"
6,"2","N2","T0",1,0.387,0.613,"HIGH"
7,"2","N2","T0",1,0.387,0.613,"HIGH"
8,"2","N2","T0",1,0.387,0.613,"HIGH"
9,"2","N2","T0",1,0.387,0.613,"HIGH"
10,"2","N2","T0",1,0.387,0.613,"HIGH"
11,"2","N2","T0",1,0.387,0.613,"HIGH"
12,"2","N2","T0",1,0.387,0.613,"HIGH"
13,"2","N2","T0",1,0.387,0.613,"HIGH"
14,"2","N2","T0",1,0.387,0.613,"HIGH"
15,"2","N2","T0",1,0.387,0.613,"HIGH"
16,"2","N2","T0",1,0.385,0.615,"HIGH"
17,"2","N2","T0",1,0.3664,0.6336,"HIGH"
18,"2","N2","T0",1,0.3664,0.6336,"HIGH"
19,"2","N2","T0",1,0.3664,0.6336,"HIGH"
20,"2","N2","T0",1,0.3541,0.6459,"HIGH"
21,"2","N2","T0",1,0.3469,0.6531,"HIGH"
22,"2","N2","T0",1,0.3182,0.6818,"HIGH"
23,"2","N2","T0",1,0.2787,0.7213,"HIGH"
24,"2","N2","T0",1,0.2407,0.7593,"HIGH"
25,"2","N2","T0",1,0.229,0.771,"HIGH"
26,"2","N2","T0",1,0.214,0.786,"HIGH"
27,"2","N2","T0",1,0.1887,0.8113,"HIGH"
28,"2","N2","T0",1,0.2679,0.7321,"HIGH"
29,"2","N2","T0",1,0.2111,0.7889,"HIGH"
30,"2","N2","T0",1,0.239,0.761,"HIGH"
31,"2","N2","T0",1,0.2112,0.7888,"HIGH"
32,"2","N2","T0",1,0.2466,0.7534,"HIGH"
33,"2","N2","T0",1,0.2514,0.7486,"HIGH"
34,"2","N2","T0",1,0.2823,0.7177,"HIGH"
35,"2","N2","T0",1,0.3315,0.6685,"HIGH"
36,"2","N2","T0",1,0.2895,0.7105,"HIGH"
37,"2","N2","T0",1,0.2453,0.7547,"HIGH"
38,"2","N2","T0",1,0.2141,0.7859,"HIGH"
39,"2","N2","T0",1,0.1996,0.8004,"HIGH"
40,"2","N2","T0",1,0.1807,0.8193,"HIGH"
41,"2","N2","T0",1,0.1885,0.8115,"HIGH"
42,"2","N2","T0",1,0.1697,0.8303,"HIGH"
43,"2","N2","T0",1,0.1721,0.8279,"HIGH"
44,"2","N2","T0",1,0.2082,0.7918,"HIGH"
45,"2","N2","T0",1,0.2218,0.7782,"HIGH"
46,"2","N2","T0",1,0.1951,0.8049,"HIGH"
47,"2","N2","T0",1,0.198,0.802,"HIGH"
48,"2","N2","T0",1,0.1723,0.8277,"HIGH"
49,"2","N2","T0",1,0.1537,0.8463,"HIGH"
50,"2","N2","T0",1,0.1663,0.8337,"HIGH"
51,"2","N2","T0",1,0.1603,0.8397,"HIGH"
52,"2","N2","T0",1,0.192,0.808,"HIGH"
53,"2","N2","T0",1,0.1634,0.8366,"HIGH"
54,"2","N2","T0",1,0.1735,0.8265,"HIGH"
55,"2","N2","T0",1,0.2442,0.7558,"HIGH"
56,"2","N2","T0",1,0.2188,0.7812,"HIGH"
57,"2","N2","T0",1,0.2121,0.7879,"HIGH"
58,"2","N2","T0",1,0.202,0.798,"HIGH"
59,"2","N2","T0",1,0.1941,0.8059,"HIGH"
60,"2","N2","T0",1,0.1776,0.8224,"HIGH"
61,"2","N2","T0",1,0.1897,0.8103,"HIGH"
62,"2","N2","T0",1,0.1755,0.8245,"HIGH"
63,"2","N2","T0",1,0.1504,0.8496,"HIGH"
64,"2","N2","T0",1,0.0911,0.9089,"HIGH"
65,"2","N2","T0",1,0.1452,0.8548,"HIGH"
66,"2","N2","T0",1,0.1152,0.8848,"HIGH"
67,"2","N2","T0",1,0.2274,0.7726,"HIGH"
68,"2","N2","T0",1,0.2095,0.7905,"HIGH"
69,"2","N2","T0",1,0.2077,0.7923,"HIGH"
70,"2","N2","T0",1,0.2874,0.7126,"HIGH"
71,"2","N2","T0",1,0.2667,0.7333,"HIGH"
72,"2","N2","T0",1,0.2775,0.7225,"HIGH"
73,"2","N2","T0",1,0.2556,0.7444,"HIGH"
74,"2","N2","T0",1,0.3077,0.6923,"HIGH"
75,"2","N2","T0",1,0.2917,0.7083,"HIGH"
76,"2","N2","T0",1,0.3644,0.6356,"HIGH"
77,"2","N2","T0",1,0.3297,0.6703,"HIGH"
78,"2","N2","T0",1,0.3268,0.6732,"HIGH"
79,"2","N2","T0",1,0.4242,0.5758,"HIGH"
80,"2","N2","T0",1,0.4432,0.5568,"HIGH"
81,"2","N2","T0",1,0.3992,0.6008,"HIGH"
82,"2","N2","T0",1,0.3476,0.6524,"HIGH"
83,"2","N2","T0",1,0.3618,0.6382,"HIGH"
84,"2","N2","T0",1,0.3489,0.6511,"HIGH"
85,"2","N2","T0",1,0.3677,0.6323,"HIGH"
86,"2","N2","T0",1,0.3487,0.6513,"HIGH"
87,"2","N2","T0",1,0.4762,0.5238,"HIGH"
88,"2","N2","T0",1,0.4682,0.5318,"HIGH"
89,"2","N2","T0",1,0.5281,0.4719,"LOW"
90,"2","N2","T0",1,0.4863,0.5137,"HIGH"
91,"2","N2","T0",1,0.4863,0.5137,"HIGH"
92,"2","N2","T0",1,0.4863,0.5137,"HIGH"
93,"2","N2","T0",1,0.4863,0.5137,"HIGH"
94,"2","N2","T0",1,0.4863,0.5137,"HIGH"
95,"2","N2","T0",1,0.4863,0.5137,"HIGH"
96,"2","N2","T0",1,0.4863,0.5137,"HIGH"
97,"2","N2","T0",1,0.4863,0.5137,"HIGH"
98,"2","N2","T0",1,0.4863,0.5137,"HIGH"
99,"2","N2","T0",1,0.4863,0.5137,"HIGH"
0,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
1,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
2,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
3,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
4,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
5,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
6,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
7,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
8,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
9,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
10,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
11,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
12,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
13,"1","Other/Unknown","T0",1,0.3407,0.6593,"HIGH"
14,"1","Other/Unknown","T0",1,0.3387,0.6613,"HIGH"
15,"1","Other/Unknown","T0",1,0.3166,0.6834,"HIGH"
16,"1","Other/Unknown","T0",1,0.3137,0.6863,"HIGH"
17,"1","Other/Unknown","T0",1,0.3815,0.6185,"HIGH"
18,"1","Other/Unknown","T0",1,0.3406,0.6594,"HIGH"
19,"1","Other/Unknown","T0",1,0.2566,0.7434,"HIGH"
20,"1","Other/Unknown","T0",1,0.2587,0.7413,"HIGH"
21,"1","Other/Unknown","T0",1,0.2822,0.7178,"HIGH"
22,"1","Other/Unknown","T0",1,0.2742,0.7258,"HIGH"
23,"1","Other/Unknown","T0",1,0.303,0.697,"HIGH"
24,"1","Other/Unknown","T0",1,0.2982,0.7018,"HIGH"
25,"1","Other/Unknown","T0",1,0.2647,0.7353,"HIGH"
26,"1","Other/Unknown","T0",1,0.2858,0.7142,"HIGH"
27,"1","Other/Unknown","T0",1,0.2843,0.7157,"HIGH"
28,"1","Other/Unknown","T0",1,0.2722,0.7278,"HIGH"
29,"1","Other/Unknown","T0",1,0.2709,0.7291,"HIGH"
30,"1","Other/Unknown","T0",1,0.2459,0.7541,"HIGH"
31,"1","Other/Unknown","T0",1,0.2374,0.7626,"HIGH"
32,"1","Other/Unknown","T0",1,0.2095,0.7905,"HIGH"
33,"1","Other/Unknown","T0",1,0.207,0.793,"HIGH"
34,"1","Other/Unknown","T0",1,0.2225,0.7775,"HIGH"
35,"1","Other/Unknown","T0",1,0.2446,0.7554,"HIGH"
36,"1","Other/Unknown","T0",1,0.2606,0.7394,"HIGH"
37,"1","Other/Unknown","T0",1,0.2491,0.7509,"HIGH"
38,"1","Other/Unknown","T0",1,0.2142,0.7858,"HIGH"
39,"1","Other/Unknown","T0",1,0.2131,0.7869,"HIGH"
40,"1","Other/Unknown","T0",1,0.31,0.69,"HIGH"
41,"1","Other/Unknown","T0",1,0.2909,0.7091,"HIGH"
42,"1","Other/Unknown","T0",1,0.2145,0.7855,"HIGH"
43,"1","Other/Unknown","T0",1,0.2344,0.7656,"HIGH"
44,"1","Other/Unknown","T0",1,0.2821,0.7179,"HIGH"
45,"1","Other/Unknown","T0",1,0.2867,0.7133,"HIGH"
46,"1","Other/Unknown","T0",1,0.408,0.592,"HIGH"
47,"1","Other/Unknown","T0",1,0.4473,0.5527,"HIGH"
48,"1","Other/Unknown","T0",1,0.5421,0.4579,"LOW"
49,"1","Other/Unknown","T0",1,0.4205,0.5795,"HIGH"
50,"1","Other/Unknown","T0",1,0.242,0.758,"HIGH"
51,"1","Other/Unknown","T0",1,0.2249,0.7751,"HIGH"
52,"1","Other/Unknown","T0",1,0.2292,0.7708,"HIGH"
53,"1","Other/Unknown","T0",1,0.1718,0.8282,"HIGH"
54,"1","Other/Unknown","T0",1,0.1866,0.8134,"HIGH"
55,"1","Other/Unknown","T0",1,0.1658,0.8342,"HIGH"
56,"1","Other/Unknown","T0",1,0.1524,0.8476,"HIGH"
57,"1","Other/Unknown","T0",1,0.1228,0.8772,"HIGH"
58,"1","Other/Unknown","T0",1,0.106,0.894,"HIGH"
59,"1","Other/Unknown","T0",1,0.2763,0.7237,"HIGH"
60,"1","Other/Unknown","T0",1,0.1319,0.8681,"HIGH"
61,"1","Other/Unknown","T0",1,0.1295,0.8705,"HIGH"
62,"1","Other/Unknown","T0",1,0.1197,0.8803,"HIGH"
63,"1","Other/Unknown","T0",1,0.1389,0.8611,"HIGH"
64,"1","Other/Unknown","T0",1,0.1806,0.8194,"HIGH"
65,"1","Other/Unknown","T0",1,0.208,0.792,"HIGH"
66,"1","Other/Unknown","T0",1,0.15,0.85,"HIGH"
67,"1","Other/Unknown","T0",1,0.126,0.874,"HIGH"
68,"1","Other/Unknown","T0",1,0.1639,0.8361,"HIGH"
69,"1","Other/Unknown","T0",1,0.1483,0.8517,"HIGH"
70,"1","Other/Unknown","T0",1,0.1384,0.8616,"HIGH"
71,"1","Other/Unknown","T0",1,0.1343,0.8657,"HIGH"
72,"1","Other/Unknown","T0",1,0.1142,0.8858,"HIGH"
73,"1","Other/Unknown","T0",1,0.1451,0.8549,"HIGH"
74,"1","Other/Unknown","T0",1,0.2951,0.7049,"HIGH"
75,"1","Other/Unknown","T0",1,0.2014,0.7986,"HIGH"
76,"1","Other/Unknown","T0",1,0.228,0.772,"HIGH"
77,"1","Other/Unknown","T0",1,0.3181,0.6819,"HIGH"
78,"1","Other/Unknown","T0",1,0.2987,0.7013,"HIGH"
79,"1","Other/Unknown","T0",1,0.3337,0.6663,"HIGH"
80,"1","Other/Unknown","T0",1,0.311,0.689,"HIGH"
81,"1","Other/Unknown","T0",1,0.3308,0.6692,"HIGH"
82,"1","Other/Unknown","T0",1,0.2476,0.7524,"HIGH"
83,"1","Other/Unknown","T0",1,0.2225,0.7775,"HIGH"
84,"1","Other/Unknown","T0",1,0.1951,0.8049,"HIGH"
85,"1","Other/Unknown","T0",1,0.1696,0.8304,"HIGH"
86,"1","Other/Unknown","T0",1,0.2757,0.7243,"HIGH"
87,"1","Other/Unknown","T0",1,0.2961,0.7039,"HIGH"
88,"1","Other/Unknown","T0",1,0.4037,0.5963,"HIGH"
89,"1","Other/Unknown","T0",1,0.7262,0.2738,"LOW"
90,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
91,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
92,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
93,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
94,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
95,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
96,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
97,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
98,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
99,"1","Other/Unknown","T0",1,0.6071,0.3929,"LOW"
0,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
1,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
2,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
3,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
4,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
5,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
6,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
7,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
8,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
9,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
10,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
11,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
12,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
13,"2","Other/Unknown","T0",1,0.5837,0.4163,"LOW"
14,"2","Other/Unknown","T0",1,0.5817,0.4183,"LOW"
15,"2","Other/Unknown","T0",1,0.5695,0.4305,"LOW"
16,"2","Other/Unknown","T0",1,0.5489,0.4511,"LOW"
17,"2","Other/Unknown","T0",1,0.5529,0.4471,"LOW"
18,"2","Other/Unknown","T0",1,0.428,0.572,"HIGH"
19,"2","Other/Unknown","T0",1,0.4073,0.5927,"HIGH"
20,"2","Other/Unknown","T0",1,0.4683,0.5317,"HIGH"
21,"2","Other/Unknown","T0",1,0.4623,0.5377,"HIGH"
22,"2","Other/Unknown","T0",1,0.4641,0.5359,"HIGH"
23,"2","Other/Unknown","T0",1,0.4309,0.5691,"HIGH"
24,"2","Other/Unknown","T0",1,0.4504,0.5496,"HIGH"
25,"2","Other/Unknown","T0",1,0.4587,0.5413,"HIGH"
26,"2","Other/Unknown","T0",1,0.5049,0.4951,"LOW"
27,"2","Other/Unknown","T0",1,0.5632,0.4368,"LOW"
28,"2","Other/Unknown","T0",1,0.5922,0.4078,"LOW"
29,"2","Other/Unknown","T0",1,0.4795,0.5205,"HIGH"
30,"2","Other/Unknown","T0",1,0.4396,0.5604,"HIGH"
31,"2","Other/Unknown","T0",1,0.3244,0.6756,"HIGH"
32,"2","Other/Unknown","T0",1,0.2676,0.7324,"HIGH"
33,"2","Other/Unknown","T0",1,0.2476,0.7524,"HIGH"
34,"2","Other/Unknown","T0",1,0.2499,0.7501,"HIGH"
35,"2","Other/Unknown","T0",1,0.3016,0.6984,"HIGH"
36,"2","Other/Unknown","T0",1,0.302,0.698,"HIGH"
37,"2","Other/Unknown","T0",1,0.3288,0.6712,"HIGH"
38,"2","Other/Unknown","T0",1,0.3145,0.6855,"HIGH"
39,"2","Other/Unknown","T0",1,0.366,0.634,"HIGH"
40,"2","Other/Unknown","T0",1,0.5481,0.4519,"LOW"
41,"2","Other/Unknown","T0",1,0.5362,0.4638,"LOW"
42,"2","Other/Unknown","T0",1,0.5397,0.4603,"LOW"
43,"2","Other/Unknown","T0",1,0.3238,0.6762,"HIGH"
44,"2","Other/Unknown","T0",1,0.3191,0.6809,"HIGH"
45,"2","Other/Unknown","T0",1,0.2992,0.7008,"HIGH"
46,"2","Other/Unknown","T0",1,0.3454,0.6546,"HIGH"
47,"2","Other/Unknown","T0",1,0.415,0.585,"HIGH"
48,"2","Other/Unknown","T0",1,0.4461,0.5539,"HIGH"
49,"2","Other/Unknown","T0",1,0.2846,0.7154,"HIGH"
50,"2","Other/Unknown","T0",1,0.1509,0.8491,"HIGH"
51,"2","Other/Unknown","T0",1,0.2568,0.7432,"HIGH"
52,"2","Other/Unknown","T0",1,0.4087,0.5913,"HIGH"
53,"2","Other/Unknown","T0",1,0.2708,0.7292,"HIGH"
54,"2","Other/Unknown","T0",1,0.1448,0.8552,"HIGH"
55,"2","Other/Unknown","T0",1,0.1025,0.8975,"HIGH"
56,"2","Other/Unknown","T0",1,0.0864,0.9136,"HIGH"
57,"2","Other/Unknown","T0",1,0.1077,0.8923,"HIGH"
58,"2","Other/Unknown","T0",1,0.099,0.901,"HIGH"
59,"2","Other/Unknown","T0",1,0.257,0.743,"HIGH"
60,"2","Other/Unknown","T0",1,0.1773,0.8227,"HIGH"
61,"2","Other/Unknown","T0",1,0.2188,0.7812,"HIGH"
62,"2","Other/Unknown","T0",1,0.1958,0.8042,"HIGH"
63,"2","Other/Unknown","T0",1,0.2043,0.7957,"HIGH"
64,"2","Other/Unknown","T0",1,0.1266,0.8734,"HIGH"
65,"2","Other/Unknown","T0",1,0.2375,0.7625,"HIGH"
66,"2","Other/Unknown","T0",1,0.4983,0.5017,"HIGH"
67,"2","Other/Unknown","T0",1,0.1621,0.8379,"HIGH"
68,"2","Other/Unknown","T0",1,0.1464,0.8536,"HIGH"
69,"2","Other/Unknown","T0",1,0.1855,0.8145,"HIGH"
70,"2","Other/Unknown","T0",1,0.2067,0.7933,"HIGH"
71,"2","Other/Unknown","T0",1,0.2921,0.7079,"HIGH"
72,"2","Other/Unknown","T0",1,0.3691,0.6309,"HIGH"
73,"2","Other/Unknown","T0",1,0.4801,0.5199,"HIGH"
74,"2","Other/Unknown","T0",1,0.5011,0.4989,"LOW"
75,"2","Other/Unknown","T0",1,0.2733,0.7267,"HIGH"
76,"2","Other/Unknown","T0",1,0.209,0.791,"HIGH"
77,"2","Other/Unknown","T0",1,0.2333,0.7667,"HIGH"
78,"2","Other/Unknown","T0",1,0.3089,0.6911,"HIGH"
79,"2","Other/Unknown","T0",1,0.3252,0.6748,"HIGH"
80,"2","Other/Unknown","T0",1,0.3557,0.6443,"HIGH"
81,"2","Other/Unknown","T0",1,0.2854,0.7146,"HIGH"
82,"2","Other/Unknown","T0",1,0.2665,0.7335,"HIGH"
83,"2","Other/Unknown","T0",1,0.2097,0.7903,"HIGH"
84,"2","Other/Unknown","T0",1,0.2699,0.7301,"HIGH"
85,"2","Other/Unknown","T0",1,0.244,0.756,"HIGH"
86,"2","Other/Unknown","T0",1,0.3696,0.6304,"HIGH"
87,"2","Other/Unknown","T0",1,0.3731,0.6269,"HIGH"
88,"2","Other/Unknown","T0",1,0.2325,0.7675,"HIGH"
89,"2","Other/Unknown","T0",1,0.293,0.707,"HIGH"
90,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
91,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
92,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
93,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
94,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
95,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
96,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
97,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
98,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
99,"2","Other/Unknown","T0",1,0.4631,0.5369,"HIGH"
0,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
1,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
2,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
3,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
4,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
5,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
6,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
7,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
8,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
9,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
10,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
11,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
12,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
13,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
14,"1","N0","Other/Unknown",1,0.3117,0.6883,"HIGH"
15,"1","N0","Other/Unknown",1,0.3226,0.6774,"HIGH"
16,"1","N0","Other/Unknown",1,0.3237,0.6763,"HIGH"
17,"1","N0","Other/Unknown",1,0.3019,0.6981,"HIGH"
18,"1","N0","Other/Unknown",1,0.2954,0.7046,"HIGH"
19,"1","N0","Other/Unknown",1,0.5272,0.4728,"LOW"
20,"1","N0","Other/Unknown",1,0.4136,0.5864,"HIGH"
21,"1","N0","Other/Unknown",1,0.5234,0.4766,"LOW"
22,"1","N0","Other/Unknown",1,0.496,0.504,"HIGH"
23,"1","N0","Other/Unknown",1,0.476,0.524,"HIGH"
24,"1","N0","Other/Unknown",1,0.4664,0.5336,"HIGH"
25,"1","N0","Other/Unknown",1,0.4514,0.5486,"HIGH"
26,"1","N0","Other/Unknown",1,0.527,0.473,"LOW"
27,"1","N0","Other/Unknown",1,0.5175,0.4825,"LOW"
28,"1","N0","Other/Unknown",1,0.5057,0.4943,"LOW"
29,"1","N0","Other/Unknown",1,0.527,0.473,"LOW"
30,"1","N0","Other/Unknown",1,0.5036,0.4964,"LOW"
31,"1","N0","Other/Unknown",1,0.5074,0.4926,"LOW"
32,"1","N0","Other/Unknown",1,0.4971,0.5029,"HIGH"
33,"1","N0","Other/Unknown",1,0.5048,0.4952,"LOW"
34,"1","N0","Other/Unknown",1,0.5305,0.4695,"LOW"
35,"1","N0","Other/Unknown",1,0.5133,0.4867,"LOW"
36,"1","N0","Other/Unknown",1,0.5088,0.4912,"LOW"
37,"1","N0","Other/Unknown",1,0.5054,0.4946,"LOW"
38,"1","N0","Other/Unknown",1,0.5098,0.4902,"LOW"
39,"1","N0","Other/Unknown",1,0.5211,0.4789,"LOW"
40,"1","N0","Other/Unknown",1,0.5128,0.4872,"LOW"
41,"1","N0","Other/Unknown",1,0.513,0.487,"LOW"
42,"1","N0","Other/Unknown",1,0.5148,0.4852,"LOW"
43,"1","N0","Other/Unknown",1,0.5163,0.4837,"LOW"
44,"1","N0","Other/Unknown",1,0.5137,0.4863,"LOW"
45,"1","N0","Other/Unknown",1,0.519,0.481,"LOW"
46,"1","N0","Other/Unknown",1,0.5256,0.4744,"LOW"
47,"1","N0","Other/Unknown",1,0.5266,0.4734,"LOW"
48,"1","N0","Other/Unknown",1,0.5204,0.4796,"LOW"
49,"1","N0","Other/Unknown",1,0.512,0.488,"LOW"
50,"1","N0","Other/Unknown",1,0.5994,0.4006,"LOW"
51,"1","N0","Other/Unknown",1,0.5684,0.4316,"LOW"
52,"1","N0","Other/Unknown",1,0.5844,0.4156,"LOW"
53,"1","N0","Other/Unknown",1,0.5917,0.4083,"LOW"
54,"1","N0","Other/Unknown",1,0.5889,0.4111,"LOW"
55,"1","N0","Other/Unknown",1,0.5928,0.4072,"LOW"
56,"1","N0","Other/Unknown",1,0.5985,0.4015,"LOW"
57,"1","N0","Other/Unknown",1,0.5948,0.4052,"LOW"
58,"1","N0","Other/Unknown",1,0.5929,0.4071,"LOW"
59,"1","N0","Other/Unknown",1,0.5958,0.4042,"LOW"
60,"1","N0","Other/Unknown",1,0.6006,0.3994,"LOW"
61,"1","N0","Other/Unknown",1,0.6129,0.3871,"LOW"
62,"1","N0","Other/Unknown",1,0.6092,0.3908,"LOW"
63,"1","N0","Other/Unknown",1,0.6006,0.3994,"LOW"
64,"1","N0","Other/Unknown",1,0.5998,0.4002,"LOW"
65,"1","N0","Other/Unknown",1,0.6171,0.3829,"LOW"
66,"1","N0","Other/Unknown",1,0.6057,0.3943,"LOW"
67,"1","N0","Other/Unknown",1,0.6503,0.3497,"LOW"
68,"1","N0","Other/Unknown",1,0.6629,0.3371,"LOW"
69,"1","N0","Other/Unknown",1,0.6899,0.3101,"LOW"
70,"1","N0","Other/Unknown",1,0.6894,0.3106,"LOW"
71,"1","N0","Other/Unknown",1,0.6842,0.3158,"LOW"
72,"1","N0","Other/Unknown",1,0.69,0.31,"LOW"
73,"1","N0","Other/Unknown",1,0.689,0.311,"LOW"
74,"1","N0","Other/Unknown",1,0.6911,0.3089,"LOW"
75,"1","N0","Other/Unknown",1,0.6882,0.3118,"LOW"
76,"1","N0","Other/Unknown",1,0.6945,0.3055,"LOW"
77,"1","N0","Other/Unknown",1,0.7018,0.2982,"LOW"
78,"1","N0","Other/Unknown",1,0.7039,0.2961,"LOW"
79,"1","N0","Other/Unknown",1,0.709,0.291,"LOW"
80,"1","N0","Other/Unknown",1,0.7058,0.2942,"LOW"
81,"1","N0","Other/Unknown",1,0.7044,0.2956,"LOW"
82,"1","N0","Other/Unknown",1,0.7023,0.2977,"LOW"
83,"1","N0","Other/Unknown",1,0.7123,0.2877,"LOW"
