"AGE","SEX","TNM_N_cat","TNM_T_cat","colon_cea","no_metastasis","metastasis","risk_level"
70,"1","N2","T1",35,0.5389,0.4611,"LOW"
71,"1","N2","T1",35,0.4907,0.5093,"HIGH"
72,"1","N2","T1",35,0.3587,0.6413,"HIGH"
73,"1","N2","T1",35,0.3102,0.6898,"HIGH"
74,"1","N2","T1",35,0.3062,0.6938,"HIGH"
75,"1","N2","T1",35,0.3406,0.6594,"HIGH"
76,"1","N2","T1",35,0.3486,0.6514,"HIGH"
77,"1","N2","T1",35,0.3815,0.6185,"HIGH"
78,"1","N2","T1",35,0.3058,0.6942,"HIGH"
79,"1","N2","T1",35,0.305,0.695,"HIGH"
80,"1","N2","T1",35,0.3032,0.6968,"HIGH"
81,"1","N2","T1",35,0.3494,0.6506,"HIGH"
82,"1","N2","T1",35,0.3387,0.6613,"HIGH"
83,"1","N2","T1",35,0.3434,0.6566,"HIGH"
84,"1","N2","T1",35,0.4364,0.5636,"HIGH"
85,"1","N2","T1",35,0.5525,0.4475,"LOW"
86,"1","N2","T1",35,0.5652,0.4348,"LOW"
87,"1","N2","T1",35,0.6013,0.3987,"LOW"
88,"1","N2","T1",35,0.6081,0.3919,"LOW"
89,"1","N2","T1",35,0.6067,0.3933,"LOW"
90,"1","N2","T1",35,0.6229,0.3771,"LOW"
91,"1","N2","T1",35,0.6229,0.3771,"LOW"
92,"1","N2","T1",35,0.6229,0.3771,"LOW"
93,"1","N2","T1",35,0.6229,0.3771,"LOW"
94,"1","N2","T1",35,0.6229,0.3771,"LOW"
95,"1","N2","T1",35,0.6229,0.3771,"LOW"
96,"1","N2","T1",35,0.6229,0.3771,"LOW"
97,"1","N2","T1",35,0.6229,0.3771,"LOW"
98,"1","N2","T1",35,0.6229,0.3771,"LOW"
99,"1","N2","T1",35,0.6229,0.3771,"LOW"
0,"2","N2","T1",35,0.5092,0.4908,"LOW"
1,"2","N2","T1",35,0.5092,0.4908,"LOW"
2,"2","N2","T1",35,0.5092,0.4908,"LOW"
3,"2","N2","T1",35,0.5092,0.4908,"LOW"
4,"2","N2","T1",35,0.5092,0.4908,"LOW"
5,"2","N2","T1",35,0.5092,0.4908,"LOW"
6,"2","N2","T1",35,0.5092,0.4908,"LOW"
7,"2","N2","T1",35,0.5092,0.4908,"LOW"
8,"2","N2","T1",35,0.5092,0.4908,"LOW"
9,"2","N2","T1",35,0.5092,0.4908,"LOW"
10,"2","N2","T1",35,0.5092,0.4908,"LOW"
11,"2","N2","T1",35,0.5092,0.4908,"LOW"
12,"2","N2","T1",35,0.5092,0.4908,"LOW"
13,"2","N2","T1",35,0.5092,0.4908,"LOW"
14,"2","N2","T1",35,0.5092,0.4908,"LOW"
15,"2","N2","T1",35,0.5092,0.4908,"LOW"
16,"2","N2","T1",35,0.5092,0.4908,"LOW"
17,"2","N2","T1",35,0.5092,0.4908,"LOW"
18,"2","N2","T1",35,0.5092,0.4908,"LOW"
19,"2","N2","T1",35,0.5092,0.4908,"LOW"
20,"2","N2","T1",35,0.5097,0.4903,"LOW"
21,"2","N2","T1",35,0.5137,0.4863,"LOW"
22,"2","N2","T1",35,0.5184,0.4816,"LOW"
23,"2","N2","T1",35,0.5204,0.4796,"LOW"
24,"2","N2","T1",35,0.5174,0.4826,"LOW"
25,"2","N2","T1",35,0.5174,0.4826,"LOW"
26,"2","N2","T1",35,0.5023,0.4977,"LOW"
27,"2","N2","T1",35,0.5276,0.4724,"LOW"
28,"2","N2","T1",35,0.5545,0.4455,"LOW"
29,"2","N2","T1",35,0.5551,0.4449,"LOW"
30,"2","N2","T1",35,0.6156,0.3844,"LOW"
31,"2","N2","T1",35,0.6165,0.3835,"LOW"
32,"2","N2","T1",35,0.6303,0.3697,"LOW"
33,"2","N2","T1",35,0.68,0.32,"LOW"
34,"2","N2","T1",35,0.7015,0.2985,"LOW"
35,"2","N2","T1",35,0.591,0.409,"LOW"
36,"2","N2","T1",35,0.5925,0.4075,"LOW"
37,"2","N2","T1",35,0.6052,0.3948,"LOW"
38,"2","N2","T1",35,0.6277,0.3723,"LOW"
39,"2","N2","T1",35,0.6251,0.3749,"LOW"
40,"2","N2","T1",35,0.6239,0.3761,"LOW"
41,"2","N2","T1",35,0.6409,0.3591,"LOW"
42,"2","N2","T1",35,0.6396,0.3604,"LOW"
43,"2","N2","T1",35,0.6366,0.3634,"LOW"
44,"2","N2","T1",35,0.6467,0.3533,"LOW"
45,"2","N2","T1",35,0.6844,0.3156,"LOW"
46,"2","N2","T1",35,0.7036,0.2964,"LOW"
47,"2","N2","T1",35,0.6911,0.3089,"LOW"
48,"2","N2","T1",35,0.6874,0.3126,"LOW"
49,"2","N2","T1",35,0.6834,0.3166,"LOW"
50,"2","N2","T1",35,0.6933,0.3067,"LOW"
51,"2","N2","T1",35,0.6752,0.3248,"LOW"
52,"2","N2","T1",35,0.6842,0.3158,"LOW"
53,"2","N2","T1",35,0.6782,0.3218,"LOW"
54,"2","N2","T1",35,0.6905,0.3095,"LOW"
55,"2","N2","T1",35,0.6982,0.3018,"LOW"
56,"2","N2","T1",35,0.68,0.32,"LOW"
57,"2","N2","T1",35,0.6734,0.3266,"LOW"
58,"2","N2","T1",35,0.6636,0.3364,"LOW"
59,"2","N2","T1",35,0.6471,0.3529,"LOW"
60,"2","N2","T1",35,0.6547,0.3453,"LOW"
61,"2","N2","T1",35,0.6745,0.3255,"LOW"
62,"2","N2","T1",35,0.6662,0.3338,"LOW"
63,"2","N2","T1",35,0.6819,0.3181,"LOW"
64,"2","N2","T1",35,0.7149,0.2851,"LOW"
65,"2","N2","T1",35,0.6851,0.3149,"LOW"
66,"2","N2","T1",35,0.5446,0.4554,"LOW"
67,"2","N2","T1",35,0.4582,0.5418,"HIGH"
68,"2","N2","T1",35,0.4737,0.5263,"HIGH"
69,"2","N2","T1",35,0.4946,0.5054,"HIGH"
70,"2","N2","T1",35,0.5193,0.4807,"LOW"
71,"2","N2","T1",35,0.5076,0.4924,"LOW"
72,"2","N2","T1",35,0.4667,0.5333,"HIGH"
73,"2","N2","T1",35,0.4566,0.5434,"HIGH"
74,"2","N2","T1",35,0.4373,0.5627,"HIGH"
75,"2","N2","T1",35,0.514,0.486,"LOW"
76,"2","N2","T1",35,0.5029,0.4971,"LOW"
77,"2","N2","T1",35,0.4344,0.5656,"HIGH"
78,"2","N2","T1",35,0.4242,0.5758,"HIGH"
79,"2","N2","T1",35,0.4254,0.5746,"HIGH"
80,"2","N2","T1",35,0.3928,0.6072,"HIGH"
81,"2","N2","T1",35,0.3803,0.6197,"HIGH"
82,"2","N2","T1",35,0.3207,0.6793,"HIGH"
83,"2","N2","T1",35,0.3147,0.6853,"HIGH"
84,"2","N2","T1",35,0.4752,0.5248,"HIGH"
85,"2","N2","T1",35,0.5322,0.4678,"LOW"
86,"2","N2","T1",35,0.5315,0.4685,"LOW"
87,"2","N2","T1",35,0.479,0.521,"HIGH"
88,"2","N2","T1",35,0.4914,0.5086,"HIGH"
89,"2","N2","T1",35,0.4799,0.5201,"HIGH"
90,"2","N2","T1",35,0.4663,0.5337,"HIGH"
91,"2","N2","T1",35,0.4663,0.5337,"HIGH"
92,"2","N2","T1",35,0.4663,0.5337,"HIGH"
93,"2","N2","T1",35,0.4663,0.5337,"HIGH"
94,"2","N2","T1",35,0.4663,0.5337,"HIGH"
95,"2","N2","T1",35,0.4663,0.5337,"HIGH"
96,"2","N2","T1",35,0.4663,0.5337,"HIGH"
97,"2","N2","T1",35,0.4663,0.5337,"HIGH"
98,"2","N2","T1",35,0.4663,0.5337,"HIGH"
99,"2","N2","T1",35,0.4663,0.5337,"HIGH"
0,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
1,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
2,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
3,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
4,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
5,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
6,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
7,"1","Other/Unknown","T1",35,0.8279,0.1721,"LOW"
8,"1","Other/Unknown","T1",35,0.7868,0.2132,"LOW"
9,"1","Other/Unknown","T1",35,0.7714,0.2286,"LOW"
10,"1","Other/Unknown","T1",35,0.7714,0.2286,"LOW"
11,"1","Other/Unknown","T1",35,0.7714,0.2286,"LOW"
12,"1","Other/Unknown","T1",35,0.7694,0.2306,"LOW"
13,"1","Other/Unknown","T1",35,0.7694,0.2306,"LOW"
14,"1","Other/Unknown","T1",35,0.768,0.232,"LOW"
15,"1","Other/Unknown","T1",35,0.7674,0.2326,"LOW"
16,"1","Other/Unknown","T1",35,0.7741,0.2259,"LOW"
17,"1","Other/Unknown","T1",35,0.8375,0.1625,"LOW"
18,"1","Other/Unknown","T1",35,0.8242,0.1758,"LOW"
19,"1","Other/Unknown","T1",35,0.8206,0.1794,"LOW"
20,"1","Other/Unknown","T1",35,0.8481,0.1519,"LOW"
21,"1","Other/Unknown","T1",35,0.9028,0.0972,"LOW"
22,"1","Other/Unknown","T1",35,0.91,0.09,"LOW"
23,"1","Other/Unknown","T1",35,0.8987,0.1013,"LOW"
24,"1","Other/Unknown","T1",35,0.881,0.119,"LOW"
25,"1","Other/Unknown","T1",35,0.8576,0.1424,"LOW"
26,"1","Other/Unknown","T1",35,0.8752,0.1248,"LOW"
27,"1","Other/Unknown","T1",35,0.8841,0.1159,"LOW"
28,"1","Other/Unknown","T1",35,0.8862,0.1138,"LOW"
29,"1","Other/Unknown","T1",35,0.8799,0.1201,"LOW"
30,"1","Other/Unknown","T1",35,0.8885,0.1115,"LOW"
31,"1","Other/Unknown","T1",35,0.8907,0.1093,"LOW"
32,"1","Other/Unknown","T1",35,0.8968,0.1032,"LOW"
33,"1","Other/Unknown","T1",35,0.879,0.121,"LOW"
34,"1","Other/Unknown","T1",35,0.8606,0.1394,"LOW"
35,"1","Other/Unknown","T1",35,0.8602,0.1398,"LOW"
36,"1","Other/Unknown","T1",35,0.8588,0.1412,"LOW"
37,"1","Other/Unknown","T1",35,0.8426,0.1574,"LOW"
38,"1","Other/Unknown","T1",35,0.8202,0.1798,"LOW"
39,"1","Other/Unknown","T1",35,0.8297,0.1703,"LOW"
40,"1","Other/Unknown","T1",35,0.8309,0.1691,"LOW"
41,"1","Other/Unknown","T1",35,0.8265,0.1735,"LOW"
42,"1","Other/Unknown","T1",35,0.8194,0.1806,"LOW"
43,"1","Other/Unknown","T1",35,0.8296,0.1704,"LOW"
44,"1","Other/Unknown","T1",35,0.8891,0.1109,"LOW"
45,"1","Other/Unknown","T1",35,0.902,0.098,"LOW"
46,"1","Other/Unknown","T1",35,0.9113,0.0887,"LOW"
47,"1","Other/Unknown","T1",35,0.8032,0.1968,"LOW"
48,"1","Other/Unknown","T1",35,0.8831,0.1169,"LOW"
49,"1","Other/Unknown","T1",35,0.8037,0.1963,"LOW"
50,"1","Other/Unknown","T1",35,0.8466,0.1534,"LOW"
51,"1","Other/Unknown","T1",35,0.9085,0.0915,"LOW"
52,"1","Other/Unknown","T1",35,0.9072,0.0928,"LOW"
53,"1","Other/Unknown","T1",35,0.9008,0.0992,"LOW"
54,"1","Other/Unknown","T1",35,0.8283,0.1717,"LOW"
55,"1","Other/Unknown","T1",35,0.8476,0.1524,"LOW"
56,"1","Other/Unknown","T1",35,0.8799,0.1201,"LOW"
57,"1","Other/Unknown","T1",35,0.8867,0.1133,"LOW"
58,"1","Other/Unknown","T1",35,0.8721,0.1279,"LOW"
59,"1","Other/Unknown","T1",35,0.8898,0.1102,"LOW"
60,"1","Other/Unknown","T1",35,0.8243,0.1757,"LOW"
61,"1","Other/Unknown","T1",35,0.8839,0.1161,"LOW"
62,"1","Other/Unknown","T1",35,0.8612,0.1388,"LOW"
63,"1","Other/Unknown","T1",35,0.8756,0.1244,"LOW"
64,"1","Other/Unknown","T1",35,0.8077,0.1923,"LOW"
65,"1","Other/Unknown","T1",35,0.8219,0.1781,"LOW"
66,"1","Other/Unknown","T1",35,0.8146,0.1854,"LOW"
67,"1","Other/Unknown","T1",35,0.8142,0.1858,"LOW"
68,"1","Other/Unknown","T1",35,0.8199,0.1801,"LOW"
69,"1","Other/Unknown","T1",35,0.7413,0.2587,"LOW"
70,"1","Other/Unknown","T1",35,0.8245,0.1755,"LOW"
71,"1","Other/Unknown","T1",35,0.8221,0.1779,"LOW"
72,"1","Other/Unknown","T1",35,0.8226,0.1774,"LOW"
73,"1","Other/Unknown","T1",35,0.77,0.23,"LOW"
74,"1","Other/Unknown","T1",35,0.7227,0.2773,"LOW"
75,"1","Other/Unknown","T1",35,0.7674,0.2326,"LOW"
76,"1","Other/Unknown","T1",35,0.7608,0.2392,"LOW"
77,"1","Other/Unknown","T1",35,0.7319,0.2681,"LOW"
78,"1","Other/Unknown","T1",35,0.5357,0.4643,"LOW"
79,"1","Other/Unknown","T1",35,0.5362,0.4638,"LOW"
80,"1","Other/Unknown","T1",35,0.7261,0.2739,"LOW"
81,"1","Other/Unknown","T1",35,0.6965,0.3035,"LOW"
82,"1","Other/Unknown","T1",35,0.7925,0.2075,"LOW"
83,"1","Other/Unknown","T1",35,0.8445,0.1555,"LOW"
84,"1","Other/Unknown","T1",35,0.823,0.177,"LOW"
85,"1","Other/Unknown","T1",35,0.8356,0.1644,"LOW"
86,"1","Other/Unknown","T1",35,0.8469,0.1531,"LOW"
87,"1","Other/Unknown","T1",35,0.8611,0.1389,"LOW"
88,"1","Other/Unknown","T1",35,0.8575,0.1425,"LOW"
89,"1","Other/Unknown","T1",35,0.7718,0.2282,"LOW"
90,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
91,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
92,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
93,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
94,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
95,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
96,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
97,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
98,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
99,"1","Other/Unknown","T1",35,0.8405,0.1595,"LOW"
0,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
1,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
2,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
3,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
4,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
5,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
6,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
7,"2","Other/Unknown","T1",35,0.768,0.232,"LOW"
8,"2","Other/Unknown","T1",35,0.738,0.262,"LOW"
9,"2","Other/Unknown","T1",35,0.7348,0.2652,"LOW"
10,"2","Other/Unknown","T1",35,0.7348,0.2652,"LOW"
11,"2","Other/Unknown","T1",35,0.7348,0.2652,"LOW"
12,"2","Other/Unknown","T1",35,0.7328,0.2672,"LOW"
13,"2","Other/Unknown","T1",35,0.7328,0.2672,"LOW"
14,"2","Other/Unknown","T1",35,0.7287,0.2713,"LOW"
15,"2","Other/Unknown","T1",35,0.7328,0.2672,"LOW"
16,"2","Other/Unknown","T1",35,0.7373,0.2627,"LOW"
17,"2","Other/Unknown","T1",35,0.7607,0.2393,"LOW"
18,"2","Other/Unknown","T1",35,0.7354,0.2646,"LOW"
19,"2","Other/Unknown","T1",35,0.7313,0.2687,"LOW"
20,"2","Other/Unknown","T1",35,0.7794,0.2206,"LOW"
21,"2","Other/Unknown","T1",35,0.8397,0.1603,"LOW"
22,"2","Other/Unknown","T1",35,0.8306,0.1694,"LOW"
23,"2","Other/Unknown","T1",35,0.8188,0.1812,"LOW"
24,"2","Other/Unknown","T1",35,0.8175,0.1825,"LOW"
25,"2","Other/Unknown","T1",35,0.8273,0.1727,"LOW"
26,"2","Other/Unknown","T1",35,0.8144,0.1856,"LOW"
27,"2","Other/Unknown","T1",35,0.8023,0.1977,"LOW"
28,"2","Other/Unknown","T1",35,0.8032,0.1968,"LOW"
29,"2","Other/Unknown","T1",35,0.7958,0.2042,"LOW"
30,"2","Other/Unknown","T1",35,0.8102,0.1898,"LOW"
31,"2","Other/Unknown","T1",35,0.8238,0.1762,"LOW"
32,"2","Other/Unknown","T1",35,0.863,0.137,"LOW"
33,"2","Other/Unknown","T1",35,0.8672,0.1328,"LOW"
34,"2","Other/Unknown","T1",35,0.8371,0.1629,"LOW"
35,"2","Other/Unknown","T1",35,0.841,0.159,"LOW"
36,"2","Other/Unknown","T1",35,0.8191,0.1809,"LOW"
37,"2","Other/Unknown","T1",35,0.6917,0.3083,"LOW"
38,"2","Other/Unknown","T1",35,0.6773,0.3227,"LOW"
39,"2","Other/Unknown","T1",35,0.7959,0.2041,"LOW"
40,"2","Other/Unknown","T1",35,0.8156,0.1844,"LOW"
41,"2","Other/Unknown","T1",35,0.8944,0.1056,"LOW"
42,"2","Other/Unknown","T1",35,0.9259,0.0741,"LOW"
43,"2","Other/Unknown","T1",35,0.9323,0.0677,"LOW"
44,"2","Other/Unknown","T1",35,0.9409,0.0591,"LOW"
45,"2","Other/Unknown","T1",35,0.9303,0.0697,"LOW"
46,"2","Other/Unknown","T1",35,0.8816,0.1184,"LOW"
47,"2","Other/Unknown","T1",35,0.9175,0.0825,"LOW"
48,"2","Other/Unknown","T1",35,0.9437,0.0563,"LOW"
49,"2","Other/Unknown","T1",35,0.9068,0.0932,"LOW"
50,"2","Other/Unknown","T1",35,0.8679,0.1321,"LOW"
51,"2","Other/Unknown","T1",35,0.9156,0.0844,"LOW"
52,"2","Other/Unknown","T1",35,0.9457,0.0543,"LOW"
53,"2","Other/Unknown","T1",35,0.9471,0.0529,"LOW"
54,"2","Other/Unknown","T1",35,0.9378,0.0622,"LOW"
55,"2","Other/Unknown","T1",35,0.9344,0.0656,"LOW"
56,"2","Other/Unknown","T1",35,0.9227,0.0773,"LOW"
57,"2","Other/Unknown","T1",35,0.9256,0.0744,"LOW"
58,"2","Other/Unknown","T1",35,0.9355,0.0645,"LOW"
59,"2","Other/Unknown","T1",35,0.9396,0.0604,"LOW"
60,"2","Other/Unknown","T1",35,0.8786,0.1214,"LOW"
61,"2","Other/Unknown","T1",35,0.8672,0.1328,"LOW"
62,"2","Other/Unknown","T1",35,0.8723,0.1277,"LOW"
63,"2","Other/Unknown","T1",35,0.904,0.096,"LOW"
64,"2","Other/Unknown","T1",35,0.8762,0.1238,"LOW"
65,"2","Other/Unknown","T1",35,0.8533,0.1467,"LOW"
66,"2","Other/Unknown","T1",35,0.8497,0.1503,"LOW"
67,"2","Other/Unknown","T1",35,0.8694,0.1306,"LOW"
68,"2","Other/Unknown","T1",35,0.8268,0.1732,"LOW"
69,"2","Other/Unknown","T1",35,0.8293,0.1707,"LOW"
70,"2","Other/Unknown","T1",35,0.8422,0.1578,"LOW"
71,"2","Other/Unknown","T1",35,0.8453,0.1547,"LOW"
72,"2","Other/Unknown","T1",35,0.8192,0.1808,"LOW"
73,"2","Other/Unknown","T1",35,0.806,0.194,"LOW"
74,"2","Other/Unknown","T1",35,0.7994,0.2006,"LOW"
75,"2","Other/Unknown","T1",35,0.8086,0.1914,"LOW"
76,"2","Other/Unknown","T1",35,0.8042,0.1958,"LOW"
77,"2","Other/Unknown","T1",35,0.7998,0.2002,"LOW"
78,"2","Other/Unknown","T1",35,0.7316,0.2684,"LOW"
79,"2","Other/Unknown","T1",35,0.6704,0.3296,"LOW"
80,"2","Other/Unknown","T1",35,0.7856,0.2144,"LOW"
81,"2","Other/Unknown","T1",35,0.7798,0.2202,"LOW"
82,"2","Other/Unknown","T1",35,0.7864,0.2136,"LOW"
83,"2","Other/Unknown","T1",35,0.8322,0.1678,"LOW"
84,"2","Other/Unknown","T1",35,0.8574,0.1426,"LOW"
85,"2","Other/Unknown","T1",35,0.8497,0.1503,"LOW"
86,"2","Other/Unknown","T1",35,0.8493,0.1507,"LOW"
87,"2","Other/Unknown","T1",35,0.8946,0.1054,"LOW"
88,"2","Other/Unknown","T1",35,0.8888,0.1112,"LOW"
89,"2","Other/Unknown","T1",35,0.8343,0.1657,"LOW"
90,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
91,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
92,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
93,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
94,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
95,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
96,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
97,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
98,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
99,"2","Other/Unknown","T1",35,0.8874,0.1126,"LOW"
0,"1","N0","T2",35,0.9629,0.0371,"LOW"
1,"1","N0","T2",35,0.9629,0.0371,"LOW"
2,"1","N0","T2",35,0.9629,0.0371,"LOW"
3,"1","N0","T2",35,0.9629,0.0371,"LOW"
4,"1","N0","T2",35,0.9629,0.0371,"LOW"
5,"1","N0","T2",35,0.9629,0.0371,"LOW"
6,"1","N0","T2",35,0.9684,0.0316,"LOW"
7,"1","N0","T2",35,0.9684,0.0316,"LOW"
8,"1","N0","T2",35,0.9684,0.0316,"LOW"
9,"1","N0","T2",35,0.9684,0.0316,"LOW"
10,"1","N0","T2",35,0.9684,0.0316,"LOW"
11,"1","N0","T2",35,0.9684,0.0316,"LOW"
12,"1","N0","T2",35,0.9684,0.0316,"LOW"
13,"1","N0","T2",35,0.9684,0.0316,"LOW"
14,"1","N0","T2",35,0.9684,0.0316,"LOW"
15,"1","N0","T2",35,0.9684,0.0316,"LOW"
16,"1","N0","T2",35,0.9664,0.0336,"LOW"
17,"1","N0","T2",35,0.9664,0.0336,"LOW"
18,"1","N0","T2",35,0.9624,0.0376,"LOW"
19,"1","N0","T2",35,0.9628,0.0372,"LOW"
20,"1","N0","T2",35,0.9597,0.0403,"LOW"
21,"1","N0","T2",35,0.9679,0.0321,"LOW"
22,"1","N0","T2",35,0.9753,0.0247,"LOW"
23,"1","N0","T2",35,0.9753,0.0247,"LOW"
24,"1","N0","T2",35,0.9682,0.0318,"LOW"
25,"1","N0","T2",35,0.9713,0.0287,"LOW"
26,"1","N0","T2",35,0.9615,0.0385,"LOW"
27,"1","N0","T2",35,0.9677,0.0323,"LOW"
28,"1","N0","T2",35,0.9709,0.0291,"LOW"
29,"1","N0","T2",35,0.968,0.032,"LOW"
30,"1","N0","T2",35,0.9545,0.0455,"LOW"
31,"1","N0","T2",35,0.9209,0.0791,"LOW"
32,"1","N0","T2",35,0.9678,0.0322,"LOW"
33,"1","N0","T2",35,0.9496,0.0504,"LOW"
34,"1","N0","T2",35,0.972,0.028,"LOW"
35,"1","N0","T2",35,0.9654,0.0346,"LOW"
36,"1","N0","T2",35,0.9738,0.0262,"LOW"
37,"1","N0","T2",35,0.9757,0.0243,"LOW"
38,"1","N0","T2",35,0.9666,0.0334,"LOW"
39,"1","N0","T2",35,0.9612,0.0388,"LOW"
40,"1","N0","T2",35,0.9135,0.0865,"LOW"
41,"1","N0","T2",35,0.953,0.047,"LOW"
42,"1","N0","T2",35,0.9651,0.0349,"LOW"
43,"1","N0","T2",35,0.9715,0.0285,"LOW"
44,"1","N0","T2",35,0.96,0.04,"LOW"
45,"1","N0","T2",35,0.9606,0.0394,"LOW"
46,"1","N0","T2",35,0.9475,0.0525,"LOW"
47,"1","N0","T2",35,0.9678,0.0322,"LOW"
48,"1","N0","T2",35,0.9696,0.0304,"LOW"
49,"1","N0","T2",35,0.9716,0.0284,"LOW"
50,"1","N0","T2",35,0.9759,0.0241,"LOW"
51,"1","N0","T2",35,0.9751,0.0249,"LOW"
52,"1","N0","T2",35,0.9542,0.0458,"LOW"
53,"1","N0","T2",35,0.9684,0.0316,"LOW"
54,"1","N0","T2",35,0.9624,0.0376,"LOW"
55,"1","N0","T2",35,0.9768,0.0232,"LOW"
56,"1","N0","T2",35,0.9664,0.0336,"LOW"
57,"1","N0","T2",35,0.9696,0.0304,"LOW"
58,"1","N0","T2",35,0.9596,0.0404,"LOW"
59,"1","N0","T2",35,0.9675,0.0325,"LOW"
60,"1","N0","T2",35,0.9791,0.0209,"LOW"
61,"1","N0","T2",35,0.9815,0.0185,"LOW"
62,"1","N0","T2",35,0.9727,0.0273,"LOW"
63,"1","N0","T2",35,0.9848,0.0152,"LOW"
64,"1","N0","T2",35,0.9841,0.0159,"LOW"
65,"1","N0","T2",35,0.9865,0.0135,"LOW"
66,"1","N0","T2",35,0.9852,0.0148,"LOW"
67,"1","N0","T2",35,0.986,0.014,"LOW"
68,"1","N0","T2",35,0.9856,0.0144,"LOW"
69,"1","N0","T2",35,0.9777,0.0223,"LOW"
70,"1","N0","T2",35,0.9812,0.0188,"LOW"
71,"1","N0","T2",35,0.9845,0.0155,"LOW"
72,"1","N0","T2",35,0.9854,0.0146,"LOW"
73,"1","N0","T2",35,0.9863,0.0137,"LOW"
74,"1","N0","T2",35,0.987,0.013,"LOW"
75,"1","N0","T2",35,0.9838,0.0162,"LOW"
76,"1","N0","T2",35,0.9786,0.0214,"LOW"
77,"1","N0","T2",35,0.9859,0.0141,"LOW"
78,"1","N0","T2",35,0.9839,0.0161,"LOW"
79,"1","N0","T2",35,0.9856,0.0144,"LOW"
80,"1","N0","T2",35,0.9858,0.0142,"LOW"
81,"1","N0","T2",35,0.9632,0.0368,"LOW"
82,"1","N0","T2",35,0.957,0.043,"LOW"
83,"1","N0","T2",35,0.9642,0.0358,"LOW"
84,"1","N0","T2",35,0.9667,0.0333,"LOW"
85,"1","N0","T2",35,0.9731,0.0269,"LOW"
86,"1","N0","T2",35,0.9649,0.0351,"LOW"
87,"1","N0","T2",35,0.9653,0.0347,"LOW"
88,"1","N0","T2",35,0.9611,0.0389,"LOW"
89,"1","N0","T2",35,0.9409,0.0591,"LOW"
90,"1","N0","T2",35,0.9157,0.0843,"LOW"
91,"1","N0","T2",35,0.9157,0.0843,"LOW"
92,"1","N0","T2",35,0.9157,0.0843,"LOW"
93,"1","N0","T2",35,0.9157,0.0843,"LOW"
94,"1","N0","T2",35,0.9157,0.0843,"LOW"
95,"1","N0","T2",35,0.9157,0.0843,"LOW"
96,"1","N0","T2",35,0.9157,0.0843,"LOW"
97,"1","N0","T2",35,0.9157,0.0843,"LOW"
98,"1","N0","T2",35,0.9157,0.0843,"LOW"
99,"1","N0","T2",35,0.9157,0.0843,"LOW"
0,"2","N0","T2",35,0.8741,0.1259,"LOW"
1,"2","N0","T2",35,0.8741,0.1259,"LOW"
2,"2","N0","T2",35,0.8741,0.1259,"LOW"
3,"2","N0","T2",35,0.8741,0.1259,"LOW"
4,"2","N0","T2",35,0.8741,0.1259,"LOW"
5,"2","N0","T2",35,0.8741,0.1259,"LOW"
6,"2","N0","T2",35,0.8816,0.1184,"LOW"
7,"2","N0","T2",35,0.8816,0.1184,"LOW"
8,"2","N0","T2",35,0.8816,0.1184,"LOW"
9,"2","N0","T2",35,0.8816,0.1184,"LOW"
10,"2","N0","T2",35,0.8816,0.1184,"LOW"
11,"2","N0","T2",35,0.8816,0.1184,"LOW"
12,"2","N0","T2",35,0.8816,0.1184,"LOW"
13,"2","N0","T2",35,0.8816,0.1184,"LOW"
14,"2","N0","T2",35,0.8816,0.1184,"LOW"
15,"2","N0","T2",35,0.8816,0.1184,"LOW"
16,"2","N0","T2",35,0.8796,0.1204,"LOW"
