"AGE","TNM_N_cat","TNM_T_cat","prostate_psa","prostate_cores","prostate_gs_cat","no_metastasis","metastasis","risk_level"
56,"N0","T3",15,0.5,"Grade group 1",0.9982,0.0018,"LOW"
57,"N0","T3",15,0.5,"Grade group 1",0.998,0.002,"LOW"
58,"N0","T3",15,0.5,"Grade group 1",0.998,0.002,"LOW"
59,"N0","T3",15,0.5,"Grade group 1",0.9976,0.0024,"LOW"
60,"N0","T3",15,0.5,"Grade group 1",0.9976,0.0024,"LOW"
61,"N0","T3",15,0.5,"Grade group 1",0.9969,0.0031,"LOW"
62,"N0","T3",15,0.5,"Grade group 1",0.9962,0.0038,"LOW"
63,"N0","T3",15,0.5,"Grade group 1",0.9962,0.0038,"LOW"
64,"N0","T3",15,0.5,"Grade group 1",0.996,0.004,"LOW"
65,"N0","T3",15,0.5,"Grade group 1",0.9958,0.0042,"LOW"
66,"N0","T3",15,0.5,"Grade group 1",0.9942,0.0058,"LOW"
67,"N0","T3",15,0.5,"Grade group 1",0.9958,0.0042,"LOW"
68,"N0","T3",15,0.5,"Grade group 1",0.9958,0.0042,"LOW"
69,"N0","T3",15,0.5,"Grade group 1",0.9958,0.0042,"LOW"
70,"N0","T3",15,0.5,"Grade group 1",0.9957,0.0043,"LOW"
71,"N0","T3",15,0.5,"Grade group 1",0.9955,0.0045,"LOW"
72,"N0","T3",15,0.5,"Grade group 1",0.996,0.004,"LOW"
73,"N0","T3",15,0.5,"Grade group 1",0.996,0.004,"LOW"
74,"N0","T3",15,0.5,"Grade group 1",0.9939,0.0061,"LOW"
75,"N0","T3",15,0.5,"Grade group 1",0.9897,0.0103,"LOW"
76,"N0","T3",15,0.5,"Grade group 1",0.988,0.012,"LOW"
77,"N0","T3",15,0.5,"Grade group 1",0.984,0.016,"LOW"
78,"N0","T3",15,0.5,"Grade group 1",0.9778,0.0222,"LOW"
79,"N0","T3",15,0.5,"Grade group 1",0.9737,0.0263,"LOW"
80,"N0","T3",15,0.5,"Grade group 1",0.9654,0.0346,"LOW"
81,"N0","T3",15,0.5,"Grade group 1",0.9468,0.0532,"LOW"
82,"N0","T3",15,0.5,"Grade group 1",0.9283,0.0717,"LOW"
83,"N0","T3",15,0.5,"Grade group 1",0.8872,0.1128,"LOW"
84,"N0","T3",15,0.5,"Grade group 1",0.837,0.163,"LOW"
85,"N0","T3",15,0.5,"Grade group 1",0.7959,0.2041,"LOW"
86,"N0","T3",15,0.5,"Grade group 1",0.7214,0.2786,"LOW"
87,"N0","T3",15,0.5,"Grade group 1",0.6258,0.3742,"LOW"
88,"N0","T3",15,0.5,"Grade group 1",0.6899,0.3101,"LOW"
89,"N0","T3",15,0.5,"Grade group 1",0.7287,0.2713,"LOW"
90,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
91,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
92,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
93,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
94,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
95,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
96,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
97,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
98,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
99,"N0","T3",15,0.5,"Grade group 1",0.7359,0.2641,"LOW"
0,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
1,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
2,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
3,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
4,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
5,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
6,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
7,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
8,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
9,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
10,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
11,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
12,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
13,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
14,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
15,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
16,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
17,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
18,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
19,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
20,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
21,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
22,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
23,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
24,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
25,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
26,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
27,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
28,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
29,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
30,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
31,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
32,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
33,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
34,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
35,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
36,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
37,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
38,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
39,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
40,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
41,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
42,"N1","T3",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
43,"N1","T3",15,0.5,"Grade group 1",0.8912,0.1088,"LOW"
44,"N1","T3",15,0.5,"Grade group 1",0.8882,0.1118,"LOW"
45,"N1","T3",15,0.5,"Grade group 1",0.8822,0.1178,"LOW"
46,"N1","T3",15,0.5,"Grade group 1",0.8744,0.1256,"LOW"
47,"N1","T3",15,0.5,"Grade group 1",0.8759,0.1241,"LOW"
48,"N1","T3",15,0.5,"Grade group 1",0.8686,0.1314,"LOW"
49,"N1","T3",15,0.5,"Grade group 1",0.8713,0.1287,"LOW"
50,"N1","T3",15,0.5,"Grade group 1",0.8713,0.1287,"LOW"
51,"N1","T3",15,0.5,"Grade group 1",0.8765,0.1235,"LOW"
52,"N1","T3",15,0.5,"Grade group 1",0.884,0.116,"LOW"
53,"N1","T3",15,0.5,"Grade group 1",0.8801,0.1199,"LOW"
54,"N1","T3",15,0.5,"Grade group 1",0.8782,0.1218,"LOW"
55,"N1","T3",15,0.5,"Grade group 1",0.8815,0.1185,"LOW"
56,"N1","T3",15,0.5,"Grade group 1",0.8809,0.1191,"LOW"
57,"N1","T3",15,0.5,"Grade group 1",0.879,0.121,"LOW"
58,"N1","T3",15,0.5,"Grade group 1",0.8795,0.1205,"LOW"
59,"N1","T3",15,0.5,"Grade group 1",0.8775,0.1225,"LOW"
60,"N1","T3",15,0.5,"Grade group 1",0.8963,0.1037,"LOW"
61,"N1","T3",15,0.5,"Grade group 1",0.8908,0.1092,"LOW"
62,"N1","T3",15,0.5,"Grade group 1",0.8984,0.1016,"LOW"
63,"N1","T3",15,0.5,"Grade group 1",0.9117,0.0883,"LOW"
64,"N1","T3",15,0.5,"Grade group 1",0.9183,0.0817,"LOW"
65,"N1","T3",15,0.5,"Grade group 1",0.8994,0.1006,"LOW"
66,"N1","T3",15,0.5,"Grade group 1",0.8808,0.1192,"LOW"
67,"N1","T3",15,0.5,"Grade group 1",0.9153,0.0847,"LOW"
68,"N1","T3",15,0.5,"Grade group 1",0.9366,0.0634,"LOW"
69,"N1","T3",15,0.5,"Grade group 1",0.9308,0.0692,"LOW"
70,"N1","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
71,"N1","T3",15,0.5,"Grade group 1",0.9359,0.0641,"LOW"
72,"N1","T3",15,0.5,"Grade group 1",0.9388,0.0612,"LOW"
73,"N1","T3",15,0.5,"Grade group 1",0.9265,0.0735,"LOW"
74,"N1","T3",15,0.5,"Grade group 1",0.9151,0.0849,"LOW"
75,"N1","T3",15,0.5,"Grade group 1",0.8904,0.1096,"LOW"
76,"N1","T3",15,0.5,"Grade group 1",0.8611,0.1389,"LOW"
77,"N1","T3",15,0.5,"Grade group 1",0.8695,0.1305,"LOW"
78,"N1","T3",15,0.5,"Grade group 1",0.864,0.136,"LOW"
79,"N1","T3",15,0.5,"Grade group 1",0.8247,0.1753,"LOW"
80,"N1","T3",15,0.5,"Grade group 1",0.8253,0.1747,"LOW"
81,"N1","T3",15,0.5,"Grade group 1",0.8229,0.1771,"LOW"
82,"N1","T3",15,0.5,"Grade group 1",0.8231,0.1769,"LOW"
83,"N1","T3",15,0.5,"Grade group 1",0.8253,0.1747,"LOW"
84,"N1","T3",15,0.5,"Grade group 1",0.8107,0.1893,"LOW"
85,"N1","T3",15,0.5,"Grade group 1",0.7418,0.2582,"LOW"
86,"N1","T3",15,0.5,"Grade group 1",0.7238,0.2762,"LOW"
87,"N1","T3",15,0.5,"Grade group 1",0.7267,0.2733,"LOW"
88,"N1","T3",15,0.5,"Grade group 1",0.7293,0.2707,"LOW"
89,"N1","T3",15,0.5,"Grade group 1",0.7254,0.2746,"LOW"
90,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
91,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
92,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
93,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
94,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
95,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
96,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
97,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
98,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
99,"N1","T3",15,0.5,"Grade group 1",0.7194,0.2806,"LOW"
0,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
1,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
2,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
3,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
4,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
5,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
6,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
7,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
8,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
9,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
10,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
11,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
12,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
13,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
14,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
15,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
16,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
17,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
18,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
19,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
20,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
21,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
22,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
23,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
24,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
25,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
26,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
27,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
28,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
29,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
30,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
31,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
32,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
33,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
34,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
35,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
36,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
37,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
38,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
39,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
40,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
41,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
42,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
43,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
44,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
45,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
46,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
47,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9382,0.0618,"LOW"
48,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
49,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
50,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
51,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
52,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9362,0.0638,"LOW"
53,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9342,0.0658,"LOW"
54,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9322,0.0678,"LOW"
55,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9242,0.0758,"LOW"
56,"Other/Unknown","T3",15,0.5,"Grade group 1",0.922,0.078,"LOW"
57,"Other/Unknown","T3",15,0.5,"Grade group 1",0.934,0.066,"LOW"
58,"Other/Unknown","T3",15,0.5,"Grade group 1",0.946,0.054,"LOW"
59,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9619,0.0381,"LOW"
60,"Other/Unknown","T3",15,0.5,"Grade group 1",0.972,0.028,"LOW"
61,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9779,0.0221,"LOW"
62,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9859,0.0141,"LOW"
63,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9899,0.0101,"LOW"
64,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9919,0.0081,"LOW"
65,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9918,0.0082,"LOW"
66,"Other/Unknown","T3",15,0.5,"Grade group 1",0.993,0.007,"LOW"
67,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9958,0.0042,"LOW"
68,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9917,0.0083,"LOW"
69,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9834,0.0166,"LOW"
70,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9794,0.0206,"LOW"
71,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9714,0.0286,"LOW"
72,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9645,0.0355,"LOW"
73,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9499,0.0501,"LOW"
74,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9265,0.0735,"LOW"
75,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9351,0.0649,"LOW"
76,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9365,0.0635,"LOW"
77,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9413,0.0587,"LOW"
78,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9413,0.0587,"LOW"
79,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9413,0.0587,"LOW"
80,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9384,0.0616,"LOW"
81,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9386,0.0614,"LOW"
82,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9318,0.0682,"LOW"
83,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9218,0.0782,"LOW"
84,"Other/Unknown","T3",15,0.5,"Grade group 1",0.9063,0.0937,"LOW"
85,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8957,0.1043,"LOW"
86,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8657,0.1343,"LOW"
87,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8263,0.1737,"LOW"
88,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8405,0.1595,"LOW"
89,"Other/Unknown","T3",15,0.5,"Grade group 1",0.852,0.148,"LOW"
90,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
91,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
92,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
93,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
94,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
95,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
96,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
97,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
98,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
99,"Other/Unknown","T3",15,0.5,"Grade group 1",0.8567,0.1433,"LOW"
0,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
1,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
2,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
3,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
4,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
5,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
6,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
7,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
8,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
9,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
10,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
11,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
12,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
13,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
14,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
15,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
16,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
17,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
18,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
19,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
20,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
21,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
22,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
23,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
24,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
25,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
26,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
27,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
28,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
29,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
30,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
31,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
32,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
33,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
34,"N0","T4",15,0.5,"Grade group 1",0.8553,0.1447,"LOW"
35,"N0","T4",15,0.5,"Grade group 1",0.8533,0.1467,"LOW"
36,"N0","T4",15,0.5,"Grade group 1",0.8533,0.1467,"LOW"
37,"N0","T4",15,0.5,"Grade group 1",0.8533,0.1467,"LOW"
38,"N0","T4",15,0.5,"Grade group 1",0.8533,0.1467,"LOW"
39,"N0","T4",15,0.5,"Grade group 1",0.8513,0.1487,"LOW"
40,"N0","T4",15,0.5,"Grade group 1",0.8513,0.1487,"LOW"
41,"N0","T4",15,0.5,"Grade group 1",0.8513,0.1487,"LOW"
42,"N0","T4",15,0.5,"Grade group 1",0.8513,0.1487,"LOW"
43,"N0","T4",15,0.5,"Grade group 1",0.8569,0.1431,"LOW"
44,"N0","T4",15,0.5,"Grade group 1",0.8559,0.1441,"LOW"
45,"N0","T4",15,0.5,"Grade group 1",0.8719,0.1281,"LOW"
46,"N0","T4",15,0.5,"Grade group 1",0.8614,0.1386,"LOW"
47,"N0","T4",15,0.5,"Grade group 1",0.8606,0.1394,"LOW"
48,"N0","T4",15,0.5,"Grade group 1",0.8586,0.1414,"LOW"
49,"N0","T4",15,0.5,"Grade group 1",0.8652,0.1348,"LOW"
50,"N0","T4",15,0.5,"Grade group 1",0.8719,0.1281,"LOW"
51,"N0","T4",15,0.5,"Grade group 1",0.8833,0.1167,"LOW"
52,"N0","T4",15,0.5,"Grade group 1",0.8911,0.1089,"LOW"
53,"N0","T4",15,0.5,"Grade group 1",0.8953,0.1047,"LOW"
54,"N0","T4",15,0.5,"Grade group 1",0.8914,0.1086,"LOW"
55,"N0","T4",15,0.5,"Grade group 1",0.8765,0.1235,"LOW"
56,"N0","T4",15,0.5,"Grade group 1",0.8554,0.1446,"LOW"
57,"N0","T4",15,0.5,"Grade group 1",0.8248,0.1752,"LOW"
58,"N0","T4",15,0.5,"Grade group 1",0.8408,0.1592,"LOW"
59,"N0","T4",15,0.5,"Grade group 1",0.8588,0.1412,"LOW"
60,"N0","T4",15,0.5,"Grade group 1",0.8723,0.1277,"LOW"
61,"N0","T4",15,0.5,"Grade group 1",0.9035,0.0965,"LOW"
62,"N0","T4",15,0.5,"Grade group 1",0.9108,0.0892,"LOW"
63,"N0","T4",15,0.5,"Grade group 1",0.9049,0.0951,"LOW"
64,"N0","T4",15,0.5,"Grade group 1",0.9031,0.0969,"LOW"
65,"N0","T4",15,0.5,"Grade group 1",0.9063,0.0937,"LOW"
66,"N0","T4",15,0.5,"Grade group 1",0.8955,0.1045,"LOW"
67,"N0","T4",15,0.5,"Grade group 1",0.9036,0.0964,"LOW"
68,"N0","T4",15,0.5,"Grade group 1",0.9059,0.0941,"LOW"
69,"N0","T4",15,0.5,"Grade group 1",0.8938,0.1062,"LOW"
70,"N0","T4",15,0.5,"Grade group 1",0.8974,0.1026,"LOW"
71,"N0","T4",15,0.5,"Grade group 1",0.9107,0.0893,"LOW"
72,"N0","T4",15,0.5,"Grade group 1",0.9189,0.0811,"LOW"
73,"N0","T4",15,0.5,"Grade group 1",0.9154,0.0846,"LOW"
74,"N0","T4",15,0.5,"Grade group 1",0.9142,0.0858,"LOW"
75,"N0","T4",15,0.5,"Grade group 1",0.9139,0.0861,"LOW"
76,"N0","T4",15,0.5,"Grade group 1",0.9162,0.0838,"LOW"
77,"N0","T4",15,0.5,"Grade group 1",0.9174,0.0826,"LOW"
78,"N0","T4",15,0.5,"Grade group 1",0.9225,0.0775,"LOW"
79,"N0","T4",15,0.5,"Grade group 1",0.9163,0.0837,"LOW"
80,"N0","T4",15,0.5,"Grade group 1",0.9105,0.0895,"LOW"
81,"N0","T4",15,0.5,"Grade group 1",0.9049,0.0951,"LOW"
82,"N0","T4",15,0.5,"Grade group 1",0.9134,0.0866,"LOW"
83,"N0","T4",15,0.5,"Grade group 1",0.9167,0.0833,"LOW"
84,"N0","T4",15,0.5,"Grade group 1",0.9154,0.0846,"LOW"
85,"N0","T4",15,0.5,"Grade group 1",0.9058,0.0942,"LOW"
86,"N0","T4",15,0.5,"Grade group 1",0.9048,0.0952,"LOW"
87,"N0","T4",15,0.5,"Grade group 1",0.8988,0.1012,"LOW"
88,"N0","T4",15,0.5,"Grade group 1",0.9062,0.0938,"LOW"
89,"N0","T4",15,0.5,"Grade group 1",0.9177,0.0823,"LOW"
90,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
91,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
92,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
93,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
94,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
95,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
96,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
97,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
98,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
99,"N0","T4",15,0.5,"Grade group 1",0.9138,0.0862,"LOW"
0,"N1","T4",15,0.5,"Grade group 1",0.6206,0.3794,"LOW"
