"AGE","TNM_N_cat","TNM_T_cat","prostate_psa","prostate_cores","prostate_gs_cat","no_metastasis","metastasis","risk_level"
61,"N1","T2",2,0.7,"Grade group 5",0.7853,0.2147,"LOW"
62,"N1","T2",2,0.7,"Grade group 5",0.8025,0.1975,"LOW"
63,"N1","T2",2,0.7,"Grade group 5",0.8142,0.1858,"LOW"
64,"N1","T2",2,0.7,"Grade group 5",0.8136,0.1864,"LOW"
65,"N1","T2",2,0.7,"Grade group 5",0.7873,0.2127,"LOW"
66,"N1","T2",2,0.7,"Grade group 5",0.7846,0.2154,"LOW"
67,"N1","T2",2,0.7,"Grade group 5",0.7743,0.2257,"LOW"
68,"N1","T2",2,0.7,"Grade group 5",0.7907,0.2093,"LOW"
69,"N1","T2",2,0.7,"Grade group 5",0.7541,0.2459,"LOW"
70,"N1","T2",2,0.7,"Grade group 5",0.7437,0.2563,"LOW"
71,"N1","T2",2,0.7,"Grade group 5",0.7302,0.2698,"LOW"
72,"N1","T2",2,0.7,"Grade group 5",0.7827,0.2173,"LOW"
73,"N1","T2",2,0.7,"Grade group 5",0.7775,0.2225,"LOW"
74,"N1","T2",2,0.7,"Grade group 5",0.768,0.232,"LOW"
75,"N1","T2",2,0.7,"Grade group 5",0.7372,0.2628,"LOW"
76,"N1","T2",2,0.7,"Grade group 5",0.7531,0.2469,"LOW"
77,"N1","T2",2,0.7,"Grade group 5",0.7913,0.2087,"LOW"
78,"N1","T2",2,0.7,"Grade group 5",0.7574,0.2426,"LOW"
79,"N1","T2",2,0.7,"Grade group 5",0.7721,0.2279,"LOW"
80,"N1","T2",2,0.7,"Grade group 5",0.725,0.275,"LOW"
81,"N1","T2",2,0.7,"Grade group 5",0.7079,0.2921,"LOW"
82,"N1","T2",2,0.7,"Grade group 5",0.6759,0.3241,"LOW"
83,"N1","T2",2,0.7,"Grade group 5",0.6438,0.3562,"LOW"
84,"N1","T2",2,0.7,"Grade group 5",0.6757,0.3243,"LOW"
85,"N1","T2",2,0.7,"Grade group 5",0.6299,0.3701,"LOW"
86,"N1","T2",2,0.7,"Grade group 5",0.6135,0.3865,"LOW"
87,"N1","T2",2,0.7,"Grade group 5",0.5315,0.4685,"LOW"
88,"N1","T2",2,0.7,"Grade group 5",0.4774,0.5226,"HIGH"
89,"N1","T2",2,0.7,"Grade group 5",0.4538,0.5462,"HIGH"
90,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
91,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
92,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
93,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
94,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
95,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
96,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
97,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
98,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
99,"N1","T2",2,0.7,"Grade group 5",0.4395,0.5605,"HIGH"
0,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
1,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
2,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
3,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
4,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
5,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
6,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
7,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
8,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
9,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
10,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
11,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
12,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
13,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
14,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
15,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
16,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
17,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
18,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
19,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
20,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
21,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
22,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
23,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
24,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
25,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
26,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
27,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
28,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
29,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
30,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
31,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
32,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
33,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
34,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
35,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
36,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5568,0.4432,"LOW"
37,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5548,0.4452,"LOW"
38,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5528,0.4472,"LOW"
39,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5528,0.4472,"LOW"
40,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5528,0.4472,"LOW"
41,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5528,0.4472,"LOW"
42,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5256,0.4744,"LOW"
43,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5119,0.4881,"LOW"
44,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4995,0.5005,"HIGH"
45,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4935,0.5065,"HIGH"
46,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4682,0.5318,"HIGH"
47,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4653,0.5347,"HIGH"
48,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4981,0.5019,"HIGH"
49,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5302,0.4698,"LOW"
50,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5581,0.4419,"LOW"
51,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5372,0.4628,"LOW"
52,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5602,0.4398,"LOW"
53,"Other/Unknown","T2",2,0.7,"Grade group 5",0.583,0.417,"LOW"
54,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5853,0.4147,"LOW"
55,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5291,0.4709,"LOW"
56,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5642,0.4358,"LOW"
57,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5694,0.4306,"LOW"
58,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5395,0.4605,"LOW"
59,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5528,0.4472,"LOW"
60,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5859,0.4141,"LOW"
61,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5943,0.4057,"LOW"
62,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5957,0.4043,"LOW"
63,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5937,0.4063,"LOW"
64,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5946,0.4054,"LOW"
65,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5701,0.4299,"LOW"
66,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5586,0.4414,"LOW"
67,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5436,0.4564,"LOW"
68,"Other/Unknown","T2",2,0.7,"Grade group 5",0.4901,0.5099,"HIGH"
69,"Other/Unknown","T2",2,0.7,"Grade group 5",0.518,0.482,"LOW"
70,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5421,0.4579,"LOW"
71,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5629,0.4371,"LOW"
72,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5765,0.4235,"LOW"
73,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5544,0.4456,"LOW"
74,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5795,0.4205,"LOW"
75,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5567,0.4433,"LOW"
76,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5601,0.4399,"LOW"
77,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5476,0.4524,"LOW"
78,"Other/Unknown","T2",2,0.7,"Grade group 5",0.576,0.424,"LOW"
79,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5699,0.4301,"LOW"
80,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5711,0.4289,"LOW"
81,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5236,0.4764,"LOW"
82,"Other/Unknown","T2",2,0.7,"Grade group 5",0.479,0.521,"HIGH"
83,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5305,0.4695,"LOW"
84,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5679,0.4321,"LOW"
85,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5856,0.4144,"LOW"
86,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5558,0.4442,"LOW"
87,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5877,0.4123,"LOW"
88,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5976,0.4024,"LOW"
89,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5966,0.4034,"LOW"
90,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
91,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
92,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
93,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
94,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
95,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
96,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
97,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
98,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
99,"Other/Unknown","T2",2,0.7,"Grade group 5",0.5988,0.4012,"LOW"
0,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
1,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
2,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
3,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
4,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
5,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
6,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
7,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
8,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
9,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
10,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
11,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
12,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
13,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
14,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
15,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
16,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
17,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
18,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
19,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
20,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
21,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
22,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
23,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
24,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
25,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
26,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
27,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
28,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
29,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
30,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
31,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
32,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
33,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
34,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
35,"N0","T3",2,0.7,"Grade group 5",0.7783,0.2217,"LOW"
36,"N0","T3",2,0.7,"Grade group 5",0.7658,0.2342,"LOW"
37,"N0","T3",2,0.7,"Grade group 5",0.7516,0.2484,"LOW"
38,"N0","T3",2,0.7,"Grade group 5",0.7617,0.2383,"LOW"
39,"N0","T3",2,0.7,"Grade group 5",0.7673,0.2327,"LOW"
40,"N0","T3",2,0.7,"Grade group 5",0.7781,0.2219,"LOW"
41,"N0","T3",2,0.7,"Grade group 5",0.7762,0.2238,"LOW"
42,"N0","T3",2,0.7,"Grade group 5",0.7628,0.2372,"LOW"
43,"N0","T3",2,0.7,"Grade group 5",0.7998,0.2002,"LOW"
44,"N0","T3",2,0.7,"Grade group 5",0.803,0.197,"LOW"
45,"N0","T3",2,0.7,"Grade group 5",0.8063,0.1937,"LOW"
46,"N0","T3",2,0.7,"Grade group 5",0.8108,0.1892,"LOW"
47,"N0","T3",2,0.7,"Grade group 5",0.814,0.186,"LOW"
48,"N0","T3",2,0.7,"Grade group 5",0.8176,0.1824,"LOW"
49,"N0","T3",2,0.7,"Grade group 5",0.8143,0.1857,"LOW"
50,"N0","T3",2,0.7,"Grade group 5",0.8083,0.1917,"LOW"
51,"N0","T3",2,0.7,"Grade group 5",0.7942,0.2058,"LOW"
52,"N0","T3",2,0.7,"Grade group 5",0.8147,0.1853,"LOW"
53,"N0","T3",2,0.7,"Grade group 5",0.8216,0.1784,"LOW"
54,"N0","T3",2,0.7,"Grade group 5",0.8474,0.1526,"LOW"
55,"N0","T3",2,0.7,"Grade group 5",0.8546,0.1454,"LOW"
56,"N0","T3",2,0.7,"Grade group 5",0.8631,0.1369,"LOW"
57,"N0","T3",2,0.7,"Grade group 5",0.8464,0.1536,"LOW"
58,"N0","T3",2,0.7,"Grade group 5",0.8479,0.1521,"LOW"
59,"N0","T3",2,0.7,"Grade group 5",0.8393,0.1607,"LOW"
60,"N0","T3",2,0.7,"Grade group 5",0.8169,0.1831,"LOW"
61,"N0","T3",2,0.7,"Grade group 5",0.8209,0.1791,"LOW"
62,"N0","T3",2,0.7,"Grade group 5",0.8499,0.1501,"LOW"
63,"N0","T3",2,0.7,"Grade group 5",0.814,0.186,"LOW"
64,"N0","T3",2,0.7,"Grade group 5",0.7818,0.2182,"LOW"
65,"N0","T3",2,0.7,"Grade group 5",0.8244,0.1756,"LOW"
66,"N0","T3",2,0.7,"Grade group 5",0.8293,0.1707,"LOW"
67,"N0","T3",2,0.7,"Grade group 5",0.8213,0.1787,"LOW"
68,"N0","T3",2,0.7,"Grade group 5",0.8555,0.1445,"LOW"
69,"N0","T3",2,0.7,"Grade group 5",0.8487,0.1513,"LOW"
70,"N0","T3",2,0.7,"Grade group 5",0.8277,0.1723,"LOW"
71,"N0","T3",2,0.7,"Grade group 5",0.8172,0.1828,"LOW"
72,"N0","T3",2,0.7,"Grade group 5",0.7962,0.2038,"LOW"
73,"N0","T3",2,0.7,"Grade group 5",0.7854,0.2146,"LOW"
74,"N0","T3",2,0.7,"Grade group 5",0.7826,0.2174,"LOW"
75,"N0","T3",2,0.7,"Grade group 5",0.8017,0.1983,"LOW"
76,"N0","T3",2,0.7,"Grade group 5",0.8066,0.1934,"LOW"
77,"N0","T3",2,0.7,"Grade group 5",0.7912,0.2088,"LOW"
78,"N0","T3",2,0.7,"Grade group 5",0.7802,0.2198,"LOW"
79,"N0","T3",2,0.7,"Grade group 5",0.7512,0.2488,"LOW"
80,"N0","T3",2,0.7,"Grade group 5",0.7307,0.2693,"LOW"
81,"N0","T3",2,0.7,"Grade group 5",0.6804,0.3196,"LOW"
82,"N0","T3",2,0.7,"Grade group 5",0.6192,0.3808,"LOW"
83,"N0","T3",2,0.7,"Grade group 5",0.6659,0.3341,"LOW"
84,"N0","T3",2,0.7,"Grade group 5",0.704,0.296,"LOW"
85,"N0","T3",2,0.7,"Grade group 5",0.7303,0.2697,"LOW"
86,"N0","T3",2,0.7,"Grade group 5",0.7008,0.2992,"LOW"
87,"N0","T3",2,0.7,"Grade group 5",0.7495,0.2505,"LOW"
88,"N0","T3",2,0.7,"Grade group 5",0.7751,0.2249,"LOW"
89,"N0","T3",2,0.7,"Grade group 5",0.7857,0.2143,"LOW"
90,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
91,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
92,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
93,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
94,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
95,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
96,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
97,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
98,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
99,"N0","T3",2,0.7,"Grade group 5",0.7838,0.2162,"LOW"
0,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
1,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
2,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
3,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
4,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
5,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
6,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
7,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
8,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
9,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
10,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
11,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
12,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
13,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
14,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
15,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
16,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
17,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
18,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
19,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
20,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
21,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
22,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
23,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
24,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
25,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
26,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
27,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
28,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
29,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
30,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
31,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
32,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
33,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
34,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
35,"N1","T3",2,0.7,"Grade group 5",0.5737,0.4263,"LOW"
36,"N1","T3",2,0.7,"Grade group 5",0.569,0.431,"LOW"
37,"N1","T3",2,0.7,"Grade group 5",0.5649,0.4351,"LOW"
38,"N1","T3",2,0.7,"Grade group 5",0.5627,0.4373,"LOW"
39,"N1","T3",2,0.7,"Grade group 5",0.5604,0.4396,"LOW"
40,"N1","T3",2,0.7,"Grade group 5",0.5638,0.4362,"LOW"
41,"N1","T3",2,0.7,"Grade group 5",0.552,0.448,"LOW"
42,"N1","T3",2,0.7,"Grade group 5",0.55,0.45,"LOW"
43,"N1","T3",2,0.7,"Grade group 5",0.5433,0.4567,"LOW"
44,"N1","T3",2,0.7,"Grade group 5",0.5414,0.4586,"LOW"
45,"N1","T3",2,0.7,"Grade group 5",0.5367,0.4633,"LOW"
46,"N1","T3",2,0.7,"Grade group 5",0.5428,0.4572,"LOW"
47,"N1","T3",2,0.7,"Grade group 5",0.5699,0.4301,"LOW"
48,"N1","T3",2,0.7,"Grade group 5",0.5963,0.4037,"LOW"
49,"N1","T3",2,0.7,"Grade group 5",0.6041,0.3959,"LOW"
50,"N1","T3",2,0.7,"Grade group 5",0.6007,0.3993,"LOW"
51,"N1","T3",2,0.7,"Grade group 5",0.6012,0.3988,"LOW"
52,"N1","T3",2,0.7,"Grade group 5",0.6112,0.3888,"LOW"
53,"N1","T3",2,0.7,"Grade group 5",0.5957,0.4043,"LOW"
54,"N1","T3",2,0.7,"Grade group 5",0.5729,0.4271,"LOW"
55,"N1","T3",2,0.7,"Grade group 5",0.5869,0.4131,"LOW"
56,"N1","T3",2,0.7,"Grade group 5",0.6219,0.3781,"LOW"
57,"N1","T3",2,0.7,"Grade group 5",0.6393,0.3607,"LOW"
58,"N1","T3",2,0.7,"Grade group 5",0.625,0.375,"LOW"
59,"N1","T3",2,0.7,"Grade group 5",0.5727,0.4273,"LOW"
60,"N1","T3",2,0.7,"Grade group 5",0.6033,0.3967,"LOW"
61,"N1","T3",2,0.7,"Grade group 5",0.6746,0.3254,"LOW"
62,"N1","T3",2,0.7,"Grade group 5",0.6957,0.3043,"LOW"
63,"N1","T3",2,0.7,"Grade group 5",0.7056,0.2944,"LOW"
64,"N1","T3",2,0.7,"Grade group 5",0.7147,0.2853,"LOW"
65,"N1","T3",2,0.7,"Grade group 5",0.7115,0.2885,"LOW"
66,"N1","T3",2,0.7,"Grade group 5",0.6759,0.3241,"LOW"
67,"N1","T3",2,0.7,"Grade group 5",0.6327,0.3673,"LOW"
68,"N1","T3",2,0.7,"Grade group 5",0.5955,0.4045,"LOW"
69,"N1","T3",2,0.7,"Grade group 5",0.597,0.403,"LOW"
70,"N1","T3",2,0.7,"Grade group 5",0.6181,0.3819,"LOW"
71,"N1","T3",2,0.7,"Grade group 5",0.625,0.375,"LOW"
72,"N1","T3",2,0.7,"Grade group 5",0.6516,0.3484,"LOW"
73,"N1","T3",2,0.7,"Grade group 5",0.6495,0.3505,"LOW"
74,"N1","T3",2,0.7,"Grade group 5",0.6783,0.3217,"LOW"
75,"N1","T3",2,0.7,"Grade group 5",0.689,0.311,"LOW"
76,"N1","T3",2,0.7,"Grade group 5",0.6327,0.3673,"LOW"
77,"N1","T3",2,0.7,"Grade group 5",0.5895,0.4105,"LOW"
78,"N1","T3",2,0.7,"Grade group 5",0.6061,0.3939,"LOW"
79,"N1","T3",2,0.7,"Grade group 5",0.565,0.435,"LOW"
80,"N1","T3",2,0.7,"Grade group 5",0.5659,0.4341,"LOW"
81,"N1","T3",2,0.7,"Grade group 5",0.6,0.4,"LOW"
82,"N1","T3",2,0.7,"Grade group 5",0.6037,0.3963,"LOW"
83,"N1","T3",2,0.7,"Grade group 5",0.5641,0.4359,"LOW"
84,"N1","T3",2,0.7,"Grade group 5",0.5258,0.4742,"LOW"
85,"N1","T3",2,0.7,"Grade group 5",0.4885,0.5115,"HIGH"
86,"N1","T3",2,0.7,"Grade group 5",0.4946,0.5054,"HIGH"
87,"N1","T3",2,0.7,"Grade group 5",0.48,0.52,"HIGH"
88,"N1","T3",2,0.7,"Grade group 5",0.4292,0.5708,"HIGH"
89,"N1","T3",2,0.7,"Grade group 5",0.4541,0.5459,"HIGH"
90,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
91,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
92,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
93,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
94,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
95,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
96,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
97,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
98,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
99,"N1","T3",2,0.7,"Grade group 5",0.4579,0.5421,"HIGH"
0,"Other/Unknown","T3",2,0.7,"Grade group 5",0.7128,0.2872,"LOW"
1,"Other/Unknown","T3",2,0.7,"Grade group 5",0.7128,0.2872,"LOW"
2,"Other/Unknown","T3",2,0.7,"Grade group 5",0.7128,0.2872,"LOW"
3,"Other/Unknown","T3",2,0.7,"Grade group 5",0.7128,0.2872,"LOW"
4,"Other/Unknown","T3",2,0.7,"Grade group 5",0.7128,0.2872,"LOW"
