"AGE","TNM_N_cat","TNM_T_cat","ovary_ca125_cat","no_metastasis","metastasis","risk_level"
47,"N0","Other/Unknown","Negative/normal; within normal limits",0.9776,0.0224,"LOW"
48,"N0","Other/Unknown","Negative/normal; within normal limits",0.9735,0.0265,"LOW"
49,"N0","Other/Unknown","Negative/normal; within normal limits",0.976,0.024,"LOW"
50,"N0","Other/Unknown","Negative/normal; within normal limits",0.9731,0.0269,"LOW"
51,"N0","Other/Unknown","Negative/normal; within normal limits",0.9723,0.0277,"LOW"
52,"N0","Other/Unknown","Negative/normal; within normal limits",0.9727,0.0273,"LOW"
53,"N0","Other/Unknown","Negative/normal; within normal limits",0.9713,0.0287,"LOW"
54,"N0","Other/Unknown","Negative/normal; within normal limits",0.9688,0.0312,"LOW"
55,"N0","Other/Unknown","Negative/normal; within normal limits",0.9718,0.0282,"LOW"
56,"N0","Other/Unknown","Negative/normal; within normal limits",0.9713,0.0287,"LOW"
57,"N0","Other/Unknown","Negative/normal; within normal limits",0.9754,0.0246,"LOW"
58,"N0","Other/Unknown","Negative/normal; within normal limits",0.97,0.03,"LOW"
59,"N0","Other/Unknown","Negative/normal; within normal limits",0.9595,0.0405,"LOW"
60,"N0","Other/Unknown","Negative/normal; within normal limits",0.959,0.041,"LOW"
61,"N0","Other/Unknown","Negative/normal; within normal limits",0.9675,0.0325,"LOW"
62,"N0","Other/Unknown","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
63,"N0","Other/Unknown","Negative/normal; within normal limits",0.9333,0.0667,"LOW"
64,"N0","Other/Unknown","Negative/normal; within normal limits",0.9517,0.0483,"LOW"
65,"N0","Other/Unknown","Negative/normal; within normal limits",0.9583,0.0417,"LOW"
66,"N0","Other/Unknown","Negative/normal; within normal limits",0.9576,0.0424,"LOW"
67,"N0","Other/Unknown","Negative/normal; within normal limits",0.9388,0.0612,"LOW"
68,"N0","Other/Unknown","Negative/normal; within normal limits",0.9332,0.0668,"LOW"
69,"N0","Other/Unknown","Negative/normal; within normal limits",0.949,0.051,"LOW"
70,"N0","Other/Unknown","Negative/normal; within normal limits",0.9335,0.0665,"LOW"
71,"N0","Other/Unknown","Negative/normal; within normal limits",0.953,0.047,"LOW"
72,"N0","Other/Unknown","Negative/normal; within normal limits",0.9556,0.0444,"LOW"
73,"N0","Other/Unknown","Negative/normal; within normal limits",0.9465,0.0535,"LOW"
74,"N0","Other/Unknown","Negative/normal; within normal limits",0.9417,0.0583,"LOW"
75,"N0","Other/Unknown","Negative/normal; within normal limits",0.9516,0.0484,"LOW"
76,"N0","Other/Unknown","Negative/normal; within normal limits",0.9477,0.0523,"LOW"
77,"N0","Other/Unknown","Negative/normal; within normal limits",0.9392,0.0608,"LOW"
78,"N0","Other/Unknown","Negative/normal; within normal limits",0.9272,0.0728,"LOW"
79,"N0","Other/Unknown","Negative/normal; within normal limits",0.9281,0.0719,"LOW"
80,"N0","Other/Unknown","Negative/normal; within normal limits",0.9349,0.0651,"LOW"
81,"N0","Other/Unknown","Negative/normal; within normal limits",0.8831,0.1169,"LOW"
82,"N0","Other/Unknown","Negative/normal; within normal limits",0.9147,0.0853,"LOW"
83,"N0","Other/Unknown","Negative/normal; within normal limits",0.8762,0.1238,"LOW"
84,"N0","Other/Unknown","Negative/normal; within normal limits",0.9144,0.0856,"LOW"
85,"N0","Other/Unknown","Negative/normal; within normal limits",0.9062,0.0938,"LOW"
86,"N0","Other/Unknown","Negative/normal; within normal limits",0.9187,0.0813,"LOW"
87,"N0","Other/Unknown","Negative/normal; within normal limits",0.8684,0.1316,"LOW"
88,"N0","Other/Unknown","Negative/normal; within normal limits",0.9151,0.0849,"LOW"
89,"N0","Other/Unknown","Negative/normal; within normal limits",0.911,0.089,"LOW"
90,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
91,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
92,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
93,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
94,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
95,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
96,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
97,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
98,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
99,"N0","Other/Unknown","Negative/normal; within normal limits",0.8536,0.1464,"LOW"
0,"N1","Other/Unknown","Negative/normal; within normal limits",0.7074,0.2926,"LOW"
1,"N1","Other/Unknown","Negative/normal; within normal limits",0.7074,0.2926,"LOW"
2,"N1","Other/Unknown","Negative/normal; within normal limits",0.7114,0.2886,"LOW"
3,"N1","Other/Unknown","Negative/normal; within normal limits",0.7122,0.2878,"LOW"
4,"N1","Other/Unknown","Negative/normal; within normal limits",0.7142,0.2858,"LOW"
5,"N1","Other/Unknown","Negative/normal; within normal limits",0.7142,0.2858,"LOW"
6,"N1","Other/Unknown","Negative/normal; within normal limits",0.6561,0.3439,"LOW"
7,"N1","Other/Unknown","Negative/normal; within normal limits",0.6561,0.3439,"LOW"
8,"N1","Other/Unknown","Negative/normal; within normal limits",0.6541,0.3459,"LOW"
9,"N1","Other/Unknown","Negative/normal; within normal limits",0.6561,0.3439,"LOW"
10,"N1","Other/Unknown","Negative/normal; within normal limits",0.75,0.25,"LOW"
11,"N1","Other/Unknown","Negative/normal; within normal limits",0.754,0.246,"LOW"
12,"N1","Other/Unknown","Negative/normal; within normal limits",0.7802,0.2198,"LOW"
13,"N1","Other/Unknown","Negative/normal; within normal limits",0.7802,0.2198,"LOW"
14,"N1","Other/Unknown","Negative/normal; within normal limits",0.7802,0.2198,"LOW"
15,"N1","Other/Unknown","Negative/normal; within normal limits",0.7774,0.2226,"LOW"
16,"N1","Other/Unknown","Negative/normal; within normal limits",0.7774,0.2226,"LOW"
17,"N1","Other/Unknown","Negative/normal; within normal limits",0.7716,0.2284,"LOW"
18,"N1","Other/Unknown","Negative/normal; within normal limits",0.6286,0.3714,"LOW"
19,"N1","Other/Unknown","Negative/normal; within normal limits",0.6203,0.3797,"LOW"
20,"N1","Other/Unknown","Negative/normal; within normal limits",0.6463,0.3537,"LOW"
21,"N1","Other/Unknown","Negative/normal; within normal limits",0.5889,0.4111,"LOW"
22,"N1","Other/Unknown","Negative/normal; within normal limits",0.5797,0.4203,"LOW"
23,"N1","Other/Unknown","Negative/normal; within normal limits",0.415,0.585,"HIGH"
24,"N1","Other/Unknown","Negative/normal; within normal limits",0.3816,0.6184,"HIGH"
25,"N1","Other/Unknown","Negative/normal; within normal limits",0.3865,0.6135,"HIGH"
26,"N1","Other/Unknown","Negative/normal; within normal limits",0.405,0.595,"HIGH"
27,"N1","Other/Unknown","Negative/normal; within normal limits",0.4202,0.5798,"HIGH"
28,"N1","Other/Unknown","Negative/normal; within normal limits",0.5006,0.4994,"LOW"
29,"N1","Other/Unknown","Negative/normal; within normal limits",0.4665,0.5335,"HIGH"
30,"N1","Other/Unknown","Negative/normal; within normal limits",0.352,0.648,"HIGH"
31,"N1","Other/Unknown","Negative/normal; within normal limits",0.3651,0.6349,"HIGH"
32,"N1","Other/Unknown","Negative/normal; within normal limits",0.3742,0.6258,"HIGH"
33,"N1","Other/Unknown","Negative/normal; within normal limits",0.3633,0.6367,"HIGH"
34,"N1","Other/Unknown","Negative/normal; within normal limits",0.3581,0.6419,"HIGH"
35,"N1","Other/Unknown","Negative/normal; within normal limits",0.3517,0.6483,"HIGH"
36,"N1","Other/Unknown","Negative/normal; within normal limits",0.3678,0.6322,"HIGH"
37,"N1","Other/Unknown","Negative/normal; within normal limits",0.3774,0.6226,"HIGH"
38,"N1","Other/Unknown","Negative/normal; within normal limits",0.4198,0.5802,"HIGH"
39,"N1","Other/Unknown","Negative/normal; within normal limits",0.4081,0.5919,"HIGH"
40,"N1","Other/Unknown","Negative/normal; within normal limits",0.4179,0.5821,"HIGH"
41,"N1","Other/Unknown","Negative/normal; within normal limits",0.4092,0.5908,"HIGH"
42,"N1","Other/Unknown","Negative/normal; within normal limits",0.4022,0.5978,"HIGH"
43,"N1","Other/Unknown","Negative/normal; within normal limits",0.3936,0.6064,"HIGH"
44,"N1","Other/Unknown","Negative/normal; within normal limits",0.3775,0.6225,"HIGH"
45,"N1","Other/Unknown","Negative/normal; within normal limits",0.396,0.604,"HIGH"
46,"N1","Other/Unknown","Negative/normal; within normal limits",0.5317,0.4683,"LOW"
47,"N1","Other/Unknown","Negative/normal; within normal limits",0.5986,0.4014,"LOW"
48,"N1","Other/Unknown","Negative/normal; within normal limits",0.5754,0.4246,"LOW"
49,"N1","Other/Unknown","Negative/normal; within normal limits",0.5748,0.4252,"LOW"
50,"N1","Other/Unknown","Negative/normal; within normal limits",0.6637,0.3363,"LOW"
51,"N1","Other/Unknown","Negative/normal; within normal limits",0.6671,0.3329,"LOW"
52,"N1","Other/Unknown","Negative/normal; within normal limits",0.6594,0.3406,"LOW"
53,"N1","Other/Unknown","Negative/normal; within normal limits",0.6112,0.3888,"LOW"
54,"N1","Other/Unknown","Negative/normal; within normal limits",0.6379,0.3621,"LOW"
55,"N1","Other/Unknown","Negative/normal; within normal limits",0.5635,0.4365,"LOW"
56,"N1","Other/Unknown","Negative/normal; within normal limits",0.5476,0.4524,"LOW"
57,"N1","Other/Unknown","Negative/normal; within normal limits",0.5435,0.4565,"LOW"
58,"N1","Other/Unknown","Negative/normal; within normal limits",0.5273,0.4727,"LOW"
59,"N1","Other/Unknown","Negative/normal; within normal limits",0.5779,0.4221,"LOW"
60,"N1","Other/Unknown","Negative/normal; within normal limits",0.5635,0.4365,"LOW"
61,"N1","Other/Unknown","Negative/normal; within normal limits",0.5186,0.4814,"LOW"
62,"N1","Other/Unknown","Negative/normal; within normal limits",0.5931,0.4069,"LOW"
63,"N1","Other/Unknown","Negative/normal; within normal limits",0.5854,0.4146,"LOW"
64,"N1","Other/Unknown","Negative/normal; within normal limits",0.5728,0.4272,"LOW"
65,"N1","Other/Unknown","Negative/normal; within normal limits",0.5673,0.4327,"LOW"
66,"N1","Other/Unknown","Negative/normal; within normal limits",0.4782,0.5218,"HIGH"
67,"N1","Other/Unknown","Negative/normal; within normal limits",0.5157,0.4843,"LOW"
68,"N1","Other/Unknown","Negative/normal; within normal limits",0.4717,0.5283,"HIGH"
69,"N1","Other/Unknown","Negative/normal; within normal limits",0.6248,0.3752,"LOW"
70,"N1","Other/Unknown","Negative/normal; within normal limits",0.5775,0.4225,"LOW"
71,"N1","Other/Unknown","Negative/normal; within normal limits",0.544,0.456,"LOW"
72,"N1","Other/Unknown","Negative/normal; within normal limits",0.5678,0.4322,"LOW"
73,"N1","Other/Unknown","Negative/normal; within normal limits",0.5756,0.4244,"LOW"
74,"N1","Other/Unknown","Negative/normal; within normal limits",0.6051,0.3949,"LOW"
75,"N1","Other/Unknown","Negative/normal; within normal limits",0.6217,0.3783,"LOW"
76,"N1","Other/Unknown","Negative/normal; within normal limits",0.5685,0.4315,"LOW"
77,"N1","Other/Unknown","Negative/normal; within normal limits",0.6199,0.3801,"LOW"
78,"N1","Other/Unknown","Negative/normal; within normal limits",0.6664,0.3336,"LOW"
79,"N1","Other/Unknown","Negative/normal; within normal limits",0.6591,0.3409,"LOW"
80,"N1","Other/Unknown","Negative/normal; within normal limits",0.6515,0.3485,"LOW"
81,"N1","Other/Unknown","Negative/normal; within normal limits",0.6335,0.3665,"LOW"
82,"N1","Other/Unknown","Negative/normal; within normal limits",0.5393,0.4607,"LOW"
83,"N1","Other/Unknown","Negative/normal; within normal limits",0.5816,0.4184,"LOW"
84,"N1","Other/Unknown","Negative/normal; within normal limits",0.5929,0.4071,"LOW"
85,"N1","Other/Unknown","Negative/normal; within normal limits",0.448,0.552,"HIGH"
86,"N1","Other/Unknown","Negative/normal; within normal limits",0.4929,0.5071,"HIGH"
87,"N1","Other/Unknown","Negative/normal; within normal limits",0.4834,0.5166,"HIGH"
88,"N1","Other/Unknown","Negative/normal; within normal limits",0.4895,0.5105,"HIGH"
89,"N1","Other/Unknown","Negative/normal; within normal limits",0.4349,0.5651,"HIGH"
90,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
91,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
92,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
93,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
94,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
95,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
96,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
97,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
98,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
99,"N1","Other/Unknown","Negative/normal; within normal limits",0.4109,0.5891,"HIGH"
0,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.8948,0.1052,"LOW"
1,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.8948,0.1052,"LOW"
2,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9087,0.0913,"LOW"
3,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9087,0.0913,"LOW"
4,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9399,0.0601,"LOW"
5,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.959,0.041,"LOW"
6,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
7,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
8,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
9,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
10,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
11,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
12,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9541,0.0459,"LOW"
13,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9603,0.0397,"LOW"
14,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
15,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9609,0.0391,"LOW"
16,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9525,0.0475,"LOW"
17,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9102,0.0898,"LOW"
18,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9543,0.0457,"LOW"
19,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9539,0.0461,"LOW"
20,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9529,0.0471,"LOW"
21,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9291,0.0709,"LOW"
22,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.878,0.122,"LOW"
23,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9505,0.0495,"LOW"
24,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9335,0.0665,"LOW"
25,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9578,0.0422,"LOW"
26,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9582,0.0418,"LOW"
27,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9586,0.0414,"LOW"
28,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9602,0.0398,"LOW"
29,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9597,0.0403,"LOW"
30,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9446,0.0554,"LOW"
31,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9569,0.0431,"LOW"
32,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9472,0.0528,"LOW"
33,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.964,0.036,"LOW"
34,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9641,0.0359,"LOW"
35,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9635,0.0365,"LOW"
36,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9561,0.0439,"LOW"
37,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9473,0.0527,"LOW"
38,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9463,0.0537,"LOW"
39,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9384,0.0616,"LOW"
40,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9551,0.0449,"LOW"
41,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9502,0.0498,"LOW"
42,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9537,0.0463,"LOW"
43,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9346,0.0654,"LOW"
44,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9478,0.0522,"LOW"
45,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9522,0.0478,"LOW"
46,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9534,0.0466,"LOW"
47,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9525,0.0475,"LOW"
48,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
49,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9544,0.0456,"LOW"
50,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9465,0.0535,"LOW"
51,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9425,0.0575,"LOW"
52,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9516,0.0484,"LOW"
53,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9465,0.0535,"LOW"
54,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9458,0.0542,"LOW"
55,"Other/Unknown","Other/Unknown","Negative/normal; within normal limits",0.9397,0.0603,"LOW"
