"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
86,"2","N3","T2","Yes","Other/Unknown",0.4637,0.5363,"HIGH"
87,"2","N3","T2","Yes","Other/Unknown",0.4759,0.5241,"HIGH"
88,"2","N3","T2","Yes","Other/Unknown",0.478,0.522,"HIGH"
89,"2","N3","T2","Yes","Other/Unknown",0.4831,0.5169,"HIGH"
90,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
91,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
92,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
93,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
94,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
95,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
96,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
97,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
98,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
99,"2","N3","T2","Yes","Other/Unknown",0.4843,0.5157,"HIGH"
0,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1886,0.8114,"HIGH"
1,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1886,0.8114,"HIGH"
2,"1","Other/Unknown","T2","Yes","Other/Unknown",0.187,0.813,"HIGH"
3,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1725,0.8275,"HIGH"
4,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1755,0.8245,"HIGH"
5,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1755,0.8245,"HIGH"
6,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1771,0.8229,"HIGH"
7,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1771,0.8229,"HIGH"
8,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1768,0.8232,"HIGH"
9,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1768,0.8232,"HIGH"
10,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1801,0.8199,"HIGH"
11,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1802,0.8198,"HIGH"
12,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1791,0.8209,"HIGH"
13,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1791,0.8209,"HIGH"
14,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1765,0.8235,"HIGH"
15,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1745,0.8255,"HIGH"
16,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1705,0.8295,"HIGH"
17,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1645,0.8355,"HIGH"
18,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1605,0.8395,"HIGH"
19,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1565,0.8435,"HIGH"
20,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1551,0.8449,"HIGH"
21,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1551,0.8449,"HIGH"
22,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1553,0.8447,"HIGH"
23,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1553,0.8447,"HIGH"
24,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1544,0.8456,"HIGH"
25,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1519,0.8481,"HIGH"
26,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1498,0.8502,"HIGH"
27,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1391,0.8609,"HIGH"
28,"1","Other/Unknown","T2","Yes","Other/Unknown",0.126,0.874,"HIGH"
29,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1257,0.8743,"HIGH"
30,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1249,0.8751,"HIGH"
31,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1163,0.8837,"HIGH"
32,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1156,0.8844,"HIGH"
33,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1124,0.8876,"HIGH"
34,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1124,0.8876,"HIGH"
35,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1122,0.8878,"HIGH"
36,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1101,0.8899,"HIGH"
37,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0901,0.9099,"HIGH"
38,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0933,0.9067,"HIGH"
39,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0907,0.9093,"HIGH"
40,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0859,0.9141,"HIGH"
41,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0722,0.9278,"HIGH"
42,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0868,0.9132,"HIGH"
43,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0812,0.9188,"HIGH"
44,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0833,0.9167,"HIGH"
45,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0828,0.9172,"HIGH"
46,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0779,0.9221,"HIGH"
47,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0803,0.9197,"HIGH"
48,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0684,0.9316,"HIGH"
49,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0681,0.9319,"HIGH"
50,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0633,0.9367,"HIGH"
51,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0567,0.9433,"HIGH"
52,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0608,0.9392,"HIGH"
53,"1","Other/Unknown","T2","Yes","Other/Unknown",0.055,0.945,"HIGH"
54,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0509,0.9491,"HIGH"
55,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0496,0.9504,"HIGH"
56,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0473,0.9527,"HIGH"
57,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0432,0.9568,"HIGH"
58,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0442,0.9558,"HIGH"
59,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0465,0.9535,"HIGH"
60,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0456,0.9544,"HIGH"
61,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0431,0.9569,"HIGH"
62,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0439,0.9561,"HIGH"
63,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0419,0.9581,"HIGH"
64,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0421,0.9579,"HIGH"
65,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0436,0.9564,"HIGH"
66,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0429,0.9571,"HIGH"
67,"1","Other/Unknown","T2","Yes","Other/Unknown",0.043,0.957,"HIGH"
68,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0458,0.9542,"HIGH"
69,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0485,0.9515,"HIGH"
70,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0479,0.9521,"HIGH"
71,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0446,0.9554,"HIGH"
72,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0464,0.9536,"HIGH"
73,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0459,0.9541,"HIGH"
74,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0466,0.9534,"HIGH"
75,"1","Other/Unknown","T2","Yes","Other/Unknown",0.046,0.954,"HIGH"
76,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0496,0.9504,"HIGH"
77,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0712,0.9288,"HIGH"
78,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0665,0.9335,"HIGH"
79,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0651,0.9349,"HIGH"
80,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0781,0.9219,"HIGH"
81,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0838,0.9162,"HIGH"
82,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0918,0.9082,"HIGH"
83,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0901,0.9099,"HIGH"
84,"1","Other/Unknown","T2","Yes","Other/Unknown",0.097,0.903,"HIGH"
85,"1","Other/Unknown","T2","Yes","Other/Unknown",0.0958,0.9042,"HIGH"
86,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1047,0.8953,"HIGH"
87,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1157,0.8843,"HIGH"
88,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1198,0.8802,"HIGH"
89,"1","Other/Unknown","T2","Yes","Other/Unknown",0.115,0.885,"HIGH"
90,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
91,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
92,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
93,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
94,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
95,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
96,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
97,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
98,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
99,"1","Other/Unknown","T2","Yes","Other/Unknown",0.1275,0.8725,"HIGH"
0,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2907,0.7093,"HIGH"
1,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2907,0.7093,"HIGH"
2,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2877,0.7123,"HIGH"
3,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2814,0.7186,"HIGH"
4,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2842,0.7158,"HIGH"
5,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2845,0.7155,"HIGH"
6,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2847,0.7153,"HIGH"
7,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2847,0.7153,"HIGH"
8,"2","Other/Unknown","T2","Yes","Other/Unknown",0.283,0.717,"HIGH"
9,"2","Other/Unknown","T2","Yes","Other/Unknown",0.283,0.717,"HIGH"
10,"2","Other/Unknown","T2","Yes","Other/Unknown",0.281,0.719,"HIGH"
11,"2","Other/Unknown","T2","Yes","Other/Unknown",0.281,0.719,"HIGH"
12,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2757,0.7243,"HIGH"
13,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2717,0.7283,"HIGH"
14,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2682,0.7318,"HIGH"
15,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2672,0.7328,"HIGH"
16,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2652,0.7348,"HIGH"
17,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2612,0.7388,"HIGH"
18,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2592,0.7408,"HIGH"
19,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2532,0.7468,"HIGH"
20,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2504,0.7496,"HIGH"
21,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2504,0.7496,"HIGH"
22,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2474,0.7526,"HIGH"
23,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2439,0.7561,"HIGH"
24,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2389,0.7611,"HIGH"
25,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2303,0.7697,"HIGH"
26,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2287,0.7713,"HIGH"
27,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2148,0.7852,"HIGH"
28,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1984,0.8016,"HIGH"
29,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1949,0.8051,"HIGH"
30,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1933,0.8067,"HIGH"
31,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1801,0.8199,"HIGH"
32,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1701,0.8299,"HIGH"
33,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1612,0.8388,"HIGH"
34,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1512,0.8488,"HIGH"
35,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1489,0.8511,"HIGH"
36,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1291,0.8709,"HIGH"
37,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1158,0.8842,"HIGH"
38,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1044,0.8956,"HIGH"
39,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0988,0.9012,"HIGH"
40,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0836,0.9164,"HIGH"
41,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0765,0.9235,"HIGH"
42,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0777,0.9223,"HIGH"
43,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0812,0.9188,"HIGH"
44,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0862,0.9138,"HIGH"
45,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0833,0.9167,"HIGH"
46,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0821,0.9179,"HIGH"
47,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0795,0.9205,"HIGH"
48,"2","Other/Unknown","T2","Yes","Other/Unknown",0.076,0.924,"HIGH"
49,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0793,0.9207,"HIGH"
50,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0791,0.9209,"HIGH"
51,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0883,0.9117,"HIGH"
52,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0828,0.9172,"HIGH"
53,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0748,0.9252,"HIGH"
54,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0691,0.9309,"HIGH"
55,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0681,0.9319,"HIGH"
56,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0614,0.9386,"HIGH"
57,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0609,0.9391,"HIGH"
58,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0645,0.9355,"HIGH"
59,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0654,0.9346,"HIGH"
60,"2","Other/Unknown","T2","Yes","Other/Unknown",0.068,0.932,"HIGH"
61,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0681,0.9319,"HIGH"
62,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0699,0.9301,"HIGH"
63,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0757,0.9243,"HIGH"
64,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0785,0.9215,"HIGH"
65,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0819,0.9181,"HIGH"
66,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0832,0.9168,"HIGH"
67,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0784,0.9216,"HIGH"
68,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0792,0.9208,"HIGH"
69,"2","Other/Unknown","T2","Yes","Other/Unknown",0.08,0.92,"HIGH"
70,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0859,0.9141,"HIGH"
71,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0873,0.9127,"HIGH"
72,"2","Other/Unknown","T2","Yes","Other/Unknown",0.0901,0.9099,"HIGH"
73,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1079,0.8921,"HIGH"
74,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1183,0.8817,"HIGH"
75,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1501,0.8499,"HIGH"
76,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1682,0.8318,"HIGH"
77,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2057,0.7943,"HIGH"
78,"2","Other/Unknown","T2","Yes","Other/Unknown",0.221,0.779,"HIGH"
79,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2471,0.7529,"HIGH"
80,"2","Other/Unknown","T2","Yes","Other/Unknown",0.3036,0.6964,"HIGH"
81,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2921,0.7079,"HIGH"
82,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2804,0.7196,"HIGH"
83,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2628,0.7372,"HIGH"
84,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2544,0.7456,"HIGH"
85,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2309,0.7691,"HIGH"
86,"2","Other/Unknown","T2","Yes","Other/Unknown",0.232,0.768,"HIGH"
87,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2172,0.7828,"HIGH"
88,"2","Other/Unknown","T2","Yes","Other/Unknown",0.2102,0.7898,"HIGH"
89,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1979,0.8021,"HIGH"
90,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
91,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
92,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
93,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
94,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
95,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
96,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
97,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
98,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
99,"2","Other/Unknown","T2","Yes","Other/Unknown",0.1876,0.8124,"HIGH"
0,"1","N0","T3","Yes","Other/Unknown",0.2773,0.7227,"HIGH"
1,"1","N0","T3","Yes","Other/Unknown",0.2793,0.7207,"HIGH"
2,"1","N0","T3","Yes","Other/Unknown",0.2783,0.7217,"HIGH"
3,"1","N0","T3","Yes","Other/Unknown",0.2693,0.7307,"HIGH"
4,"1","N0","T3","Yes","Other/Unknown",0.2746,0.7254,"HIGH"
5,"1","N0","T3","Yes","Other/Unknown",0.2761,0.7239,"HIGH"
6,"1","N0","T3","Yes","Other/Unknown",0.2761,0.7239,"HIGH"
7,"1","N0","T3","Yes","Other/Unknown",0.2792,0.7208,"HIGH"
8,"1","N0","T3","Yes","Other/Unknown",0.2809,0.7191,"HIGH"
9,"1","N0","T3","Yes","Other/Unknown",0.2809,0.7191,"HIGH"
10,"1","N0","T3","Yes","Other/Unknown",0.2829,0.7171,"HIGH"
11,"1","N0","T3","Yes","Other/Unknown",0.2829,0.7171,"HIGH"
12,"1","N0","T3","Yes","Other/Unknown",0.2828,0.7172,"HIGH"
13,"1","N0","T3","Yes","Other/Unknown",0.2824,0.7176,"HIGH"
14,"1","N0","T3","Yes","Other/Unknown",0.2822,0.7178,"HIGH"
15,"1","N0","T3","Yes","Other/Unknown",0.2835,0.7165,"HIGH"
16,"1","N0","T3","Yes","Other/Unknown",0.2835,0.7165,"HIGH"
17,"1","N0","T3","Yes","Other/Unknown",0.282,0.718,"HIGH"
18,"1","N0","T3","Yes","Other/Unknown",0.282,0.718,"HIGH"
19,"1","N0","T3","Yes","Other/Unknown",0.282,0.718,"HIGH"
20,"1","N0","T3","Yes","Other/Unknown",0.2817,0.7183,"HIGH"
21,"1","N0","T3","Yes","Other/Unknown",0.2837,0.7163,"HIGH"
22,"1","N0","T3","Yes","Other/Unknown",0.2841,0.7159,"HIGH"
23,"1","N0","T3","Yes","Other/Unknown",0.2861,0.7139,"HIGH"
24,"1","N0","T3","Yes","Other/Unknown",0.2885,0.7115,"HIGH"
25,"1","N0","T3","Yes","Other/Unknown",0.2896,0.7104,"HIGH"
26,"1","N0","T3","Yes","Other/Unknown",0.2877,0.7123,"HIGH"
27,"1","N0","T3","Yes","Other/Unknown",0.2834,0.7166,"HIGH"
28,"1","N0","T3","Yes","Other/Unknown",0.2699,0.7301,"HIGH"
29,"1","N0","T3","Yes","Other/Unknown",0.262,0.738,"HIGH"
30,"1","N0","T3","Yes","Other/Unknown",0.2594,0.7406,"HIGH"
31,"1","N0","T3","Yes","Other/Unknown",0.2502,0.7498,"HIGH"
32,"1","N0","T3","Yes","Other/Unknown",0.2502,0.7498,"HIGH"
33,"1","N0","T3","Yes","Other/Unknown",0.2493,0.7507,"HIGH"
34,"1","N0","T3","Yes","Other/Unknown",0.2483,0.7517,"HIGH"
35,"1","N0","T3","Yes","Other/Unknown",0.2489,0.7511,"HIGH"
36,"1","N0","T3","Yes","Other/Unknown",0.2566,0.7434,"HIGH"
37,"1","N0","T3","Yes","Other/Unknown",0.2647,0.7353,"HIGH"
38,"1","N0","T3","Yes","Other/Unknown",0.2792,0.7208,"HIGH"
39,"1","N0","T3","Yes","Other/Unknown",0.2944,0.7056,"HIGH"
40,"1","N0","T3","Yes","Other/Unknown",0.3043,0.6957,"HIGH"
41,"1","N0","T3","Yes","Other/Unknown",0.3162,0.6838,"HIGH"
42,"1","N0","T3","Yes","Other/Unknown",0.3197,0.6803,"HIGH"
43,"1","N0","T3","Yes","Other/Unknown",0.3303,0.6697,"HIGH"
44,"1","N0","T3","Yes","Other/Unknown",0.336,0.664,"HIGH"
45,"1","N0","T3","Yes","Other/Unknown",0.3409,0.6591,"HIGH"
46,"1","N0","T3","Yes","Other/Unknown",0.3474,0.6526,"HIGH"
47,"1","N0","T3","Yes","Other/Unknown",0.3586,0.6414,"HIGH"
48,"1","N0","T3","Yes","Other/Unknown",0.3797,0.6203,"HIGH"
49,"1","N0","T3","Yes","Other/Unknown",0.3965,0.6035,"HIGH"
50,"1","N0","T3","Yes","Other/Unknown",0.3933,0.6067,"HIGH"
51,"1","N0","T3","Yes","Other/Unknown",0.3812,0.6188,"HIGH"
52,"1","N0","T3","Yes","Other/Unknown",0.3013,0.6987,"HIGH"
53,"1","N0","T3","Yes","Other/Unknown",0.2966,0.7034,"HIGH"
54,"1","N0","T3","Yes","Other/Unknown",0.3005,0.6995,"HIGH"
55,"1","N0","T3","Yes","Other/Unknown",0.3271,0.6729,"HIGH"
56,"1","N0","T3","Yes","Other/Unknown",0.3159,0.6841,"HIGH"
57,"1","N0","T3","Yes","Other/Unknown",0.3114,0.6886,"HIGH"
58,"1","N0","T3","Yes","Other/Unknown",0.3546,0.6454,"HIGH"
59,"1","N0","T3","Yes","Other/Unknown",0.3719,0.6281,"HIGH"
60,"1","N0","T3","Yes","Other/Unknown",0.3444,0.6556,"HIGH"
61,"1","N0","T3","Yes","Other/Unknown",0.3382,0.6618,"HIGH"
62,"1","N0","T3","Yes","Other/Unknown",0.3663,0.6337,"HIGH"
63,"1","N0","T3","Yes","Other/Unknown",0.3257,0.6743,"HIGH"
64,"1","N0","T3","Yes","Other/Unknown",0.3593,0.6407,"HIGH"
65,"1","N0","T3","Yes","Other/Unknown",0.3217,0.6783,"HIGH"
66,"1","N0","T3","Yes","Other/Unknown",0.3492,0.6508,"HIGH"
67,"1","N0","T3","Yes","Other/Unknown",0.3409,0.6591,"HIGH"
68,"1","N0","T3","Yes","Other/Unknown",0.3648,0.6352,"HIGH"
69,"1","N0","T3","Yes","Other/Unknown",0.3702,0.6298,"HIGH"
70,"1","N0","T3","Yes","Other/Unknown",0.3562,0.6438,"HIGH"
71,"1","N0","T3","Yes","Other/Unknown",0.3741,0.6259,"HIGH"
72,"1","N0","T3","Yes","Other/Unknown",0.3531,0.6469,"HIGH"
73,"1","N0","T3","Yes","Other/Unknown",0.3456,0.6544,"HIGH"
74,"1","N0","T3","Yes","Other/Unknown",0.3776,0.6224,"HIGH"
75,"1","N0","T3","Yes","Other/Unknown",0.348,0.652,"HIGH"
76,"1","N0","T3","Yes","Other/Unknown",0.3481,0.6519,"HIGH"
77,"1","N0","T3","Yes","Other/Unknown",0.3968,0.6032,"HIGH"
78,"1","N0","T3","Yes","Other/Unknown",0.4797,0.5203,"HIGH"
79,"1","N0","T3","Yes","Other/Unknown",0.5155,0.4845,"LOW"
80,"1","N0","T3","Yes","Other/Unknown",0.5147,0.4853,"LOW"
81,"1","N0","T3","Yes","Other/Unknown",0.5251,0.4749,"LOW"
82,"1","N0","T3","Yes","Other/Unknown",0.5796,0.4204,"LOW"
83,"1","N0","T3","Yes","Other/Unknown",0.5968,0.4032,"LOW"
84,"1","N0","T3","Yes","Other/Unknown",0.6121,0.3879,"LOW"
85,"1","N0","T3","Yes","Other/Unknown",0.6105,0.3895,"LOW"
86,"1","N0","T3","Yes","Other/Unknown",0.5911,0.4089,"LOW"
87,"1","N0","T3","Yes","Other/Unknown",0.563,0.437,"LOW"
88,"1","N0","T3","Yes","Other/Unknown",0.5207,0.4793,"LOW"
89,"1","N0","T3","Yes","Other/Unknown",0.5778,0.4222,"LOW"
90,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
91,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
92,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
93,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
94,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
95,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
96,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
97,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
98,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
99,"1","N0","T3","Yes","Other/Unknown",0.6591,0.3409,"LOW"
0,"2","N0","T3","Yes","Other/Unknown",0.7072,0.2928,"LOW"
1,"2","N0","T3","Yes","Other/Unknown",0.7072,0.2928,"LOW"
2,"2","N0","T3","Yes","Other/Unknown",0.7052,0.2948,"LOW"
3,"2","N0","T3","Yes","Other/Unknown",0.704,0.296,"LOW"
4,"2","N0","T3","Yes","Other/Unknown",0.7068,0.2932,"LOW"
5,"2","N0","T3","Yes","Other/Unknown",0.7091,0.2909,"LOW"
6,"2","N0","T3","Yes","Other/Unknown",0.7091,0.2909,"LOW"
7,"2","N0","T3","Yes","Other/Unknown",0.7091,0.2909,"LOW"
8,"2","N0","T3","Yes","Other/Unknown",0.7085,0.2915,"LOW"
9,"2","N0","T3","Yes","Other/Unknown",0.7085,0.2915,"LOW"
10,"2","N0","T3","Yes","Other/Unknown",0.7065,0.2935,"LOW"
