"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
30,"1","N2","T2","Yes","Other/Unknown",0.4524,0.5476,"HIGH"
31,"1","N2","T2","Yes","Other/Unknown",0.4318,0.5682,"HIGH"
32,"1","N2","T2","Yes","Other/Unknown",0.4345,0.5655,"HIGH"
33,"1","N2","T2","Yes","Other/Unknown",0.4317,0.5683,"HIGH"
34,"1","N2","T2","Yes","Other/Unknown",0.4333,0.5667,"HIGH"
35,"1","N2","T2","Yes","Other/Unknown",0.4309,0.5691,"HIGH"
36,"1","N2","T2","Yes","Other/Unknown",0.4372,0.5628,"HIGH"
37,"1","N2","T2","Yes","Other/Unknown",0.4374,0.5626,"HIGH"
38,"1","N2","T2","Yes","Other/Unknown",0.4138,0.5862,"HIGH"
39,"1","N2","T2","Yes","Other/Unknown",0.409,0.591,"HIGH"
40,"1","N2","T2","Yes","Other/Unknown",0.4011,0.5989,"HIGH"
41,"1","N2","T2","Yes","Other/Unknown",0.3983,0.6017,"HIGH"
42,"1","N2","T2","Yes","Other/Unknown",0.4048,0.5952,"HIGH"
43,"1","N2","T2","Yes","Other/Unknown",0.4335,0.5665,"HIGH"
44,"1","N2","T2","Yes","Other/Unknown",0.4447,0.5553,"HIGH"
45,"1","N2","T2","Yes","Other/Unknown",0.4632,0.5368,"HIGH"
46,"1","N2","T2","Yes","Other/Unknown",0.483,0.517,"HIGH"
47,"1","N2","T2","Yes","Other/Unknown",0.4926,0.5074,"HIGH"
48,"1","N2","T2","Yes","Other/Unknown",0.4999,0.5001,"HIGH"
49,"1","N2","T2","Yes","Other/Unknown",0.49,0.51,"HIGH"
50,"1","N2","T2","Yes","Other/Unknown",0.4788,0.5212,"HIGH"
51,"1","N2","T2","Yes","Other/Unknown",0.4733,0.5267,"HIGH"
52,"1","N2","T2","Yes","Other/Unknown",0.4631,0.5369,"HIGH"
53,"1","N2","T2","Yes","Other/Unknown",0.4609,0.5391,"HIGH"
54,"1","N2","T2","Yes","Other/Unknown",0.4675,0.5325,"HIGH"
55,"1","N2","T2","Yes","Other/Unknown",0.43,0.57,"HIGH"
56,"1","N2","T2","Yes","Other/Unknown",0.4264,0.5736,"HIGH"
57,"1","N2","T2","Yes","Other/Unknown",0.3997,0.6003,"HIGH"
58,"1","N2","T2","Yes","Other/Unknown",0.3901,0.6099,"HIGH"
59,"1","N2","T2","Yes","Other/Unknown",0.3816,0.6184,"HIGH"
60,"1","N2","T2","Yes","Other/Unknown",0.38,0.62,"HIGH"
61,"1","N2","T2","Yes","Other/Unknown",0.3939,0.6061,"HIGH"
62,"1","N2","T2","Yes","Other/Unknown",0.4021,0.5979,"HIGH"
63,"1","N2","T2","Yes","Other/Unknown",0.4086,0.5914,"HIGH"
64,"1","N2","T2","Yes","Other/Unknown",0.4429,0.5571,"HIGH"
65,"1","N2","T2","Yes","Other/Unknown",0.4592,0.5408,"HIGH"
66,"1","N2","T2","Yes","Other/Unknown",0.4625,0.5375,"HIGH"
67,"1","N2","T2","Yes","Other/Unknown",0.4439,0.5561,"HIGH"
68,"1","N2","T2","Yes","Other/Unknown",0.4719,0.5281,"HIGH"
69,"1","N2","T2","Yes","Other/Unknown",0.4638,0.5362,"HIGH"
70,"1","N2","T2","Yes","Other/Unknown",0.467,0.533,"HIGH"
71,"1","N2","T2","Yes","Other/Unknown",0.494,0.506,"HIGH"
72,"1","N2","T2","Yes","Other/Unknown",0.5181,0.4819,"LOW"
73,"1","N2","T2","Yes","Other/Unknown",0.4876,0.5124,"HIGH"
74,"1","N2","T2","Yes","Other/Unknown",0.5225,0.4775,"LOW"
75,"1","N2","T2","Yes","Other/Unknown",0.5237,0.4763,"LOW"
76,"1","N2","T2","Yes","Other/Unknown",0.51,0.49,"LOW"
77,"1","N2","T2","Yes","Other/Unknown",0.5313,0.4687,"LOW"
78,"1","N2","T2","Yes","Other/Unknown",0.5672,0.4328,"LOW"
79,"1","N2","T2","Yes","Other/Unknown",0.582,0.418,"LOW"
80,"1","N2","T2","Yes","Other/Unknown",0.5378,0.4622,"LOW"
81,"1","N2","T2","Yes","Other/Unknown",0.5413,0.4587,"LOW"
82,"1","N2","T2","Yes","Other/Unknown",0.5368,0.4632,"LOW"
83,"1","N2","T2","Yes","Other/Unknown",0.5702,0.4298,"LOW"
84,"1","N2","T2","Yes","Other/Unknown",0.5932,0.4068,"LOW"
85,"1","N2","T2","Yes","Other/Unknown",0.5481,0.4519,"LOW"
86,"1","N2","T2","Yes","Other/Unknown",0.5625,0.4375,"LOW"
87,"1","N2","T2","Yes","Other/Unknown",0.5685,0.4315,"LOW"
88,"1","N2","T2","Yes","Other/Unknown",0.539,0.461,"LOW"
89,"1","N2","T2","Yes","Other/Unknown",0.4975,0.5025,"HIGH"
90,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
91,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
92,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
93,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
94,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
95,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
96,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
97,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
98,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
99,"1","N2","T2","Yes","Other/Unknown",0.4726,0.5274,"HIGH"
0,"2","N2","T2","Yes","Other/Unknown",0.6474,0.3526,"LOW"
1,"2","N2","T2","Yes","Other/Unknown",0.6474,0.3526,"LOW"
2,"2","N2","T2","Yes","Other/Unknown",0.6454,0.3546,"LOW"
3,"2","N2","T2","Yes","Other/Unknown",0.6429,0.3571,"LOW"
4,"2","N2","T2","Yes","Other/Unknown",0.6457,0.3543,"LOW"
5,"2","N2","T2","Yes","Other/Unknown",0.6461,0.3539,"LOW"
6,"2","N2","T2","Yes","Other/Unknown",0.6468,0.3532,"LOW"
7,"2","N2","T2","Yes","Other/Unknown",0.6468,0.3532,"LOW"
8,"2","N2","T2","Yes","Other/Unknown",0.6445,0.3555,"LOW"
9,"2","N2","T2","Yes","Other/Unknown",0.6425,0.3575,"LOW"
10,"2","N2","T2","Yes","Other/Unknown",0.6405,0.3595,"LOW"
11,"2","N2","T2","Yes","Other/Unknown",0.6405,0.3595,"LOW"
12,"2","N2","T2","Yes","Other/Unknown",0.6351,0.3649,"LOW"
13,"2","N2","T2","Yes","Other/Unknown",0.6323,0.3677,"LOW"
14,"2","N2","T2","Yes","Other/Unknown",0.6324,0.3676,"LOW"
15,"2","N2","T2","Yes","Other/Unknown",0.6334,0.3666,"LOW"
16,"2","N2","T2","Yes","Other/Unknown",0.6411,0.3589,"LOW"
17,"2","N2","T2","Yes","Other/Unknown",0.643,0.357,"LOW"
18,"2","N2","T2","Yes","Other/Unknown",0.643,0.357,"LOW"
19,"2","N2","T2","Yes","Other/Unknown",0.6454,0.3546,"LOW"
20,"2","N2","T2","Yes","Other/Unknown",0.645,0.355,"LOW"
21,"2","N2","T2","Yes","Other/Unknown",0.645,0.355,"LOW"
22,"2","N2","T2","Yes","Other/Unknown",0.645,0.355,"LOW"
23,"2","N2","T2","Yes","Other/Unknown",0.6447,0.3553,"LOW"
24,"2","N2","T2","Yes","Other/Unknown",0.6447,0.3553,"LOW"
25,"2","N2","T2","Yes","Other/Unknown",0.645,0.355,"LOW"
26,"2","N2","T2","Yes","Other/Unknown",0.6469,0.3531,"LOW"
27,"2","N2","T2","Yes","Other/Unknown",0.6435,0.3565,"LOW"
28,"2","N2","T2","Yes","Other/Unknown",0.6412,0.3588,"LOW"
29,"2","N2","T2","Yes","Other/Unknown",0.6389,0.3611,"LOW"
30,"2","N2","T2","Yes","Other/Unknown",0.6369,0.3631,"LOW"
31,"2","N2","T2","Yes","Other/Unknown",0.6274,0.3726,"LOW"
32,"2","N2","T2","Yes","Other/Unknown",0.6312,0.3688,"LOW"
33,"2","N2","T2","Yes","Other/Unknown",0.6294,0.3706,"LOW"
34,"2","N2","T2","Yes","Other/Unknown",0.6299,0.3701,"LOW"
35,"2","N2","T2","Yes","Other/Unknown",0.6284,0.3716,"LOW"
36,"2","N2","T2","Yes","Other/Unknown",0.6295,0.3705,"LOW"
37,"2","N2","T2","Yes","Other/Unknown",0.6325,0.3675,"LOW"
38,"2","N2","T2","Yes","Other/Unknown",0.6266,0.3734,"LOW"
39,"2","N2","T2","Yes","Other/Unknown",0.687,0.313,"LOW"
40,"2","N2","T2","Yes","Other/Unknown",0.693,0.307,"LOW"
41,"2","N2","T2","Yes","Other/Unknown",0.6888,0.3112,"LOW"
42,"2","N2","T2","Yes","Other/Unknown",0.6878,0.3122,"LOW"
43,"2","N2","T2","Yes","Other/Unknown",0.6905,0.3095,"LOW"
44,"2","N2","T2","Yes","Other/Unknown",0.6803,0.3197,"LOW"
45,"2","N2","T2","Yes","Other/Unknown",0.6705,0.3295,"LOW"
46,"2","N2","T2","Yes","Other/Unknown",0.6632,0.3368,"LOW"
47,"2","N2","T2","Yes","Other/Unknown",0.6343,0.3657,"LOW"
48,"2","N2","T2","Yes","Other/Unknown",0.6208,0.3792,"LOW"
49,"2","N2","T2","Yes","Other/Unknown",0.6345,0.3655,"LOW"
50,"2","N2","T2","Yes","Other/Unknown",0.6232,0.3768,"LOW"
51,"2","N2","T2","Yes","Other/Unknown",0.6288,0.3712,"LOW"
52,"2","N2","T2","Yes","Other/Unknown",0.6189,0.3811,"LOW"
53,"2","N2","T2","Yes","Other/Unknown",0.5697,0.4303,"LOW"
54,"2","N2","T2","Yes","Other/Unknown",0.5537,0.4463,"LOW"
55,"2","N2","T2","Yes","Other/Unknown",0.566,0.434,"LOW"
56,"2","N2","T2","Yes","Other/Unknown",0.5712,0.4288,"LOW"
57,"2","N2","T2","Yes","Other/Unknown",0.5754,0.4246,"LOW"
58,"2","N2","T2","Yes","Other/Unknown",0.5643,0.4357,"LOW"
59,"2","N2","T2","Yes","Other/Unknown",0.5654,0.4346,"LOW"
60,"2","N2","T2","Yes","Other/Unknown",0.6111,0.3889,"LOW"
61,"2","N2","T2","Yes","Other/Unknown",0.6194,0.3806,"LOW"
62,"2","N2","T2","Yes","Other/Unknown",0.6039,0.3961,"LOW"
63,"2","N2","T2","Yes","Other/Unknown",0.5818,0.4182,"LOW"
64,"2","N2","T2","Yes","Other/Unknown",0.5763,0.4237,"LOW"
65,"2","N2","T2","Yes","Other/Unknown",0.5887,0.4113,"LOW"
66,"2","N2","T2","Yes","Other/Unknown",0.5963,0.4037,"LOW"
67,"2","N2","T2","Yes","Other/Unknown",0.593,0.407,"LOW"
68,"2","N2","T2","Yes","Other/Unknown",0.6113,0.3887,"LOW"
69,"2","N2","T2","Yes","Other/Unknown",0.6256,0.3744,"LOW"
70,"2","N2","T2","Yes","Other/Unknown",0.5932,0.4068,"LOW"
71,"2","N2","T2","Yes","Other/Unknown",0.6039,0.3961,"LOW"
72,"2","N2","T2","Yes","Other/Unknown",0.6416,0.3584,"LOW"
73,"2","N2","T2","Yes","Other/Unknown",0.6673,0.3327,"LOW"
74,"2","N2","T2","Yes","Other/Unknown",0.6697,0.3303,"LOW"
75,"2","N2","T2","Yes","Other/Unknown",0.6677,0.3323,"LOW"
76,"2","N2","T2","Yes","Other/Unknown",0.6604,0.3396,"LOW"
77,"2","N2","T2","Yes","Other/Unknown",0.6319,0.3681,"LOW"
78,"2","N2","T2","Yes","Other/Unknown",0.6566,0.3434,"LOW"
79,"2","N2","T2","Yes","Other/Unknown",0.6077,0.3923,"LOW"
80,"2","N2","T2","Yes","Other/Unknown",0.6093,0.3907,"LOW"
81,"2","N2","T2","Yes","Other/Unknown",0.6379,0.3621,"LOW"
82,"2","N2","T2","Yes","Other/Unknown",0.6084,0.3916,"LOW"
83,"2","N2","T2","Yes","Other/Unknown",0.6004,0.3996,"LOW"
84,"2","N2","T2","Yes","Other/Unknown",0.5852,0.4148,"LOW"
85,"2","N2","T2","Yes","Other/Unknown",0.5624,0.4376,"LOW"
86,"2","N2","T2","Yes","Other/Unknown",0.5662,0.4338,"LOW"
87,"2","N2","T2","Yes","Other/Unknown",0.5678,0.4322,"LOW"
88,"2","N2","T2","Yes","Other/Unknown",0.5813,0.4187,"LOW"
89,"2","N2","T2","Yes","Other/Unknown",0.5924,0.4076,"LOW"
90,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
91,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
92,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
93,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
94,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
95,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
96,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
97,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
98,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
99,"2","N2","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
0,"1","N3","T2","Yes","Other/Unknown",0.5582,0.4418,"LOW"
1,"1","N3","T2","Yes","Other/Unknown",0.5582,0.4418,"LOW"
2,"1","N3","T2","Yes","Other/Unknown",0.5572,0.4428,"LOW"
3,"1","N3","T2","Yes","Other/Unknown",0.5376,0.4624,"LOW"
4,"1","N3","T2","Yes","Other/Unknown",0.5442,0.4558,"LOW"
5,"1","N3","T2","Yes","Other/Unknown",0.545,0.455,"LOW"
6,"1","N3","T2","Yes","Other/Unknown",0.5554,0.4446,"LOW"
7,"1","N3","T2","Yes","Other/Unknown",0.5587,0.4413,"LOW"
8,"1","N3","T2","Yes","Other/Unknown",0.5623,0.4377,"LOW"
9,"1","N3","T2","Yes","Other/Unknown",0.5643,0.4357,"LOW"
10,"1","N3","T2","Yes","Other/Unknown",0.5663,0.4337,"LOW"
11,"1","N3","T2","Yes","Other/Unknown",0.566,0.434,"LOW"
12,"1","N3","T2","Yes","Other/Unknown",0.5648,0.4352,"LOW"
13,"1","N3","T2","Yes","Other/Unknown",0.5648,0.4352,"LOW"
14,"1","N3","T2","Yes","Other/Unknown",0.5636,0.4364,"LOW"
15,"1","N3","T2","Yes","Other/Unknown",0.5627,0.4373,"LOW"
16,"1","N3","T2","Yes","Other/Unknown",0.5623,0.4377,"LOW"
17,"1","N3","T2","Yes","Other/Unknown",0.5607,0.4393,"LOW"
18,"1","N3","T2","Yes","Other/Unknown",0.5613,0.4387,"LOW"
19,"1","N3","T2","Yes","Other/Unknown",0.5606,0.4394,"LOW"
20,"1","N3","T2","Yes","Other/Unknown",0.5618,0.4382,"LOW"
21,"1","N3","T2","Yes","Other/Unknown",0.5553,0.4447,"LOW"
22,"1","N3","T2","Yes","Other/Unknown",0.5533,0.4467,"LOW"
23,"1","N3","T2","Yes","Other/Unknown",0.5607,0.4393,"LOW"
24,"1","N3","T2","Yes","Other/Unknown",0.5626,0.4374,"LOW"
25,"1","N3","T2","Yes","Other/Unknown",0.5624,0.4376,"LOW"
26,"1","N3","T2","Yes","Other/Unknown",0.5626,0.4374,"LOW"
27,"1","N3","T2","Yes","Other/Unknown",0.5363,0.4637,"LOW"
28,"1","N3","T2","Yes","Other/Unknown",0.4994,0.5006,"HIGH"
29,"1","N3","T2","Yes","Other/Unknown",0.4605,0.5395,"HIGH"
30,"1","N3","T2","Yes","Other/Unknown",0.4366,0.5634,"HIGH"
31,"1","N3","T2","Yes","Other/Unknown",0.411,0.589,"HIGH"
32,"1","N3","T2","Yes","Other/Unknown",0.4125,0.5875,"HIGH"
33,"1","N3","T2","Yes","Other/Unknown",0.4096,0.5904,"HIGH"
34,"1","N3","T2","Yes","Other/Unknown",0.4135,0.5865,"HIGH"
35,"1","N3","T2","Yes","Other/Unknown",0.4099,0.5901,"HIGH"
36,"1","N3","T2","Yes","Other/Unknown",0.4093,0.5907,"HIGH"
37,"1","N3","T2","Yes","Other/Unknown",0.4056,0.5944,"HIGH"
38,"1","N3","T2","Yes","Other/Unknown",0.4045,0.5955,"HIGH"
39,"1","N3","T2","Yes","Other/Unknown",0.4135,0.5865,"HIGH"
40,"1","N3","T2","Yes","Other/Unknown",0.4146,0.5854,"HIGH"
41,"1","N3","T2","Yes","Other/Unknown",0.4362,0.5638,"HIGH"
42,"1","N3","T2","Yes","Other/Unknown",0.4472,0.5528,"HIGH"
43,"1","N3","T2","Yes","Other/Unknown",0.4762,0.5238,"HIGH"
44,"1","N3","T2","Yes","Other/Unknown",0.4899,0.5101,"HIGH"
45,"1","N3","T2","Yes","Other/Unknown",0.5075,0.4925,"LOW"
46,"1","N3","T2","Yes","Other/Unknown",0.5224,0.4776,"LOW"
47,"1","N3","T2","Yes","Other/Unknown",0.5393,0.4607,"LOW"
48,"1","N3","T2","Yes","Other/Unknown",0.5462,0.4538,"LOW"
49,"1","N3","T2","Yes","Other/Unknown",0.5256,0.4744,"LOW"
50,"1","N3","T2","Yes","Other/Unknown",0.5077,0.4923,"LOW"
51,"1","N3","T2","Yes","Other/Unknown",0.5063,0.4937,"LOW"
52,"1","N3","T2","Yes","Other/Unknown",0.4869,0.5131,"HIGH"
53,"1","N3","T2","Yes","Other/Unknown",0.4983,0.5017,"HIGH"
54,"1","N3","T2","Yes","Other/Unknown",0.5179,0.4821,"LOW"
55,"1","N3","T2","Yes","Other/Unknown",0.4971,0.5029,"HIGH"
56,"1","N3","T2","Yes","Other/Unknown",0.4799,0.5201,"HIGH"
57,"1","N3","T2","Yes","Other/Unknown",0.4358,0.5642,"HIGH"
58,"1","N3","T2","Yes","Other/Unknown",0.4208,0.5792,"HIGH"
59,"1","N3","T2","Yes","Other/Unknown",0.4121,0.5879,"HIGH"
60,"1","N3","T2","Yes","Other/Unknown",0.4027,0.5973,"HIGH"
61,"1","N3","T2","Yes","Other/Unknown",0.4169,0.5831,"HIGH"
62,"1","N3","T2","Yes","Other/Unknown",0.4146,0.5854,"HIGH"
63,"1","N3","T2","Yes","Other/Unknown",0.4274,0.5726,"HIGH"
64,"1","N3","T2","Yes","Other/Unknown",0.4398,0.5602,"HIGH"
65,"1","N3","T2","Yes","Other/Unknown",0.4156,0.5844,"HIGH"
66,"1","N3","T2","Yes","Other/Unknown",0.4368,0.5632,"HIGH"
67,"1","N3","T2","Yes","Other/Unknown",0.4323,0.5677,"HIGH"
68,"1","N3","T2","Yes","Other/Unknown",0.4189,0.5811,"HIGH"
69,"1","N3","T2","Yes","Other/Unknown",0.4255,0.5745,"HIGH"
70,"1","N3","T2","Yes","Other/Unknown",0.4445,0.5555,"HIGH"
71,"1","N3","T2","Yes","Other/Unknown",0.4875,0.5125,"HIGH"
72,"1","N3","T2","Yes","Other/Unknown",0.5105,0.4895,"LOW"
73,"1","N3","T2","Yes","Other/Unknown",0.4897,0.5103,"HIGH"
74,"1","N3","T2","Yes","Other/Unknown",0.5103,0.4897,"LOW"
75,"1","N3","T2","Yes","Other/Unknown",0.5333,0.4667,"LOW"
76,"1","N3","T2","Yes","Other/Unknown",0.492,0.508,"HIGH"
77,"1","N3","T2","Yes","Other/Unknown",0.517,0.483,"LOW"
78,"1","N3","T2","Yes","Other/Unknown",0.5482,0.4518,"LOW"
79,"1","N3","T2","Yes","Other/Unknown",0.557,0.443,"LOW"
80,"1","N3","T2","Yes","Other/Unknown",0.4778,0.5222,"HIGH"
81,"1","N3","T2","Yes","Other/Unknown",0.4727,0.5273,"HIGH"
82,"1","N3","T2","Yes","Other/Unknown",0.4497,0.5503,"HIGH"
83,"1","N3","T2","Yes","Other/Unknown",0.4822,0.5178,"HIGH"
84,"1","N3","T2","Yes","Other/Unknown",0.5156,0.4844,"LOW"
85,"1","N3","T2","Yes","Other/Unknown",0.4748,0.5252,"HIGH"
86,"1","N3","T2","Yes","Other/Unknown",0.5428,0.4572,"LOW"
87,"1","N3","T2","Yes","Other/Unknown",0.553,0.447,"LOW"
88,"1","N3","T2","Yes","Other/Unknown",0.5193,0.4807,"LOW"
89,"1","N3","T2","Yes","Other/Unknown",0.4873,0.5127,"HIGH"
90,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
91,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
92,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
93,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
94,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
95,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
96,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
97,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
98,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
99,"1","N3","T2","Yes","Other/Unknown",0.462,0.538,"HIGH"
0,"2","N3","T2","Yes","Other/Unknown",0.6174,0.3826,"LOW"
1,"2","N3","T2","Yes","Other/Unknown",0.6174,0.3826,"LOW"
2,"2","N3","T2","Yes","Other/Unknown",0.6154,0.3846,"LOW"
3,"2","N3","T2","Yes","Other/Unknown",0.6129,0.3871,"LOW"
4,"2","N3","T2","Yes","Other/Unknown",0.6155,0.3845,"LOW"
5,"2","N3","T2","Yes","Other/Unknown",0.6158,0.3842,"LOW"
6,"2","N3","T2","Yes","Other/Unknown",0.6168,0.3832,"LOW"
7,"2","N3","T2","Yes","Other/Unknown",0.6168,0.3832,"LOW"
8,"2","N3","T2","Yes","Other/Unknown",0.6104,0.3896,"LOW"
9,"2","N3","T2","Yes","Other/Unknown",0.6084,0.3916,"LOW"
10,"2","N3","T2","Yes","Other/Unknown",0.6064,0.3936,"LOW"
11,"2","N3","T2","Yes","Other/Unknown",0.6064,0.3936,"LOW"
12,"2","N3","T2","Yes","Other/Unknown",0.6006,0.3994,"LOW"
13,"2","N3","T2","Yes","Other/Unknown",0.5949,0.4051,"LOW"
14,"2","N3","T2","Yes","Other/Unknown",0.5996,0.4004,"LOW"
15,"2","N3","T2","Yes","Other/Unknown",0.6046,0.3954,"LOW"
16,"2","N3","T2","Yes","Other/Unknown",0.6181,0.3819,"LOW"
17,"2","N3","T2","Yes","Other/Unknown",0.6203,0.3797,"LOW"
18,"2","N3","T2","Yes","Other/Unknown",0.6209,0.3791,"LOW"
19,"2","N3","T2","Yes","Other/Unknown",0.6231,0.3769,"LOW"
20,"2","N3","T2","Yes","Other/Unknown",0.623,0.377,"LOW"
21,"2","N3","T2","Yes","Other/Unknown",0.6269,0.3731,"LOW"
22,"2","N3","T2","Yes","Other/Unknown",0.6268,0.3732,"LOW"
23,"2","N3","T2","Yes","Other/Unknown",0.6282,0.3718,"LOW"
24,"2","N3","T2","Yes","Other/Unknown",0.6279,0.3721,"LOW"
25,"2","N3","T2","Yes","Other/Unknown",0.6288,0.3712,"LOW"
26,"2","N3","T2","Yes","Other/Unknown",0.6307,0.3693,"LOW"
27,"2","N3","T2","Yes","Other/Unknown",0.6277,0.3723,"LOW"
28,"2","N3","T2","Yes","Other/Unknown",0.6244,0.3756,"LOW"
29,"2","N3","T2","Yes","Other/Unknown",0.6197,0.3803,"LOW"
30,"2","N3","T2","Yes","Other/Unknown",0.6157,0.3843,"LOW"
31,"2","N3","T2","Yes","Other/Unknown",0.6034,0.3966,"LOW"
32,"2","N3","T2","Yes","Other/Unknown",0.6064,0.3936,"LOW"
33,"2","N3","T2","Yes","Other/Unknown",0.6066,0.3934,"LOW"
34,"2","N3","T2","Yes","Other/Unknown",0.6054,0.3946,"LOW"
35,"2","N3","T2","Yes","Other/Unknown",0.6023,0.3977,"LOW"
36,"2","N3","T2","Yes","Other/Unknown",0.5965,0.4035,"LOW"
37,"2","N3","T2","Yes","Other/Unknown",0.5929,0.4071,"LOW"
38,"2","N3","T2","Yes","Other/Unknown",0.5875,0.4125,"LOW"
39,"2","N3","T2","Yes","Other/Unknown",0.6871,0.3129,"LOW"
40,"2","N3","T2","Yes","Other/Unknown",0.7011,0.2989,"LOW"
41,"2","N3","T2","Yes","Other/Unknown",0.7094,0.2906,"LOW"
42,"2","N3","T2","Yes","Other/Unknown",0.702,0.298,"LOW"
43,"2","N3","T2","Yes","Other/Unknown",0.7048,0.2952,"LOW"
44,"2","N3","T2","Yes","Other/Unknown",0.6881,0.3119,"LOW"
45,"2","N3","T2","Yes","Other/Unknown",0.6644,0.3356,"LOW"
46,"2","N3","T2","Yes","Other/Unknown",0.6437,0.3563,"LOW"
47,"2","N3","T2","Yes","Other/Unknown",0.6067,0.3933,"LOW"
48,"2","N3","T2","Yes","Other/Unknown",0.5719,0.4281,"LOW"
49,"2","N3","T2","Yes","Other/Unknown",0.6016,0.3984,"LOW"
50,"2","N3","T2","Yes","Other/Unknown",0.5833,0.4167,"LOW"
51,"2","N3","T2","Yes","Other/Unknown",0.6009,0.3991,"LOW"
52,"2","N3","T2","Yes","Other/Unknown",0.5711,0.4289,"LOW"
53,"2","N3","T2","Yes","Other/Unknown",0.5494,0.4506,"LOW"
54,"2","N3","T2","Yes","Other/Unknown",0.5791,0.4209,"LOW"
55,"2","N3","T2","Yes","Other/Unknown",0.5639,0.4361,"LOW"
56,"2","N3","T2","Yes","Other/Unknown",0.5378,0.4622,"LOW"
57,"2","N3","T2","Yes","Other/Unknown",0.5271,0.4729,"LOW"
58,"2","N3","T2","Yes","Other/Unknown",0.5036,0.4964,"LOW"
59,"2","N3","T2","Yes","Other/Unknown",0.5043,0.4957,"LOW"
60,"2","N3","T2","Yes","Other/Unknown",0.5677,0.4323,"LOW"
61,"2","N3","T2","Yes","Other/Unknown",0.5755,0.4245,"LOW"
62,"2","N3","T2","Yes","Other/Unknown",0.5468,0.4532,"LOW"
63,"2","N3","T2","Yes","Other/Unknown",0.5691,0.4309,"LOW"
64,"2","N3","T2","Yes","Other/Unknown",0.5785,0.4215,"LOW"
65,"2","N3","T2","Yes","Other/Unknown",0.6147,0.3853,"LOW"
66,"2","N3","T2","Yes","Other/Unknown",0.6044,0.3956,"LOW"
67,"2","N3","T2","Yes","Other/Unknown",0.5836,0.4164,"LOW"
68,"2","N3","T2","Yes","Other/Unknown",0.6059,0.3941,"LOW"
69,"2","N3","T2","Yes","Other/Unknown",0.6399,0.3601,"LOW"
70,"2","N3","T2","Yes","Other/Unknown",0.6044,0.3956,"LOW"
71,"2","N3","T2","Yes","Other/Unknown",0.6281,0.3719,"LOW"
72,"2","N3","T2","Yes","Other/Unknown",0.6563,0.3437,"LOW"
73,"2","N3","T2","Yes","Other/Unknown",0.6639,0.3361,"LOW"
74,"2","N3","T2","Yes","Other/Unknown",0.6781,0.3219,"LOW"
75,"2","N3","T2","Yes","Other/Unknown",0.6815,0.3185,"LOW"
76,"2","N3","T2","Yes","Other/Unknown",0.6811,0.3189,"LOW"
77,"2","N3","T2","Yes","Other/Unknown",0.6811,0.3189,"LOW"
78,"2","N3","T2","Yes","Other/Unknown",0.6811,0.3189,"LOW"
79,"2","N3","T2","Yes","Other/Unknown",0.5818,0.4182,"LOW"
80,"2","N3","T2","Yes","Other/Unknown",0.5663,0.4337,"LOW"
81,"2","N3","T2","Yes","Other/Unknown",0.5926,0.4074,"LOW"
82,"2","N3","T2","Yes","Other/Unknown",0.5623,0.4377,"LOW"
83,"2","N3","T2","Yes","Other/Unknown",0.532,0.468,"LOW"
84,"2","N3","T2","Yes","Other/Unknown",0.5054,0.4946,"LOW"
85,"2","N3","T2","Yes","Other/Unknown",0.4761,0.5239,"HIGH"
