"AGE","SEX","TNM_N_cat","TNM_T_cat","liver_afp_cat","liver_fs_cat","no_metastasis","metastasis","risk_level"
16,"2","N0","T0","Other/Unknown","Other/Unknown",0.6685,0.3315,"LOW"
17,"2","N0","T0","Other/Unknown","Other/Unknown",0.6725,0.3275,"LOW"
18,"2","N0","T0","Other/Unknown","Other/Unknown",0.6733,0.3267,"LOW"
19,"2","N0","T0","Other/Unknown","Other/Unknown",0.6761,0.3239,"LOW"
20,"2","N0","T0","Other/Unknown","Other/Unknown",0.6751,0.3249,"LOW"
21,"2","N0","T0","Other/Unknown","Other/Unknown",0.6742,0.3258,"LOW"
22,"2","N0","T0","Other/Unknown","Other/Unknown",0.6746,0.3254,"LOW"
23,"2","N0","T0","Other/Unknown","Other/Unknown",0.6733,0.3267,"LOW"
24,"2","N0","T0","Other/Unknown","Other/Unknown",0.679,0.321,"LOW"
25,"2","N0","T0","Other/Unknown","Other/Unknown",0.679,0.321,"LOW"
26,"2","N0","T0","Other/Unknown","Other/Unknown",0.679,0.321,"LOW"
27,"2","N0","T0","Other/Unknown","Other/Unknown",0.677,0.323,"LOW"
28,"2","N0","T0","Other/Unknown","Other/Unknown",0.6732,0.3268,"LOW"
29,"2","N0","T0","Other/Unknown","Other/Unknown",0.6722,0.3278,"LOW"
30,"2","N0","T0","Other/Unknown","Other/Unknown",0.6646,0.3354,"LOW"
31,"2","N0","T0","Other/Unknown","Other/Unknown",0.6636,0.3364,"LOW"
32,"2","N0","T0","Other/Unknown","Other/Unknown",0.6605,0.3395,"LOW"
33,"2","N0","T0","Other/Unknown","Other/Unknown",0.6575,0.3425,"LOW"
34,"2","N0","T0","Other/Unknown","Other/Unknown",0.6571,0.3429,"LOW"
35,"2","N0","T0","Other/Unknown","Other/Unknown",0.6601,0.3399,"LOW"
36,"2","N0","T0","Other/Unknown","Other/Unknown",0.6579,0.3421,"LOW"
37,"2","N0","T0","Other/Unknown","Other/Unknown",0.6569,0.3431,"LOW"
38,"2","N0","T0","Other/Unknown","Other/Unknown",0.6627,0.3373,"LOW"
39,"2","N0","T0","Other/Unknown","Other/Unknown",0.6698,0.3302,"LOW"
40,"2","N0","T0","Other/Unknown","Other/Unknown",0.6669,0.3331,"LOW"
41,"2","N0","T0","Other/Unknown","Other/Unknown",0.6719,0.3281,"LOW"
42,"2","N0","T0","Other/Unknown","Other/Unknown",0.6722,0.3278,"LOW"
43,"2","N0","T0","Other/Unknown","Other/Unknown",0.6724,0.3276,"LOW"
44,"2","N0","T0","Other/Unknown","Other/Unknown",0.6733,0.3267,"LOW"
45,"2","N0","T0","Other/Unknown","Other/Unknown",0.6782,0.3218,"LOW"
46,"2","N0","T0","Other/Unknown","Other/Unknown",0.679,0.321,"LOW"
47,"2","N0","T0","Other/Unknown","Other/Unknown",0.6816,0.3184,"LOW"
48,"2","N0","T0","Other/Unknown","Other/Unknown",0.6783,0.3217,"LOW"
49,"2","N0","T0","Other/Unknown","Other/Unknown",0.6736,0.3264,"LOW"
50,"2","N0","T0","Other/Unknown","Other/Unknown",0.6639,0.3361,"LOW"
51,"2","N0","T0","Other/Unknown","Other/Unknown",0.6544,0.3456,"LOW"
52,"2","N0","T0","Other/Unknown","Other/Unknown",0.6454,0.3546,"LOW"
53,"2","N0","T0","Other/Unknown","Other/Unknown",0.6387,0.3613,"LOW"
54,"2","N0","T0","Other/Unknown","Other/Unknown",0.6374,0.3626,"LOW"
55,"2","N0","T0","Other/Unknown","Other/Unknown",0.5945,0.4055,"LOW"
56,"2","N0","T0","Other/Unknown","Other/Unknown",0.5128,0.4872,"LOW"
57,"2","N0","T0","Other/Unknown","Other/Unknown",0.3793,0.6207,"HIGH"
58,"2","N0","T0","Other/Unknown","Other/Unknown",0.377,0.623,"HIGH"
59,"2","N0","T0","Other/Unknown","Other/Unknown",0.3775,0.6225,"HIGH"
60,"2","N0","T0","Other/Unknown","Other/Unknown",0.3881,0.6119,"HIGH"
61,"2","N0","T0","Other/Unknown","Other/Unknown",0.4035,0.5965,"HIGH"
62,"2","N0","T0","Other/Unknown","Other/Unknown",0.4083,0.5917,"HIGH"
63,"2","N0","T0","Other/Unknown","Other/Unknown",0.4271,0.5729,"HIGH"
64,"2","N0","T0","Other/Unknown","Other/Unknown",0.4435,0.5565,"HIGH"
65,"2","N0","T0","Other/Unknown","Other/Unknown",0.444,0.556,"HIGH"
66,"2","N0","T0","Other/Unknown","Other/Unknown",0.4384,0.5616,"HIGH"
67,"2","N0","T0","Other/Unknown","Other/Unknown",0.4217,0.5783,"HIGH"
68,"2","N0","T0","Other/Unknown","Other/Unknown",0.4162,0.5838,"HIGH"
69,"2","N0","T0","Other/Unknown","Other/Unknown",0.392,0.608,"HIGH"
70,"2","N0","T0","Other/Unknown","Other/Unknown",0.4797,0.5203,"HIGH"
71,"2","N0","T0","Other/Unknown","Other/Unknown",0.5044,0.4956,"LOW"
72,"2","N0","T0","Other/Unknown","Other/Unknown",0.5333,0.4667,"LOW"
73,"2","N0","T0","Other/Unknown","Other/Unknown",0.5205,0.4795,"LOW"
74,"2","N0","T0","Other/Unknown","Other/Unknown",0.4966,0.5034,"HIGH"
75,"2","N0","T0","Other/Unknown","Other/Unknown",0.4801,0.5199,"HIGH"
76,"2","N0","T0","Other/Unknown","Other/Unknown",0.4736,0.5264,"HIGH"
77,"2","N0","T0","Other/Unknown","Other/Unknown",0.4462,0.5538,"HIGH"
78,"2","N0","T0","Other/Unknown","Other/Unknown",0.4428,0.5572,"HIGH"
79,"2","N0","T0","Other/Unknown","Other/Unknown",0.458,0.542,"HIGH"
80,"2","N0","T0","Other/Unknown","Other/Unknown",0.4631,0.5369,"HIGH"
81,"2","N0","T0","Other/Unknown","Other/Unknown",0.4817,0.5183,"HIGH"
82,"2","N0","T0","Other/Unknown","Other/Unknown",0.4809,0.5191,"HIGH"
83,"2","N0","T0","Other/Unknown","Other/Unknown",0.4906,0.5094,"HIGH"
84,"2","N0","T0","Other/Unknown","Other/Unknown",0.5129,0.4871,"LOW"
85,"2","N0","T0","Other/Unknown","Other/Unknown",0.5387,0.4613,"LOW"
86,"2","N0","T0","Other/Unknown","Other/Unknown",0.5623,0.4377,"LOW"
87,"2","N0","T0","Other/Unknown","Other/Unknown",0.5928,0.4072,"LOW"
88,"2","N0","T0","Other/Unknown","Other/Unknown",0.6315,0.3685,"LOW"
89,"2","N0","T0","Other/Unknown","Other/Unknown",0.659,0.341,"LOW"
90,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
91,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
92,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
93,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
94,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
95,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
96,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
97,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
98,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
99,"2","N0","T0","Other/Unknown","Other/Unknown",0.6804,0.3196,"LOW"
0,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
1,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
2,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
3,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
4,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
5,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
6,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
7,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
8,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
9,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
10,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
11,"1","N1","T0","Other/Unknown","Other/Unknown",0.4326,0.5674,"HIGH"
12,"1","N1","T0","Other/Unknown","Other/Unknown",0.4346,0.5654,"HIGH"
13,"1","N1","T0","Other/Unknown","Other/Unknown",0.426,0.574,"HIGH"
14,"1","N1","T0","Other/Unknown","Other/Unknown",0.424,0.576,"HIGH"
15,"1","N1","T0","Other/Unknown","Other/Unknown",0.422,0.578,"HIGH"
16,"1","N1","T0","Other/Unknown","Other/Unknown",0.4133,0.5867,"HIGH"
17,"1","N1","T0","Other/Unknown","Other/Unknown",0.4103,0.5897,"HIGH"
18,"1","N1","T0","Other/Unknown","Other/Unknown",0.4083,0.5917,"HIGH"
19,"1","N1","T0","Other/Unknown","Other/Unknown",0.4104,0.5896,"HIGH"
20,"1","N1","T0","Other/Unknown","Other/Unknown",0.4086,0.5914,"HIGH"
21,"1","N1","T0","Other/Unknown","Other/Unknown",0.407,0.593,"HIGH"
22,"1","N1","T0","Other/Unknown","Other/Unknown",0.4117,0.5883,"HIGH"
23,"1","N1","T0","Other/Unknown","Other/Unknown",0.4143,0.5857,"HIGH"
24,"1","N1","T0","Other/Unknown","Other/Unknown",0.4283,0.5717,"HIGH"
25,"1","N1","T0","Other/Unknown","Other/Unknown",0.4313,0.5687,"HIGH"
26,"1","N1","T0","Other/Unknown","Other/Unknown",0.4412,0.5588,"HIGH"
27,"1","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
28,"1","N1","T0","Other/Unknown","Other/Unknown",0.4478,0.5522,"HIGH"
29,"1","N1","T0","Other/Unknown","Other/Unknown",0.4541,0.5459,"HIGH"
30,"1","N1","T0","Other/Unknown","Other/Unknown",0.4541,0.5459,"HIGH"
31,"1","N1","T0","Other/Unknown","Other/Unknown",0.4566,0.5434,"HIGH"
32,"1","N1","T0","Other/Unknown","Other/Unknown",0.4547,0.5453,"HIGH"
33,"1","N1","T0","Other/Unknown","Other/Unknown",0.4733,0.5267,"HIGH"
34,"1","N1","T0","Other/Unknown","Other/Unknown",0.4766,0.5234,"HIGH"
35,"1","N1","T0","Other/Unknown","Other/Unknown",0.4851,0.5149,"HIGH"
36,"1","N1","T0","Other/Unknown","Other/Unknown",0.5003,0.4997,"LOW"
37,"1","N1","T0","Other/Unknown","Other/Unknown",0.5083,0.4917,"LOW"
38,"1","N1","T0","Other/Unknown","Other/Unknown",0.5182,0.4818,"LOW"
39,"1","N1","T0","Other/Unknown","Other/Unknown",0.5244,0.4756,"LOW"
40,"1","N1","T0","Other/Unknown","Other/Unknown",0.5228,0.4772,"LOW"
41,"1","N1","T0","Other/Unknown","Other/Unknown",0.5341,0.4659,"LOW"
42,"1","N1","T0","Other/Unknown","Other/Unknown",0.5453,0.4547,"LOW"
43,"1","N1","T0","Other/Unknown","Other/Unknown",0.5486,0.4514,"LOW"
44,"1","N1","T0","Other/Unknown","Other/Unknown",0.539,0.461,"LOW"
45,"1","N1","T0","Other/Unknown","Other/Unknown",0.53,0.47,"LOW"
46,"1","N1","T0","Other/Unknown","Other/Unknown",0.5312,0.4688,"LOW"
47,"1","N1","T0","Other/Unknown","Other/Unknown",0.5344,0.4656,"LOW"
48,"1","N1","T0","Other/Unknown","Other/Unknown",0.5422,0.4578,"LOW"
49,"1","N1","T0","Other/Unknown","Other/Unknown",0.5386,0.4614,"LOW"
50,"1","N1","T0","Other/Unknown","Other/Unknown",0.5369,0.4631,"LOW"
51,"1","N1","T0","Other/Unknown","Other/Unknown",0.5227,0.4773,"LOW"
52,"1","N1","T0","Other/Unknown","Other/Unknown",0.5252,0.4748,"LOW"
53,"1","N1","T0","Other/Unknown","Other/Unknown",0.5329,0.4671,"LOW"
54,"1","N1","T0","Other/Unknown","Other/Unknown",0.5279,0.4721,"LOW"
55,"1","N1","T0","Other/Unknown","Other/Unknown",0.5154,0.4846,"LOW"
56,"1","N1","T0","Other/Unknown","Other/Unknown",0.5198,0.4802,"LOW"
57,"1","N1","T0","Other/Unknown","Other/Unknown",0.5262,0.4738,"LOW"
58,"1","N1","T0","Other/Unknown","Other/Unknown",0.5293,0.4707,"LOW"
59,"1","N1","T0","Other/Unknown","Other/Unknown",0.5283,0.4717,"LOW"
60,"1","N1","T0","Other/Unknown","Other/Unknown",0.5374,0.4626,"LOW"
61,"1","N1","T0","Other/Unknown","Other/Unknown",0.5398,0.4602,"LOW"
62,"1","N1","T0","Other/Unknown","Other/Unknown",0.5403,0.4597,"LOW"
63,"1","N1","T0","Other/Unknown","Other/Unknown",0.5474,0.4526,"LOW"
64,"1","N1","T0","Other/Unknown","Other/Unknown",0.5396,0.4604,"LOW"
65,"1","N1","T0","Other/Unknown","Other/Unknown",0.5345,0.4655,"LOW"
66,"1","N1","T0","Other/Unknown","Other/Unknown",0.5399,0.4601,"LOW"
67,"1","N1","T0","Other/Unknown","Other/Unknown",0.5507,0.4493,"LOW"
68,"1","N1","T0","Other/Unknown","Other/Unknown",0.5597,0.4403,"LOW"
69,"1","N1","T0","Other/Unknown","Other/Unknown",0.5603,0.4397,"LOW"
70,"1","N1","T0","Other/Unknown","Other/Unknown",0.5535,0.4465,"LOW"
71,"1","N1","T0","Other/Unknown","Other/Unknown",0.548,0.452,"LOW"
72,"1","N1","T0","Other/Unknown","Other/Unknown",0.5325,0.4675,"LOW"
73,"1","N1","T0","Other/Unknown","Other/Unknown",0.539,0.461,"LOW"
74,"1","N1","T0","Other/Unknown","Other/Unknown",0.5356,0.4644,"LOW"
75,"1","N1","T0","Other/Unknown","Other/Unknown",0.531,0.469,"LOW"
76,"1","N1","T0","Other/Unknown","Other/Unknown",0.5327,0.4673,"LOW"
77,"1","N1","T0","Other/Unknown","Other/Unknown",0.5329,0.4671,"LOW"
78,"1","N1","T0","Other/Unknown","Other/Unknown",0.5379,0.4621,"LOW"
79,"1","N1","T0","Other/Unknown","Other/Unknown",0.5431,0.4569,"LOW"
80,"1","N1","T0","Other/Unknown","Other/Unknown",0.5386,0.4614,"LOW"
81,"1","N1","T0","Other/Unknown","Other/Unknown",0.5371,0.4629,"LOW"
82,"1","N1","T0","Other/Unknown","Other/Unknown",0.5555,0.4445,"LOW"
83,"1","N1","T0","Other/Unknown","Other/Unknown",0.5426,0.4574,"LOW"
84,"1","N1","T0","Other/Unknown","Other/Unknown",0.5303,0.4697,"LOW"
85,"1","N1","T0","Other/Unknown","Other/Unknown",0.5566,0.4434,"LOW"
86,"1","N1","T0","Other/Unknown","Other/Unknown",0.5483,0.4517,"LOW"
87,"1","N1","T0","Other/Unknown","Other/Unknown",0.5376,0.4624,"LOW"
88,"1","N1","T0","Other/Unknown","Other/Unknown",0.5761,0.4239,"LOW"
89,"1","N1","T0","Other/Unknown","Other/Unknown",0.5713,0.4287,"LOW"
90,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
91,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
92,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
93,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
94,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
95,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
96,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
97,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
98,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
99,"1","N1","T0","Other/Unknown","Other/Unknown",0.5744,0.4256,"LOW"
0,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
1,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
2,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
3,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
4,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
5,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
6,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
7,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
8,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
9,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
10,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
11,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
12,"2","N1","T0","Other/Unknown","Other/Unknown",0.4431,0.5569,"HIGH"
13,"2","N1","T0","Other/Unknown","Other/Unknown",0.4271,0.5729,"HIGH"
14,"2","N1","T0","Other/Unknown","Other/Unknown",0.4211,0.5789,"HIGH"
15,"2","N1","T0","Other/Unknown","Other/Unknown",0.4094,0.5906,"HIGH"
16,"2","N1","T0","Other/Unknown","Other/Unknown",0.394,0.606,"HIGH"
17,"2","N1","T0","Other/Unknown","Other/Unknown",0.3945,0.6055,"HIGH"
18,"2","N1","T0","Other/Unknown","Other/Unknown",0.3938,0.6062,"HIGH"
19,"2","N1","T0","Other/Unknown","Other/Unknown",0.3956,0.6044,"HIGH"
20,"2","N1","T0","Other/Unknown","Other/Unknown",0.3931,0.6069,"HIGH"
21,"2","N1","T0","Other/Unknown","Other/Unknown",0.3948,0.6052,"HIGH"
22,"2","N1","T0","Other/Unknown","Other/Unknown",0.3902,0.6098,"HIGH"
23,"2","N1","T0","Other/Unknown","Other/Unknown",0.3938,0.6062,"HIGH"
24,"2","N1","T0","Other/Unknown","Other/Unknown",0.404,0.596,"HIGH"
25,"2","N1","T0","Other/Unknown","Other/Unknown",0.4081,0.5919,"HIGH"
26,"2","N1","T0","Other/Unknown","Other/Unknown",0.4147,0.5853,"HIGH"
27,"2","N1","T0","Other/Unknown","Other/Unknown",0.4191,0.5809,"HIGH"
28,"2","N1","T0","Other/Unknown","Other/Unknown",0.4227,0.5773,"HIGH"
29,"2","N1","T0","Other/Unknown","Other/Unknown",0.4305,0.5695,"HIGH"
30,"2","N1","T0","Other/Unknown","Other/Unknown",0.4372,0.5628,"HIGH"
31,"2","N1","T0","Other/Unknown","Other/Unknown",0.4421,0.5579,"HIGH"
32,"2","N1","T0","Other/Unknown","Other/Unknown",0.4486,0.5514,"HIGH"
33,"2","N1","T0","Other/Unknown","Other/Unknown",0.4631,0.5369,"HIGH"
34,"2","N1","T0","Other/Unknown","Other/Unknown",0.4681,0.5319,"HIGH"
35,"2","N1","T0","Other/Unknown","Other/Unknown",0.4743,0.5257,"HIGH"
36,"2","N1","T0","Other/Unknown","Other/Unknown",0.4911,0.5089,"HIGH"
37,"2","N1","T0","Other/Unknown","Other/Unknown",0.4924,0.5076,"HIGH"
38,"2","N1","T0","Other/Unknown","Other/Unknown",0.4992,0.5008,"HIGH"
39,"2","N1","T0","Other/Unknown","Other/Unknown",0.5045,0.4955,"LOW"
40,"2","N1","T0","Other/Unknown","Other/Unknown",0.5042,0.4958,"LOW"
41,"2","N1","T0","Other/Unknown","Other/Unknown",0.5133,0.4867,"LOW"
42,"2","N1","T0","Other/Unknown","Other/Unknown",0.522,0.478,"LOW"
43,"2","N1","T0","Other/Unknown","Other/Unknown",0.5298,0.4702,"LOW"
44,"2","N1","T0","Other/Unknown","Other/Unknown",0.5324,0.4676,"LOW"
45,"2","N1","T0","Other/Unknown","Other/Unknown",0.5342,0.4658,"LOW"
46,"2","N1","T0","Other/Unknown","Other/Unknown",0.5453,0.4547,"LOW"
47,"2","N1","T0","Other/Unknown","Other/Unknown",0.5471,0.4529,"LOW"
48,"2","N1","T0","Other/Unknown","Other/Unknown",0.5557,0.4443,"LOW"
49,"2","N1","T0","Other/Unknown","Other/Unknown",0.5644,0.4356,"LOW"
50,"2","N1","T0","Other/Unknown","Other/Unknown",0.5671,0.4329,"LOW"
51,"2","N1","T0","Other/Unknown","Other/Unknown",0.5752,0.4248,"LOW"
52,"2","N1","T0","Other/Unknown","Other/Unknown",0.5698,0.4302,"LOW"
53,"2","N1","T0","Other/Unknown","Other/Unknown",0.5966,0.4034,"LOW"
54,"2","N1","T0","Other/Unknown","Other/Unknown",0.5982,0.4018,"LOW"
55,"2","N1","T0","Other/Unknown","Other/Unknown",0.5846,0.4154,"LOW"
56,"2","N1","T0","Other/Unknown","Other/Unknown",0.5791,0.4209,"LOW"
57,"2","N1","T0","Other/Unknown","Other/Unknown",0.5839,0.4161,"LOW"
58,"2","N1","T0","Other/Unknown","Other/Unknown",0.5716,0.4284,"LOW"
59,"2","N1","T0","Other/Unknown","Other/Unknown",0.5649,0.4351,"LOW"
60,"2","N1","T0","Other/Unknown","Other/Unknown",0.5576,0.4424,"LOW"
61,"2","N1","T0","Other/Unknown","Other/Unknown",0.5518,0.4482,"LOW"
62,"2","N1","T0","Other/Unknown","Other/Unknown",0.5297,0.4703,"LOW"
63,"2","N1","T0","Other/Unknown","Other/Unknown",0.517,0.483,"LOW"
64,"2","N1","T0","Other/Unknown","Other/Unknown",0.51,0.49,"LOW"
65,"2","N1","T0","Other/Unknown","Other/Unknown",0.5213,0.4787,"LOW"
66,"2","N1","T0","Other/Unknown","Other/Unknown",0.4997,0.5003,"HIGH"
67,"2","N1","T0","Other/Unknown","Other/Unknown",0.5066,0.4934,"LOW"
68,"2","N1","T0","Other/Unknown","Other/Unknown",0.517,0.483,"LOW"
69,"2","N1","T0","Other/Unknown","Other/Unknown",0.5371,0.4629,"LOW"
70,"2","N1","T0","Other/Unknown","Other/Unknown",0.525,0.475,"LOW"
71,"2","N1","T0","Other/Unknown","Other/Unknown",0.5228,0.4772,"LOW"
72,"2","N1","T0","Other/Unknown","Other/Unknown",0.5162,0.4838,"LOW"
73,"2","N1","T0","Other/Unknown","Other/Unknown",0.5202,0.4798,"LOW"
74,"2","N1","T0","Other/Unknown","Other/Unknown",0.5284,0.4716,"LOW"
75,"2","N1","T0","Other/Unknown","Other/Unknown",0.5188,0.4812,"LOW"
76,"2","N1","T0","Other/Unknown","Other/Unknown",0.5184,0.4816,"LOW"
77,"2","N1","T0","Other/Unknown","Other/Unknown",0.5213,0.4787,"LOW"
78,"2","N1","T0","Other/Unknown","Other/Unknown",0.518,0.482,"LOW"
79,"2","N1","T0","Other/Unknown","Other/Unknown",0.5347,0.4653,"LOW"
80,"2","N1","T0","Other/Unknown","Other/Unknown",0.5309,0.4691,"LOW"
81,"2","N1","T0","Other/Unknown","Other/Unknown",0.5066,0.4934,"LOW"
82,"2","N1","T0","Other/Unknown","Other/Unknown",0.506,0.494,"LOW"
83,"2","N1","T0","Other/Unknown","Other/Unknown",0.5082,0.4918,"LOW"
84,"2","N1","T0","Other/Unknown","Other/Unknown",0.5215,0.4785,"LOW"
85,"2","N1","T0","Other/Unknown","Other/Unknown",0.5388,0.4612,"LOW"
86,"2","N1","T0","Other/Unknown","Other/Unknown",0.5151,0.4849,"LOW"
87,"2","N1","T0","Other/Unknown","Other/Unknown",0.4985,0.5015,"HIGH"
88,"2","N1","T0","Other/Unknown","Other/Unknown",0.4991,0.5009,"HIGH"
89,"2","N1","T0","Other/Unknown","Other/Unknown",0.4746,0.5254,"HIGH"
90,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
91,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
92,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
93,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
94,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
95,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
96,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
97,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
98,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
99,"2","N1","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
0,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4122,0.5878,"HIGH"
1,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4151,0.5849,"HIGH"
2,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4077,0.5923,"HIGH"
3,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.405,0.595,"HIGH"
4,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4094,0.5906,"HIGH"
5,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4076,0.5924,"HIGH"
6,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4099,0.5901,"HIGH"
7,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4099,0.5901,"HIGH"
8,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4057,0.5943,"HIGH"
9,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4085,0.5915,"HIGH"
10,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.41,0.59,"HIGH"
11,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.417,0.583,"HIGH"
12,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4125,0.5875,"HIGH"
13,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4037,0.5963,"HIGH"
14,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3897,0.6103,"HIGH"
15,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3846,0.6154,"HIGH"
16,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3954,0.6046,"HIGH"
17,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3994,0.6006,"HIGH"
18,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.396,0.604,"HIGH"
19,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3942,0.6058,"HIGH"
20,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.394,0.606,"HIGH"
21,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3928,0.6072,"HIGH"
22,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3895,0.6105,"HIGH"
23,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3889,0.6111,"HIGH"
24,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3854,0.6146,"HIGH"
25,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3795,0.6205,"HIGH"
26,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3785,0.6215,"HIGH"
27,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3745,0.6255,"HIGH"
28,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3774,0.6226,"HIGH"
29,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3753,0.6247,"HIGH"
30,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3722,0.6278,"HIGH"
31,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3697,0.6303,"HIGH"
32,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3643,0.6357,"HIGH"
33,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3583,0.6417,"HIGH"
