"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
55,"1","Other/Unknown","T0","1",0.8473,0.1527,"LOW"
56,"1","Other/Unknown","T0","1",0.8472,0.1528,"LOW"
57,"1","Other/Unknown","T0","1",0.8478,0.1522,"LOW"
58,"1","Other/Unknown","T0","1",0.85,0.15,"LOW"
59,"1","Other/Unknown","T0","1",0.8492,0.1508,"LOW"
60,"1","Other/Unknown","T0","1",0.8518,0.1482,"LOW"
61,"1","Other/Unknown","T0","1",0.8508,0.1492,"LOW"
62,"1","Other/Unknown","T0","1",0.8507,0.1493,"LOW"
63,"1","Other/Unknown","T0","1",0.8511,0.1489,"LOW"
64,"1","Other/Unknown","T0","1",0.8501,0.1499,"LOW"
65,"1","Other/Unknown","T0","1",0.8495,0.1505,"LOW"
66,"1","Other/Unknown","T0","1",0.8498,0.1502,"LOW"
67,"1","Other/Unknown","T0","1",0.8497,0.1503,"LOW"
68,"1","Other/Unknown","T0","1",0.8496,0.1504,"LOW"
69,"1","Other/Unknown","T0","1",0.8491,0.1509,"LOW"
70,"1","Other/Unknown","T0","1",0.8493,0.1507,"LOW"
71,"1","Other/Unknown","T0","1",0.8488,0.1512,"LOW"
72,"1","Other/Unknown","T0","1",0.8486,0.1514,"LOW"
73,"1","Other/Unknown","T0","1",0.8482,0.1518,"LOW"
74,"1","Other/Unknown","T0","1",0.8491,0.1509,"LOW"
75,"1","Other/Unknown","T0","1",0.8498,0.1502,"LOW"
76,"1","Other/Unknown","T0","1",0.8522,0.1478,"LOW"
77,"1","Other/Unknown","T0","1",0.8505,0.1495,"LOW"
78,"1","Other/Unknown","T0","1",0.8504,0.1496,"LOW"
79,"1","Other/Unknown","T0","1",0.8497,0.1503,"LOW"
80,"1","Other/Unknown","T0","1",0.8488,0.1512,"LOW"
81,"1","Other/Unknown","T0","1",0.8521,0.1479,"LOW"
82,"1","Other/Unknown","T0","1",0.8544,0.1456,"LOW"
83,"1","Other/Unknown","T0","1",0.8549,0.1451,"LOW"
84,"1","Other/Unknown","T0","1",0.8548,0.1452,"LOW"
85,"1","Other/Unknown","T0","1",0.8551,0.1449,"LOW"
86,"1","Other/Unknown","T0","1",0.8546,0.1454,"LOW"
87,"1","Other/Unknown","T0","1",0.8564,0.1436,"LOW"
88,"1","Other/Unknown","T0","1",0.8566,0.1434,"LOW"
89,"1","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
90,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
91,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
92,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
93,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
94,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
95,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
96,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
97,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
98,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
99,"1","Other/Unknown","T0","1",0.857,0.143,"LOW"
0,"2","Other/Unknown","T0","1",0.7854,0.2146,"LOW"
1,"2","Other/Unknown","T0","1",0.7897,0.2103,"LOW"
2,"2","Other/Unknown","T0","1",0.7882,0.2118,"LOW"
3,"2","Other/Unknown","T0","1",0.7805,0.2195,"LOW"
4,"2","Other/Unknown","T0","1",0.79,0.21,"LOW"
5,"2","Other/Unknown","T0","1",0.794,0.206,"LOW"
6,"2","Other/Unknown","T0","1",0.7986,0.2014,"LOW"
7,"2","Other/Unknown","T0","1",0.8032,0.1968,"LOW"
8,"2","Other/Unknown","T0","1",0.8018,0.1982,"LOW"
9,"2","Other/Unknown","T0","1",0.8018,0.1982,"LOW"
10,"2","Other/Unknown","T0","1",0.804,0.196,"LOW"
11,"2","Other/Unknown","T0","1",0.8053,0.1947,"LOW"
12,"2","Other/Unknown","T0","1",0.8133,0.1867,"LOW"
13,"2","Other/Unknown","T0","1",0.8089,0.1911,"LOW"
14,"2","Other/Unknown","T0","1",0.808,0.192,"LOW"
15,"2","Other/Unknown","T0","1",0.8115,0.1885,"LOW"
16,"2","Other/Unknown","T0","1",0.8151,0.1849,"LOW"
17,"2","Other/Unknown","T0","1",0.8178,0.1822,"LOW"
18,"2","Other/Unknown","T0","1",0.8207,0.1793,"LOW"
19,"2","Other/Unknown","T0","1",0.8231,0.1769,"LOW"
20,"2","Other/Unknown","T0","1",0.8236,0.1764,"LOW"
21,"2","Other/Unknown","T0","1",0.822,0.178,"LOW"
22,"2","Other/Unknown","T0","1",0.8219,0.1781,"LOW"
23,"2","Other/Unknown","T0","1",0.8225,0.1775,"LOW"
24,"2","Other/Unknown","T0","1",0.8253,0.1747,"LOW"
25,"2","Other/Unknown","T0","1",0.8287,0.1713,"LOW"
26,"2","Other/Unknown","T0","1",0.8287,0.1713,"LOW"
27,"2","Other/Unknown","T0","1",0.8297,0.1703,"LOW"
28,"2","Other/Unknown","T0","1",0.83,0.17,"LOW"
29,"2","Other/Unknown","T0","1",0.8327,0.1673,"LOW"
30,"2","Other/Unknown","T0","1",0.8344,0.1656,"LOW"
31,"2","Other/Unknown","T0","1",0.8354,0.1646,"LOW"
32,"2","Other/Unknown","T0","1",0.8388,0.1612,"LOW"
33,"2","Other/Unknown","T0","1",0.8391,0.1609,"LOW"
34,"2","Other/Unknown","T0","1",0.8408,0.1592,"LOW"
35,"2","Other/Unknown","T0","1",0.843,0.157,"LOW"
36,"2","Other/Unknown","T0","1",0.8424,0.1576,"LOW"
37,"2","Other/Unknown","T0","1",0.842,0.158,"LOW"
38,"2","Other/Unknown","T0","1",0.8459,0.1541,"LOW"
39,"2","Other/Unknown","T0","1",0.8457,0.1543,"LOW"
40,"2","Other/Unknown","T0","1",0.8459,0.1541,"LOW"
41,"2","Other/Unknown","T0","1",0.849,0.151,"LOW"
42,"2","Other/Unknown","T0","1",0.8516,0.1484,"LOW"
43,"2","Other/Unknown","T0","1",0.8519,0.1481,"LOW"
44,"2","Other/Unknown","T0","1",0.8524,0.1476,"LOW"
45,"2","Other/Unknown","T0","1",0.8507,0.1493,"LOW"
46,"2","Other/Unknown","T0","1",0.8505,0.1495,"LOW"
47,"2","Other/Unknown","T0","1",0.8505,0.1495,"LOW"
48,"2","Other/Unknown","T0","1",0.8515,0.1485,"LOW"
49,"2","Other/Unknown","T0","1",0.8514,0.1486,"LOW"
50,"2","Other/Unknown","T0","1",0.8512,0.1488,"LOW"
51,"2","Other/Unknown","T0","1",0.8505,0.1495,"LOW"
52,"2","Other/Unknown","T0","1",0.85,0.15,"LOW"
53,"2","Other/Unknown","T0","1",0.8494,0.1506,"LOW"
54,"2","Other/Unknown","T0","1",0.8502,0.1498,"LOW"
55,"2","Other/Unknown","T0","1",0.8507,0.1493,"LOW"
56,"2","Other/Unknown","T0","1",0.8503,0.1497,"LOW"
57,"2","Other/Unknown","T0","1",0.8491,0.1509,"LOW"
58,"2","Other/Unknown","T0","1",0.8517,0.1483,"LOW"
59,"2","Other/Unknown","T0","1",0.8517,0.1483,"LOW"
60,"2","Other/Unknown","T0","1",0.8529,0.1471,"LOW"
61,"2","Other/Unknown","T0","1",0.8529,0.1471,"LOW"
62,"2","Other/Unknown","T0","1",0.8525,0.1475,"LOW"
63,"2","Other/Unknown","T0","1",0.8539,0.1461,"LOW"
64,"2","Other/Unknown","T0","1",0.8541,0.1459,"LOW"
65,"2","Other/Unknown","T0","1",0.8549,0.1451,"LOW"
66,"2","Other/Unknown","T0","1",0.8554,0.1446,"LOW"
67,"2","Other/Unknown","T0","1",0.8557,0.1443,"LOW"
68,"2","Other/Unknown","T0","1",0.8557,0.1443,"LOW"
69,"2","Other/Unknown","T0","1",0.8541,0.1459,"LOW"
70,"2","Other/Unknown","T0","1",0.8539,0.1461,"LOW"
71,"2","Other/Unknown","T0","1",0.8556,0.1444,"LOW"
72,"2","Other/Unknown","T0","1",0.8551,0.1449,"LOW"
73,"2","Other/Unknown","T0","1",0.8545,0.1455,"LOW"
74,"2","Other/Unknown","T0","1",0.8542,0.1458,"LOW"
75,"2","Other/Unknown","T0","1",0.8549,0.1451,"LOW"
76,"2","Other/Unknown","T0","1",0.8562,0.1438,"LOW"
77,"2","Other/Unknown","T0","1",0.8537,0.1463,"LOW"
78,"2","Other/Unknown","T0","1",0.8514,0.1486,"LOW"
79,"2","Other/Unknown","T0","1",0.8508,0.1492,"LOW"
80,"2","Other/Unknown","T0","1",0.8491,0.1509,"LOW"
81,"2","Other/Unknown","T0","1",0.8521,0.1479,"LOW"
82,"2","Other/Unknown","T0","1",0.8518,0.1482,"LOW"
83,"2","Other/Unknown","T0","1",0.8528,0.1472,"LOW"
84,"2","Other/Unknown","T0","1",0.8526,0.1474,"LOW"
85,"2","Other/Unknown","T0","1",0.854,0.146,"LOW"
86,"2","Other/Unknown","T0","1",0.8531,0.1469,"LOW"
87,"2","Other/Unknown","T0","1",0.8562,0.1438,"LOW"
88,"2","Other/Unknown","T0","1",0.8571,0.1429,"LOW"
89,"2","Other/Unknown","T0","1",0.8577,0.1423,"LOW"
90,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
91,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
92,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
93,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
94,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
95,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
96,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
97,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
98,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
99,"2","Other/Unknown","T0","1",0.8573,0.1427,"LOW"
0,"1","N0","Other/Unknown","1",0.8209,0.1791,"LOW"
1,"1","N0","Other/Unknown","1",0.8207,0.1793,"LOW"
2,"1","N0","Other/Unknown","1",0.8182,0.1818,"LOW"
3,"1","N0","Other/Unknown","1",0.8037,0.1963,"LOW"
4,"1","N0","Other/Unknown","1",0.8069,0.1931,"LOW"
5,"1","N0","Other/Unknown","1",0.8153,0.1847,"LOW"
6,"1","N0","Other/Unknown","1",0.8191,0.1809,"LOW"
7,"1","N0","Other/Unknown","1",0.8178,0.1822,"LOW"
8,"1","N0","Other/Unknown","1",0.8187,0.1813,"LOW"
9,"1","N0","Other/Unknown","1",0.8209,0.1791,"LOW"
10,"1","N0","Other/Unknown","1",0.8275,0.1725,"LOW"
11,"1","N0","Other/Unknown","1",0.8299,0.1701,"LOW"
12,"1","N0","Other/Unknown","1",0.8346,0.1654,"LOW"
13,"1","N0","Other/Unknown","1",0.8364,0.1636,"LOW"
14,"1","N0","Other/Unknown","1",0.8399,0.1601,"LOW"
15,"1","N0","Other/Unknown","1",0.8417,0.1583,"LOW"
16,"1","N0","Other/Unknown","1",0.8471,0.1529,"LOW"
17,"1","N0","Other/Unknown","1",0.852,0.148,"LOW"
18,"1","N0","Other/Unknown","1",0.8555,0.1445,"LOW"
19,"1","N0","Other/Unknown","1",0.8585,0.1415,"LOW"
20,"1","N0","Other/Unknown","1",0.8579,0.1421,"LOW"
21,"1","N0","Other/Unknown","1",0.8573,0.1427,"LOW"
22,"1","N0","Other/Unknown","1",0.8603,0.1397,"LOW"
23,"1","N0","Other/Unknown","1",0.8617,0.1383,"LOW"
24,"1","N0","Other/Unknown","1",0.8673,0.1327,"LOW"
25,"1","N0","Other/Unknown","1",0.8699,0.1301,"LOW"
26,"1","N0","Other/Unknown","1",0.8743,0.1257,"LOW"
27,"1","N0","Other/Unknown","1",0.8748,0.1252,"LOW"
28,"1","N0","Other/Unknown","1",0.8752,0.1248,"LOW"
29,"1","N0","Other/Unknown","1",0.8759,0.1241,"LOW"
30,"1","N0","Other/Unknown","1",0.879,0.121,"LOW"
31,"1","N0","Other/Unknown","1",0.8807,0.1193,"LOW"
32,"1","N0","Other/Unknown","1",0.8825,0.1175,"LOW"
33,"1","N0","Other/Unknown","1",0.8814,0.1186,"LOW"
34,"1","N0","Other/Unknown","1",0.8828,0.1172,"LOW"
35,"1","N0","Other/Unknown","1",0.883,0.117,"LOW"
36,"1","N0","Other/Unknown","1",0.8833,0.1167,"LOW"
37,"1","N0","Other/Unknown","1",0.8833,0.1167,"LOW"
38,"1","N0","Other/Unknown","1",0.8865,0.1135,"LOW"
39,"1","N0","Other/Unknown","1",0.8885,0.1115,"LOW"
40,"1","N0","Other/Unknown","1",0.8887,0.1113,"LOW"
41,"1","N0","Other/Unknown","1",0.8909,0.1091,"LOW"
42,"1","N0","Other/Unknown","1",0.8913,0.1087,"LOW"
43,"1","N0","Other/Unknown","1",0.8918,0.1082,"LOW"
44,"1","N0","Other/Unknown","1",0.8925,0.1075,"LOW"
45,"1","N0","Other/Unknown","1",0.8941,0.1059,"LOW"
46,"1","N0","Other/Unknown","1",0.895,0.105,"LOW"
47,"1","N0","Other/Unknown","1",0.8956,0.1044,"LOW"
48,"1","N0","Other/Unknown","1",0.8966,0.1034,"LOW"
49,"1","N0","Other/Unknown","1",0.8979,0.1021,"LOW"
50,"1","N0","Other/Unknown","1",0.8977,0.1023,"LOW"
51,"1","N0","Other/Unknown","1",0.8987,0.1013,"LOW"
52,"1","N0","Other/Unknown","1",0.8986,0.1014,"LOW"
53,"1","N0","Other/Unknown","1",0.8986,0.1014,"LOW"
54,"1","N0","Other/Unknown","1",0.8988,0.1012,"LOW"
55,"1","N0","Other/Unknown","1",0.899,0.101,"LOW"
56,"1","N0","Other/Unknown","1",0.9007,0.0993,"LOW"
57,"1","N0","Other/Unknown","1",0.9007,0.0993,"LOW"
58,"1","N0","Other/Unknown","1",0.9004,0.0996,"LOW"
59,"1","N0","Other/Unknown","1",0.9004,0.0996,"LOW"
60,"1","N0","Other/Unknown","1",0.9,0.1,"LOW"
61,"1","N0","Other/Unknown","1",0.9003,0.0997,"LOW"
62,"1","N0","Other/Unknown","1",0.9003,0.0997,"LOW"
63,"1","N0","Other/Unknown","1",0.9015,0.0985,"LOW"
64,"1","N0","Other/Unknown","1",0.9015,0.0985,"LOW"
65,"1","N0","Other/Unknown","1",0.9028,0.0972,"LOW"
66,"1","N0","Other/Unknown","1",0.9025,0.0975,"LOW"
67,"1","N0","Other/Unknown","1",0.9022,0.0978,"LOW"
68,"1","N0","Other/Unknown","1",0.9015,0.0985,"LOW"
69,"1","N0","Other/Unknown","1",0.9012,0.0988,"LOW"
70,"1","N0","Other/Unknown","1",0.9006,0.0994,"LOW"
71,"1","N0","Other/Unknown","1",0.8999,0.1001,"LOW"
72,"1","N0","Other/Unknown","1",0.8999,0.1001,"LOW"
73,"1","N0","Other/Unknown","1",0.8998,0.1002,"LOW"
74,"1","N0","Other/Unknown","1",0.8994,0.1006,"LOW"
75,"1","N0","Other/Unknown","1",0.8988,0.1012,"LOW"
76,"1","N0","Other/Unknown","1",0.8999,0.1001,"LOW"
77,"1","N0","Other/Unknown","1",0.9001,0.0999,"LOW"
78,"1","N0","Other/Unknown","1",0.8974,0.1026,"LOW"
79,"1","N0","Other/Unknown","1",0.8963,0.1037,"LOW"
80,"1","N0","Other/Unknown","1",0.8953,0.1047,"LOW"
81,"1","N0","Other/Unknown","1",0.8918,0.1082,"LOW"
82,"1","N0","Other/Unknown","1",0.893,0.107,"LOW"
83,"1","N0","Other/Unknown","1",0.8925,0.1075,"LOW"
84,"1","N0","Other/Unknown","1",0.8914,0.1086,"LOW"
85,"1","N0","Other/Unknown","1",0.8913,0.1087,"LOW"
86,"1","N0","Other/Unknown","1",0.8911,0.1089,"LOW"
87,"1","N0","Other/Unknown","1",0.8922,0.1078,"LOW"
88,"1","N0","Other/Unknown","1",0.8927,0.1073,"LOW"
89,"1","N0","Other/Unknown","1",0.8937,0.1063,"LOW"
90,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
91,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
92,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
93,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
94,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
95,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
96,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
97,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
98,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
99,"1","N0","Other/Unknown","1",0.8942,0.1058,"LOW"
0,"2","N0","Other/Unknown","1",0.8516,0.1484,"LOW"
1,"2","N0","Other/Unknown","1",0.8484,0.1516,"LOW"
2,"2","N0","Other/Unknown","1",0.8445,0.1555,"LOW"
3,"2","N0","Other/Unknown","1",0.838,0.162,"LOW"
4,"2","N0","Other/Unknown","1",0.8436,0.1564,"LOW"
5,"2","N0","Other/Unknown","1",0.8429,0.1571,"LOW"
6,"2","N0","Other/Unknown","1",0.8455,0.1545,"LOW"
7,"2","N0","Other/Unknown","1",0.8454,0.1546,"LOW"
8,"2","N0","Other/Unknown","1",0.8455,0.1545,"LOW"
9,"2","N0","Other/Unknown","1",0.8455,0.1545,"LOW"
10,"2","N0","Other/Unknown","1",0.8517,0.1483,"LOW"
11,"2","N0","Other/Unknown","1",0.8534,0.1466,"LOW"
12,"2","N0","Other/Unknown","1",0.8583,0.1417,"LOW"
13,"2","N0","Other/Unknown","1",0.8578,0.1422,"LOW"
14,"2","N0","Other/Unknown","1",0.8605,0.1395,"LOW"
15,"2","N0","Other/Unknown","1",0.8638,0.1362,"LOW"
16,"2","N0","Other/Unknown","1",0.8677,0.1323,"LOW"
17,"2","N0","Other/Unknown","1",0.8698,0.1302,"LOW"
18,"2","N0","Other/Unknown","1",0.8728,0.1272,"LOW"
19,"2","N0","Other/Unknown","1",0.8762,0.1238,"LOW"
20,"2","N0","Other/Unknown","1",0.8763,0.1237,"LOW"
21,"2","N0","Other/Unknown","1",0.8766,0.1234,"LOW"
22,"2","N0","Other/Unknown","1",0.8782,0.1218,"LOW"
23,"2","N0","Other/Unknown","1",0.8774,0.1226,"LOW"
24,"2","N0","Other/Unknown","1",0.8801,0.1199,"LOW"
25,"2","N0","Other/Unknown","1",0.8805,0.1195,"LOW"
26,"2","N0","Other/Unknown","1",0.8843,0.1157,"LOW"
27,"2","N0","Other/Unknown","1",0.8838,0.1162,"LOW"
28,"2","N0","Other/Unknown","1",0.8838,0.1162,"LOW"
29,"2","N0","Other/Unknown","1",0.8848,0.1152,"LOW"
30,"2","N0","Other/Unknown","1",0.8885,0.1115,"LOW"
31,"2","N0","Other/Unknown","1",0.8879,0.1121,"LOW"
32,"2","N0","Other/Unknown","1",0.8891,0.1109,"LOW"
33,"2","N0","Other/Unknown","1",0.8897,0.1103,"LOW"
34,"2","N0","Other/Unknown","1",0.8903,0.1097,"LOW"
35,"2","N0","Other/Unknown","1",0.8914,0.1086,"LOW"
36,"2","N0","Other/Unknown","1",0.8922,0.1078,"LOW"
37,"2","N0","Other/Unknown","1",0.8935,0.1065,"LOW"
38,"2","N0","Other/Unknown","1",0.8953,0.1047,"LOW"
39,"2","N0","Other/Unknown","1",0.8953,0.1047,"LOW"
40,"2","N0","Other/Unknown","1",0.896,0.104,"LOW"
41,"2","N0","Other/Unknown","1",0.898,0.102,"LOW"
42,"2","N0","Other/Unknown","1",0.8987,0.1013,"LOW"
43,"2","N0","Other/Unknown","1",0.8976,0.1024,"LOW"
44,"2","N0","Other/Unknown","1",0.8975,0.1025,"LOW"
45,"2","N0","Other/Unknown","1",0.8978,0.1022,"LOW"
46,"2","N0","Other/Unknown","1",0.8985,0.1015,"LOW"
47,"2","N0","Other/Unknown","1",0.901,0.099,"LOW"
48,"2","N0","Other/Unknown","1",0.9016,0.0984,"LOW"
49,"2","N0","Other/Unknown","1",0.9045,0.0955,"LOW"
50,"2","N0","Other/Unknown","1",0.9041,0.0959,"LOW"
51,"2","N0","Other/Unknown","1",0.9066,0.0934,"LOW"
52,"2","N0","Other/Unknown","1",0.9059,0.0941,"LOW"
53,"2","N0","Other/Unknown","1",0.907,0.093,"LOW"
54,"2","N0","Other/Unknown","1",0.9067,0.0933,"LOW"
55,"2","N0","Other/Unknown","1",0.907,0.093,"LOW"
56,"2","N0","Other/Unknown","1",0.9074,0.0926,"LOW"
57,"2","N0","Other/Unknown","1",0.907,0.093,"LOW"
58,"2","N0","Other/Unknown","1",0.907,0.093,"LOW"
59,"2","N0","Other/Unknown","1",0.9071,0.0929,"LOW"
60,"2","N0","Other/Unknown","1",0.9069,0.0931,"LOW"
61,"2","N0","Other/Unknown","1",0.9069,0.0931,"LOW"
62,"2","N0","Other/Unknown","1",0.907,0.093,"LOW"
63,"2","N0","Other/Unknown","1",0.9076,0.0924,"LOW"
64,"2","N0","Other/Unknown","1",0.9079,0.0921,"LOW"
65,"2","N0","Other/Unknown","1",0.9082,0.0918,"LOW"
66,"2","N0","Other/Unknown","1",0.9079,0.0921,"LOW"
67,"2","N0","Other/Unknown","1",0.9079,0.0921,"LOW"
68,"2","N0","Other/Unknown","1",0.9076,0.0924,"LOW"
69,"2","N0","Other/Unknown","1",0.9078,0.0922,"LOW"
70,"2","N0","Other/Unknown","1",0.908,0.092,"LOW"
71,"2","N0","Other/Unknown","1",0.9075,0.0925,"LOW"
72,"2","N0","Other/Unknown","1",0.9079,0.0921,"LOW"
73,"2","N0","Other/Unknown","1",0.9078,0.0922,"LOW"
74,"2","N0","Other/Unknown","1",0.9074,0.0926,"LOW"
75,"2","N0","Other/Unknown","1",0.9071,0.0929,"LOW"
76,"2","N0","Other/Unknown","1",0.9072,0.0928,"LOW"
77,"2","N0","Other/Unknown","1",0.9074,0.0926,"LOW"
78,"2","N0","Other/Unknown","1",0.9054,0.0946,"LOW"
79,"2","N0","Other/Unknown","1",0.9053,0.0947,"LOW"
80,"2","N0","Other/Unknown","1",0.905,0.095,"LOW"
81,"2","N0","Other/Unknown","1",0.9035,0.0965,"LOW"
82,"2","N0","Other/Unknown","1",0.9037,0.0963,"LOW"
83,"2","N0","Other/Unknown","1",0.9038,0.0962,"LOW"
84,"2","N0","Other/Unknown","1",0.9037,0.0963,"LOW"
85,"2","N0","Other/Unknown","1",0.9039,0.0961,"LOW"
86,"2","N0","Other/Unknown","1",0.9037,0.0963,"LOW"
87,"2","N0","Other/Unknown","1",0.9043,0.0957,"LOW"
88,"2","N0","Other/Unknown","1",0.9044,0.0956,"LOW"
89,"2","N0","Other/Unknown","1",0.9054,0.0946,"LOW"
90,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
91,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
92,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
93,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
94,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
95,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
96,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
97,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
98,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
99,"2","N0","Other/Unknown","1",0.9055,0.0945,"LOW"
0,"1","N1","Other/Unknown","1",0.5841,0.4159,"LOW"
1,"1","N1","Other/Unknown","1",0.5821,0.4179,"LOW"
2,"1","N1","Other/Unknown","1",0.5811,0.4189,"LOW"
3,"1","N1","Other/Unknown","1",0.5822,0.4178,"LOW"
4,"1","N1","Other/Unknown","1",0.5856,0.4144,"LOW"
5,"1","N1","Other/Unknown","1",0.5853,0.4147,"LOW"
6,"1","N1","Other/Unknown","1",0.5868,0.4132,"LOW"
7,"1","N1","Other/Unknown","1",0.5845,0.4155,"LOW"
8,"1","N1","Other/Unknown","1",0.5855,0.4145,"LOW"
9,"1","N1","Other/Unknown","1",0.5865,0.4135,"LOW"
10,"1","N1","Other/Unknown","1",0.5847,0.4153,"LOW"
11,"1","N1","Other/Unknown","1",0.5827,0.4173,"LOW"
12,"1","N1","Other/Unknown","1",0.587,0.413,"LOW"
13,"1","N1","Other/Unknown","1",0.587,0.413,"LOW"
14,"1","N1","Other/Unknown","1",0.5926,0.4074,"LOW"
15,"1","N1","Other/Unknown","1",0.5916,0.4084,"LOW"
16,"1","N1","Other/Unknown","1",0.598,0.402,"LOW"
17,"1","N1","Other/Unknown","1",0.5993,0.4007,"LOW"
18,"1","N1","Other/Unknown","1",0.6044,0.3956,"LOW"
19,"1","N1","Other/Unknown","1",0.6056,0.3944,"LOW"
20,"1","N1","Other/Unknown","1",0.6095,0.3905,"LOW"
21,"1","N1","Other/Unknown","1",0.6103,0.3897,"LOW"
22,"1","N1","Other/Unknown","1",0.6097,0.3903,"LOW"
23,"1","N1","Other/Unknown","1",0.6129,0.3871,"LOW"
24,"1","N1","Other/Unknown","1",0.6133,0.3867,"LOW"
25,"1","N1","Other/Unknown","1",0.6135,0.3865,"LOW"
26,"1","N1","Other/Unknown","1",0.6136,0.3864,"LOW"
27,"1","N1","Other/Unknown","1",0.6113,0.3887,"LOW"
28,"1","N1","Other/Unknown","1",0.6117,0.3883,"LOW"
29,"1","N1","Other/Unknown","1",0.6105,0.3895,"LOW"
30,"1","N1","Other/Unknown","1",0.6134,0.3866,"LOW"
31,"1","N1","Other/Unknown","1",0.6117,0.3883,"LOW"
32,"1","N1","Other/Unknown","1",0.6133,0.3867,"LOW"
33,"1","N1","Other/Unknown","1",0.6138,0.3862,"LOW"
34,"1","N1","Other/Unknown","1",0.6137,0.3863,"LOW"
35,"1","N1","Other/Unknown","1",0.6129,0.3871,"LOW"
36,"1","N1","Other/Unknown","1",0.6139,0.3861,"LOW"
37,"1","N1","Other/Unknown","1",0.6113,0.3887,"LOW"
38,"1","N1","Other/Unknown","1",0.6129,0.3871,"LOW"
39,"1","N1","Other/Unknown","1",0.611,0.389,"LOW"
40,"1","N1","Other/Unknown","1",0.6108,0.3892,"LOW"
41,"1","N1","Other/Unknown","1",0.6113,0.3887,"LOW"
42,"1","N1","Other/Unknown","1",0.6118,0.3882,"LOW"
43,"1","N1","Other/Unknown","1",0.6133,0.3867,"LOW"
44,"1","N1","Other/Unknown","1",0.6103,0.3897,"LOW"
45,"1","N1","Other/Unknown","1",0.6139,0.3861,"LOW"
46,"1","N1","Other/Unknown","1",0.6135,0.3865,"LOW"
47,"1","N1","Other/Unknown","1",0.6182,0.3818,"LOW"
48,"1","N1","Other/Unknown","1",0.6189,0.3811,"LOW"
49,"1","N1","Other/Unknown","1",0.6183,0.3817,"LOW"
50,"1","N1","Other/Unknown","1",0.6168,0.3832,"LOW"
51,"1","N1","Other/Unknown","1",0.6178,0.3822,"LOW"
52,"1","N1","Other/Unknown","1",0.6167,0.3833,"LOW"
53,"1","N1","Other/Unknown","1",0.6179,0.3821,"LOW"
54,"1","N1","Other/Unknown","1",0.6183,0.3817,"LOW"
55,"1","N1","Other/Unknown","1",0.6176,0.3824,"LOW"
56,"1","N1","Other/Unknown","1",0.6158,0.3842,"LOW"
57,"1","N1","Other/Unknown","1",0.6155,0.3845,"LOW"
58,"1","N1","Other/Unknown","1",0.6143,0.3857,"LOW"
59,"1","N1","Other/Unknown","1",0.614,0.386,"LOW"
60,"1","N1","Other/Unknown","1",0.6152,0.3848,"LOW"
61,"1","N1","Other/Unknown","1",0.615,0.385,"LOW"
62,"1","N1","Other/Unknown","1",0.6132,0.3868,"LOW"
63,"1","N1","Other/Unknown","1",0.6119,0.3881,"LOW"
64,"1","N1","Other/Unknown","1",0.6133,0.3867,"LOW"
65,"1","N1","Other/Unknown","1",0.6135,0.3865,"LOW"
66,"1","N1","Other/Unknown","1",0.6132,0.3868,"LOW"
