"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
13,"1","N0","T0","Other/Unknown",0.7445,0.2555,"LOW"
14,"1","N0","T0","Other/Unknown",0.747,0.253,"LOW"
15,"1","N0","T0","Other/Unknown",0.7523,0.2477,"LOW"
16,"1","N0","T0","Other/Unknown",0.7581,0.2419,"LOW"
17,"1","N0","T0","Other/Unknown",0.7588,0.2412,"LOW"
18,"1","N0","T0","Other/Unknown",0.7594,0.2406,"LOW"
19,"1","N0","T0","Other/Unknown",0.7609,0.2391,"LOW"
20,"1","N0","T0","Other/Unknown",0.7589,0.2411,"LOW"
21,"1","N0","T0","Other/Unknown",0.7596,0.2404,"LOW"
22,"1","N0","T0","Other/Unknown",0.7619,0.2381,"LOW"
23,"1","N0","T0","Other/Unknown",0.7621,0.2379,"LOW"
24,"1","N0","T0","Other/Unknown",0.7667,0.2333,"LOW"
25,"1","N0","T0","Other/Unknown",0.7671,0.2329,"LOW"
26,"1","N0","T0","Other/Unknown",0.7719,0.2281,"LOW"
27,"1","N0","T0","Other/Unknown",0.7762,0.2238,"LOW"
28,"1","N0","T0","Other/Unknown",0.7781,0.2219,"LOW"
29,"1","N0","T0","Other/Unknown",0.7814,0.2186,"LOW"
30,"1","N0","T0","Other/Unknown",0.7826,0.2174,"LOW"
31,"1","N0","T0","Other/Unknown",0.7837,0.2163,"LOW"
32,"1","N0","T0","Other/Unknown",0.785,0.215,"LOW"
33,"1","N0","T0","Other/Unknown",0.7885,0.2115,"LOW"
34,"1","N0","T0","Other/Unknown",0.7937,0.2063,"LOW"
35,"1","N0","T0","Other/Unknown",0.7981,0.2019,"LOW"
36,"1","N0","T0","Other/Unknown",0.7996,0.2004,"LOW"
37,"1","N0","T0","Other/Unknown",0.8,0.2,"LOW"
38,"1","N0","T0","Other/Unknown",0.8022,0.1978,"LOW"
39,"1","N0","T0","Other/Unknown",0.8065,0.1935,"LOW"
40,"1","N0","T0","Other/Unknown",0.8077,0.1923,"LOW"
41,"1","N0","T0","Other/Unknown",0.8101,0.1899,"LOW"
42,"1","N0","T0","Other/Unknown",0.8109,0.1891,"LOW"
43,"1","N0","T0","Other/Unknown",0.8122,0.1878,"LOW"
44,"1","N0","T0","Other/Unknown",0.8131,0.1869,"LOW"
45,"1","N0","T0","Other/Unknown",0.813,0.187,"LOW"
46,"1","N0","T0","Other/Unknown",0.8154,0.1846,"LOW"
47,"1","N0","T0","Other/Unknown",0.8164,0.1836,"LOW"
48,"1","N0","T0","Other/Unknown",0.8172,0.1828,"LOW"
49,"1","N0","T0","Other/Unknown",0.8148,0.1852,"LOW"
50,"1","N0","T0","Other/Unknown",0.8158,0.1842,"LOW"
51,"1","N0","T0","Other/Unknown",0.8175,0.1825,"LOW"
52,"1","N0","T0","Other/Unknown",0.8184,0.1816,"LOW"
53,"1","N0","T0","Other/Unknown",0.8183,0.1817,"LOW"
54,"1","N0","T0","Other/Unknown",0.8197,0.1803,"LOW"
55,"1","N0","T0","Other/Unknown",0.8202,0.1798,"LOW"
56,"1","N0","T0","Other/Unknown",0.8204,0.1796,"LOW"
57,"1","N0","T0","Other/Unknown",0.819,0.181,"LOW"
58,"1","N0","T0","Other/Unknown",0.8225,0.1775,"LOW"
59,"1","N0","T0","Other/Unknown",0.8175,0.1825,"LOW"
60,"1","N0","T0","Other/Unknown",0.8147,0.1853,"LOW"
61,"1","N0","T0","Other/Unknown",0.8156,0.1844,"LOW"
62,"1","N0","T0","Other/Unknown",0.8156,0.1844,"LOW"
63,"1","N0","T0","Other/Unknown",0.816,0.184,"LOW"
64,"1","N0","T0","Other/Unknown",0.8174,0.1826,"LOW"
65,"1","N0","T0","Other/Unknown",0.8205,0.1795,"LOW"
66,"1","N0","T0","Other/Unknown",0.8233,0.1767,"LOW"
67,"1","N0","T0","Other/Unknown",0.8239,0.1761,"LOW"
68,"1","N0","T0","Other/Unknown",0.8243,0.1757,"LOW"
69,"1","N0","T0","Other/Unknown",0.8248,0.1752,"LOW"
70,"1","N0","T0","Other/Unknown",0.8255,0.1745,"LOW"
71,"1","N0","T0","Other/Unknown",0.8282,0.1718,"LOW"
72,"1","N0","T0","Other/Unknown",0.8286,0.1714,"LOW"
73,"1","N0","T0","Other/Unknown",0.8289,0.1711,"LOW"
74,"1","N0","T0","Other/Unknown",0.8277,0.1723,"LOW"
75,"1","N0","T0","Other/Unknown",0.828,0.172,"LOW"
76,"1","N0","T0","Other/Unknown",0.8279,0.1721,"LOW"
77,"1","N0","T0","Other/Unknown",0.8309,0.1691,"LOW"
78,"1","N0","T0","Other/Unknown",0.8298,0.1702,"LOW"
79,"1","N0","T0","Other/Unknown",0.8301,0.1699,"LOW"
80,"1","N0","T0","Other/Unknown",0.8317,0.1683,"LOW"
81,"1","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
82,"1","N0","T0","Other/Unknown",0.8332,0.1668,"LOW"
83,"1","N0","T0","Other/Unknown",0.8338,0.1662,"LOW"
84,"1","N0","T0","Other/Unknown",0.8291,0.1709,"LOW"
85,"1","N0","T0","Other/Unknown",0.8293,0.1707,"LOW"
86,"1","N0","T0","Other/Unknown",0.8265,0.1735,"LOW"
87,"1","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
88,"1","N0","T0","Other/Unknown",0.8336,0.1664,"LOW"
89,"1","N0","T0","Other/Unknown",0.8371,0.1629,"LOW"
90,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
91,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
92,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
93,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
94,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
95,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
96,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
97,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
98,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
99,"1","N0","T0","Other/Unknown",0.8375,0.1625,"LOW"
0,"2","N0","T0","Other/Unknown",0.7409,0.2591,"LOW"
1,"2","N0","T0","Other/Unknown",0.7389,0.2611,"LOW"
2,"2","N0","T0","Other/Unknown",0.7365,0.2635,"LOW"
3,"2","N0","T0","Other/Unknown",0.7305,0.2695,"LOW"
4,"2","N0","T0","Other/Unknown",0.7337,0.2663,"LOW"
5,"2","N0","T0","Other/Unknown",0.7333,0.2667,"LOW"
6,"2","N0","T0","Other/Unknown",0.7367,0.2633,"LOW"
7,"2","N0","T0","Other/Unknown",0.7418,0.2582,"LOW"
8,"2","N0","T0","Other/Unknown",0.7409,0.2591,"LOW"
9,"2","N0","T0","Other/Unknown",0.7411,0.2589,"LOW"
10,"2","N0","T0","Other/Unknown",0.7492,0.2508,"LOW"
11,"2","N0","T0","Other/Unknown",0.7527,0.2473,"LOW"
12,"2","N0","T0","Other/Unknown",0.7545,0.2455,"LOW"
13,"2","N0","T0","Other/Unknown",0.7584,0.2416,"LOW"
14,"2","N0","T0","Other/Unknown",0.7606,0.2394,"LOW"
15,"2","N0","T0","Other/Unknown",0.7638,0.2362,"LOW"
16,"2","N0","T0","Other/Unknown",0.7692,0.2308,"LOW"
17,"2","N0","T0","Other/Unknown",0.7697,0.2303,"LOW"
18,"2","N0","T0","Other/Unknown",0.7701,0.2299,"LOW"
19,"2","N0","T0","Other/Unknown",0.7733,0.2267,"LOW"
20,"2","N0","T0","Other/Unknown",0.7727,0.2273,"LOW"
21,"2","N0","T0","Other/Unknown",0.7741,0.2259,"LOW"
22,"2","N0","T0","Other/Unknown",0.7774,0.2226,"LOW"
23,"2","N0","T0","Other/Unknown",0.776,0.224,"LOW"
24,"2","N0","T0","Other/Unknown",0.7747,0.2253,"LOW"
25,"2","N0","T0","Other/Unknown",0.7743,0.2257,"LOW"
26,"2","N0","T0","Other/Unknown",0.7785,0.2215,"LOW"
27,"2","N0","T0","Other/Unknown",0.784,0.216,"LOW"
28,"2","N0","T0","Other/Unknown",0.7844,0.2156,"LOW"
29,"2","N0","T0","Other/Unknown",0.7863,0.2137,"LOW"
30,"2","N0","T0","Other/Unknown",0.789,0.211,"LOW"
31,"2","N0","T0","Other/Unknown",0.7909,0.2091,"LOW"
32,"2","N0","T0","Other/Unknown",0.7928,0.2072,"LOW"
33,"2","N0","T0","Other/Unknown",0.7953,0.2047,"LOW"
34,"2","N0","T0","Other/Unknown",0.7988,0.2012,"LOW"
35,"2","N0","T0","Other/Unknown",0.8022,0.1978,"LOW"
36,"2","N0","T0","Other/Unknown",0.803,0.197,"LOW"
37,"2","N0","T0","Other/Unknown",0.8045,0.1955,"LOW"
38,"2","N0","T0","Other/Unknown",0.8056,0.1944,"LOW"
39,"2","N0","T0","Other/Unknown",0.8077,0.1923,"LOW"
40,"2","N0","T0","Other/Unknown",0.8088,0.1912,"LOW"
41,"2","N0","T0","Other/Unknown",0.8096,0.1904,"LOW"
42,"2","N0","T0","Other/Unknown",0.8104,0.1896,"LOW"
43,"2","N0","T0","Other/Unknown",0.811,0.189,"LOW"
44,"2","N0","T0","Other/Unknown",0.813,0.187,"LOW"
45,"2","N0","T0","Other/Unknown",0.8143,0.1857,"LOW"
46,"2","N0","T0","Other/Unknown",0.8161,0.1839,"LOW"
47,"2","N0","T0","Other/Unknown",0.8183,0.1817,"LOW"
48,"2","N0","T0","Other/Unknown",0.818,0.182,"LOW"
49,"2","N0","T0","Other/Unknown",0.8155,0.1845,"LOW"
50,"2","N0","T0","Other/Unknown",0.816,0.184,"LOW"
51,"2","N0","T0","Other/Unknown",0.817,0.183,"LOW"
52,"2","N0","T0","Other/Unknown",0.8168,0.1832,"LOW"
53,"2","N0","T0","Other/Unknown",0.8171,0.1829,"LOW"
54,"2","N0","T0","Other/Unknown",0.8187,0.1813,"LOW"
55,"2","N0","T0","Other/Unknown",0.8188,0.1812,"LOW"
56,"2","N0","T0","Other/Unknown",0.8196,0.1804,"LOW"
57,"2","N0","T0","Other/Unknown",0.8197,0.1803,"LOW"
58,"2","N0","T0","Other/Unknown",0.8224,0.1776,"LOW"
59,"2","N0","T0","Other/Unknown",0.8171,0.1829,"LOW"
60,"2","N0","T0","Other/Unknown",0.8148,0.1852,"LOW"
61,"2","N0","T0","Other/Unknown",0.8175,0.1825,"LOW"
62,"2","N0","T0","Other/Unknown",0.8182,0.1818,"LOW"
63,"2","N0","T0","Other/Unknown",0.8209,0.1791,"LOW"
64,"2","N0","T0","Other/Unknown",0.8225,0.1775,"LOW"
65,"2","N0","T0","Other/Unknown",0.8243,0.1757,"LOW"
66,"2","N0","T0","Other/Unknown",0.8263,0.1737,"LOW"
67,"2","N0","T0","Other/Unknown",0.8271,0.1729,"LOW"
68,"2","N0","T0","Other/Unknown",0.8271,0.1729,"LOW"
69,"2","N0","T0","Other/Unknown",0.8261,0.1739,"LOW"
70,"2","N0","T0","Other/Unknown",0.826,0.174,"LOW"
71,"2","N0","T0","Other/Unknown",0.827,0.173,"LOW"
72,"2","N0","T0","Other/Unknown",0.8271,0.1729,"LOW"
73,"2","N0","T0","Other/Unknown",0.8266,0.1734,"LOW"
74,"2","N0","T0","Other/Unknown",0.8251,0.1749,"LOW"
75,"2","N0","T0","Other/Unknown",0.8258,0.1742,"LOW"
76,"2","N0","T0","Other/Unknown",0.8253,0.1747,"LOW"
77,"2","N0","T0","Other/Unknown",0.8288,0.1712,"LOW"
78,"2","N0","T0","Other/Unknown",0.8286,0.1714,"LOW"
79,"2","N0","T0","Other/Unknown",0.8292,0.1708,"LOW"
80,"2","N0","T0","Other/Unknown",0.8312,0.1688,"LOW"
81,"2","N0","T0","Other/Unknown",0.8314,0.1686,"LOW"
82,"2","N0","T0","Other/Unknown",0.8321,0.1679,"LOW"
83,"2","N0","T0","Other/Unknown",0.8328,0.1672,"LOW"
84,"2","N0","T0","Other/Unknown",0.8264,0.1736,"LOW"
85,"2","N0","T0","Other/Unknown",0.8265,0.1735,"LOW"
86,"2","N0","T0","Other/Unknown",0.8233,0.1767,"LOW"
87,"2","N0","T0","Other/Unknown",0.8247,0.1753,"LOW"
88,"2","N0","T0","Other/Unknown",0.8261,0.1739,"LOW"
89,"2","N0","T0","Other/Unknown",0.8311,0.1689,"LOW"
90,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
91,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
92,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
93,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
94,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
95,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
96,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
97,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
98,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
99,"2","N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
0,"1","N1","T0","Other/Unknown",0.4744,0.5256,"HIGH"
1,"1","N1","T0","Other/Unknown",0.4656,0.5344,"HIGH"
2,"1","N1","T0","Other/Unknown",0.4653,0.5347,"HIGH"
3,"1","N1","T0","Other/Unknown",0.4632,0.5368,"HIGH"
4,"1","N1","T0","Other/Unknown",0.4636,0.5364,"HIGH"
5,"1","N1","T0","Other/Unknown",0.4647,0.5353,"HIGH"
6,"1","N1","T0","Other/Unknown",0.4671,0.5329,"HIGH"
7,"1","N1","T0","Other/Unknown",0.4673,0.5327,"HIGH"
8,"1","N1","T0","Other/Unknown",0.4711,0.5289,"HIGH"
9,"1","N1","T0","Other/Unknown",0.4721,0.5279,"HIGH"
10,"1","N1","T0","Other/Unknown",0.4741,0.5259,"HIGH"
11,"1","N1","T0","Other/Unknown",0.4763,0.5237,"HIGH"
12,"1","N1","T0","Other/Unknown",0.4786,0.5214,"HIGH"
13,"1","N1","T0","Other/Unknown",0.4835,0.5165,"HIGH"
14,"1","N1","T0","Other/Unknown",0.489,0.511,"HIGH"
15,"1","N1","T0","Other/Unknown",0.4889,0.5111,"HIGH"
16,"1","N1","T0","Other/Unknown",0.4936,0.5064,"HIGH"
17,"1","N1","T0","Other/Unknown",0.4943,0.5057,"HIGH"
18,"1","N1","T0","Other/Unknown",0.4955,0.5045,"HIGH"
19,"1","N1","T0","Other/Unknown",0.4957,0.5043,"HIGH"
20,"1","N1","T0","Other/Unknown",0.4999,0.5001,"HIGH"
21,"1","N1","T0","Other/Unknown",0.5027,0.4973,"LOW"
22,"1","N1","T0","Other/Unknown",0.502,0.498,"LOW"
23,"1","N1","T0","Other/Unknown",0.5036,0.4964,"LOW"
24,"1","N1","T0","Other/Unknown",0.5036,0.4964,"LOW"
25,"1","N1","T0","Other/Unknown",0.5034,0.4966,"LOW"
26,"1","N1","T0","Other/Unknown",0.5036,0.4964,"LOW"
27,"1","N1","T0","Other/Unknown",0.5032,0.4968,"LOW"
28,"1","N1","T0","Other/Unknown",0.5049,0.4951,"LOW"
29,"1","N1","T0","Other/Unknown",0.507,0.493,"LOW"
30,"1","N1","T0","Other/Unknown",0.5081,0.4919,"LOW"
31,"1","N1","T0","Other/Unknown",0.5108,0.4892,"LOW"
32,"1","N1","T0","Other/Unknown",0.5074,0.4926,"LOW"
33,"1","N1","T0","Other/Unknown",0.51,0.49,"LOW"
34,"1","N1","T0","Other/Unknown",0.5108,0.4892,"LOW"
35,"1","N1","T0","Other/Unknown",0.5109,0.4891,"LOW"
36,"1","N1","T0","Other/Unknown",0.5117,0.4883,"LOW"
37,"1","N1","T0","Other/Unknown",0.5108,0.4892,"LOW"
38,"1","N1","T0","Other/Unknown",0.5113,0.4887,"LOW"
39,"1","N1","T0","Other/Unknown",0.5118,0.4882,"LOW"
40,"1","N1","T0","Other/Unknown",0.5103,0.4897,"LOW"
41,"1","N1","T0","Other/Unknown",0.5102,0.4898,"LOW"
42,"1","N1","T0","Other/Unknown",0.5115,0.4885,"LOW"
43,"1","N1","T0","Other/Unknown",0.5138,0.4862,"LOW"
44,"1","N1","T0","Other/Unknown",0.5088,0.4912,"LOW"
45,"1","N1","T0","Other/Unknown",0.5086,0.4914,"LOW"
46,"1","N1","T0","Other/Unknown",0.5119,0.4881,"LOW"
47,"1","N1","T0","Other/Unknown",0.5152,0.4848,"LOW"
48,"1","N1","T0","Other/Unknown",0.516,0.484,"LOW"
49,"1","N1","T0","Other/Unknown",0.5128,0.4872,"LOW"
50,"1","N1","T0","Other/Unknown",0.5138,0.4862,"LOW"
51,"1","N1","T0","Other/Unknown",0.5134,0.4866,"LOW"
52,"1","N1","T0","Other/Unknown",0.5132,0.4868,"LOW"
53,"1","N1","T0","Other/Unknown",0.5127,0.4873,"LOW"
54,"1","N1","T0","Other/Unknown",0.5129,0.4871,"LOW"
55,"1","N1","T0","Other/Unknown",0.5127,0.4873,"LOW"
56,"1","N1","T0","Other/Unknown",0.5122,0.4878,"LOW"
57,"1","N1","T0","Other/Unknown",0.5124,0.4876,"LOW"
58,"1","N1","T0","Other/Unknown",0.5156,0.4844,"LOW"
59,"1","N1","T0","Other/Unknown",0.5149,0.4851,"LOW"
60,"1","N1","T0","Other/Unknown",0.5151,0.4849,"LOW"
61,"1","N1","T0","Other/Unknown",0.5141,0.4859,"LOW"
62,"1","N1","T0","Other/Unknown",0.5176,0.4824,"LOW"
63,"1","N1","T0","Other/Unknown",0.5203,0.4797,"LOW"
64,"1","N1","T0","Other/Unknown",0.5218,0.4782,"LOW"
65,"1","N1","T0","Other/Unknown",0.524,0.476,"LOW"
66,"1","N1","T0","Other/Unknown",0.5223,0.4777,"LOW"
67,"1","N1","T0","Other/Unknown",0.5208,0.4792,"LOW"
68,"1","N1","T0","Other/Unknown",0.5206,0.4794,"LOW"
69,"1","N1","T0","Other/Unknown",0.5226,0.4774,"LOW"
70,"1","N1","T0","Other/Unknown",0.5276,0.4724,"LOW"
71,"1","N1","T0","Other/Unknown",0.5296,0.4704,"LOW"
72,"1","N1","T0","Other/Unknown",0.5289,0.4711,"LOW"
73,"1","N1","T0","Other/Unknown",0.5272,0.4728,"LOW"
74,"1","N1","T0","Other/Unknown",0.5276,0.4724,"LOW"
75,"1","N1","T0","Other/Unknown",0.5257,0.4743,"LOW"
76,"1","N1","T0","Other/Unknown",0.5254,0.4746,"LOW"
77,"1","N1","T0","Other/Unknown",0.5257,0.4743,"LOW"
78,"1","N1","T0","Other/Unknown",0.5263,0.4737,"LOW"
79,"1","N1","T0","Other/Unknown",0.5271,0.4729,"LOW"
80,"1","N1","T0","Other/Unknown",0.5267,0.4733,"LOW"
81,"1","N1","T0","Other/Unknown",0.5251,0.4749,"LOW"
82,"1","N1","T0","Other/Unknown",0.527,0.473,"LOW"
83,"1","N1","T0","Other/Unknown",0.5284,0.4716,"LOW"
84,"1","N1","T0","Other/Unknown",0.5257,0.4743,"LOW"
85,"1","N1","T0","Other/Unknown",0.5263,0.4737,"LOW"
86,"1","N1","T0","Other/Unknown",0.53,0.47,"LOW"
87,"1","N1","T0","Other/Unknown",0.5311,0.4689,"LOW"
88,"1","N1","T0","Other/Unknown",0.5324,0.4676,"LOW"
89,"1","N1","T0","Other/Unknown",0.5353,0.4647,"LOW"
90,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
91,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
92,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
93,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
94,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
95,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
96,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
97,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
98,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
99,"1","N1","T0","Other/Unknown",0.5406,0.4594,"LOW"
0,"2","N1","T0","Other/Unknown",0.5047,0.4953,"LOW"
1,"2","N1","T0","Other/Unknown",0.5015,0.4985,"LOW"
2,"2","N1","T0","Other/Unknown",0.5002,0.4998,"LOW"
3,"2","N1","T0","Other/Unknown",0.4975,0.5025,"HIGH"
4,"2","N1","T0","Other/Unknown",0.4982,0.5018,"HIGH"
5,"2","N1","T0","Other/Unknown",0.4957,0.5043,"HIGH"
6,"2","N1","T0","Other/Unknown",0.4974,0.5026,"HIGH"
7,"2","N1","T0","Other/Unknown",0.5005,0.4995,"LOW"
8,"2","N1","T0","Other/Unknown",0.4986,0.5014,"HIGH"
9,"2","N1","T0","Other/Unknown",0.4972,0.5028,"HIGH"
10,"2","N1","T0","Other/Unknown",0.5,0.5,"HIGH"
11,"2","N1","T0","Other/Unknown",0.4996,0.5004,"HIGH"
12,"2","N1","T0","Other/Unknown",0.4994,0.5006,"HIGH"
13,"2","N1","T0","Other/Unknown",0.5046,0.4954,"LOW"
14,"2","N1","T0","Other/Unknown",0.5072,0.4928,"LOW"
15,"2","N1","T0","Other/Unknown",0.5094,0.4906,"LOW"
16,"2","N1","T0","Other/Unknown",0.5126,0.4874,"LOW"
17,"2","N1","T0","Other/Unknown",0.5145,0.4855,"LOW"
18,"2","N1","T0","Other/Unknown",0.5159,0.4841,"LOW"
19,"2","N1","T0","Other/Unknown",0.5196,0.4804,"LOW"
20,"2","N1","T0","Other/Unknown",0.5232,0.4768,"LOW"
21,"2","N1","T0","Other/Unknown",0.5262,0.4738,"LOW"
22,"2","N1","T0","Other/Unknown",0.5254,0.4746,"LOW"
23,"2","N1","T0","Other/Unknown",0.5274,0.4726,"LOW"
24,"2","N1","T0","Other/Unknown",0.5277,0.4723,"LOW"
25,"2","N1","T0","Other/Unknown",0.5294,0.4706,"LOW"
26,"2","N1","T0","Other/Unknown",0.5324,0.4676,"LOW"
27,"2","N1","T0","Other/Unknown",0.5344,0.4656,"LOW"
28,"2","N1","T0","Other/Unknown",0.5354,0.4646,"LOW"
29,"2","N1","T0","Other/Unknown",0.5386,0.4614,"LOW"
30,"2","N1","T0","Other/Unknown",0.5418,0.4582,"LOW"
31,"2","N1","T0","Other/Unknown",0.5432,0.4568,"LOW"
32,"2","N1","T0","Other/Unknown",0.5405,0.4595,"LOW"
33,"2","N1","T0","Other/Unknown",0.5439,0.4561,"LOW"
34,"2","N1","T0","Other/Unknown",0.5479,0.4521,"LOW"
35,"2","N1","T0","Other/Unknown",0.5452,0.4548,"LOW"
36,"2","N1","T0","Other/Unknown",0.5466,0.4534,"LOW"
37,"2","N1","T0","Other/Unknown",0.5481,0.4519,"LOW"
38,"2","N1","T0","Other/Unknown",0.5465,0.4535,"LOW"
39,"2","N1","T0","Other/Unknown",0.5471,0.4529,"LOW"
40,"2","N1","T0","Other/Unknown",0.5462,0.4538,"LOW"
41,"2","N1","T0","Other/Unknown",0.5485,0.4515,"LOW"
42,"2","N1","T0","Other/Unknown",0.5479,0.4521,"LOW"
43,"2","N1","T0","Other/Unknown",0.5488,0.4512,"LOW"
44,"2","N1","T0","Other/Unknown",0.5444,0.4556,"LOW"
45,"2","N1","T0","Other/Unknown",0.544,0.456,"LOW"
46,"2","N1","T0","Other/Unknown",0.5429,0.4571,"LOW"
47,"2","N1","T0","Other/Unknown",0.5478,0.4522,"LOW"
48,"2","N1","T0","Other/Unknown",0.5458,0.4542,"LOW"
49,"2","N1","T0","Other/Unknown",0.5454,0.4546,"LOW"
50,"2","N1","T0","Other/Unknown",0.5463,0.4537,"LOW"
51,"2","N1","T0","Other/Unknown",0.5457,0.4543,"LOW"
52,"2","N1","T0","Other/Unknown",0.5466,0.4534,"LOW"
53,"2","N1","T0","Other/Unknown",0.5478,0.4522,"LOW"
54,"2","N1","T0","Other/Unknown",0.548,0.452,"LOW"
55,"2","N1","T0","Other/Unknown",0.5473,0.4527,"LOW"
56,"2","N1","T0","Other/Unknown",0.5474,0.4526,"LOW"
57,"2","N1","T0","Other/Unknown",0.5486,0.4514,"LOW"
58,"2","N1","T0","Other/Unknown",0.5507,0.4493,"LOW"
59,"2","N1","T0","Other/Unknown",0.5474,0.4526,"LOW"
60,"2","N1","T0","Other/Unknown",0.5491,0.4509,"LOW"
61,"2","N1","T0","Other/Unknown",0.551,0.449,"LOW"
62,"2","N1","T0","Other/Unknown",0.5534,0.4466,"LOW"
63,"2","N1","T0","Other/Unknown",0.5532,0.4468,"LOW"
64,"2","N1","T0","Other/Unknown",0.5519,0.4481,"LOW"
65,"2","N1","T0","Other/Unknown",0.554,0.446,"LOW"
66,"2","N1","T0","Other/Unknown",0.5563,0.4437,"LOW"
67,"2","N1","T0","Other/Unknown",0.5546,0.4454,"LOW"
68,"2","N1","T0","Other/Unknown",0.5543,0.4457,"LOW"
69,"2","N1","T0","Other/Unknown",0.5546,0.4454,"LOW"
70,"2","N1","T0","Other/Unknown",0.5597,0.4403,"LOW"
71,"2","N1","T0","Other/Unknown",0.5605,0.4395,"LOW"
72,"2","N1","T0","Other/Unknown",0.5634,0.4366,"LOW"
73,"2","N1","T0","Other/Unknown",0.5638,0.4362,"LOW"
74,"2","N1","T0","Other/Unknown",0.5645,0.4355,"LOW"
75,"2","N1","T0","Other/Unknown",0.5667,0.4333,"LOW"
76,"2","N1","T0","Other/Unknown",0.5679,0.4321,"LOW"
77,"2","N1","T0","Other/Unknown",0.5693,0.4307,"LOW"
78,"2","N1","T0","Other/Unknown",0.5688,0.4312,"LOW"
79,"2","N1","T0","Other/Unknown",0.57,0.43,"LOW"
80,"2","N1","T0","Other/Unknown",0.5696,0.4304,"LOW"
81,"2","N1","T0","Other/Unknown",0.5699,0.4301,"LOW"
82,"2","N1","T0","Other/Unknown",0.5728,0.4272,"LOW"
83,"2","N1","T0","Other/Unknown",0.5752,0.4248,"LOW"
84,"2","N1","T0","Other/Unknown",0.5714,0.4286,"LOW"
85,"2","N1","T0","Other/Unknown",0.5727,0.4273,"LOW"
86,"2","N1","T0","Other/Unknown",0.5774,0.4226,"LOW"
87,"2","N1","T0","Other/Unknown",0.5771,0.4229,"LOW"
88,"2","N1","T0","Other/Unknown",0.5809,0.4191,"LOW"
89,"2","N1","T0","Other/Unknown",0.5844,0.4156,"LOW"
90,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
91,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
92,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
93,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
94,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
95,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
96,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
97,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
98,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
99,"2","N1","T0","Other/Unknown",0.5959,0.4041,"LOW"
0,"1","Other/Unknown","T0","Other/Unknown",0.6019,0.3981,"LOW"
1,"1","Other/Unknown","T0","Other/Unknown",0.5972,0.4028,"LOW"
2,"1","Other/Unknown","T0","Other/Unknown",0.5943,0.4057,"LOW"
3,"1","Other/Unknown","T0","Other/Unknown",0.5964,0.4036,"LOW"
4,"1","Other/Unknown","T0","Other/Unknown",0.6016,0.3984,"LOW"
5,"1","Other/Unknown","T0","Other/Unknown",0.6026,0.3974,"LOW"
6,"1","Other/Unknown","T0","Other/Unknown",0.6081,0.3919,"LOW"
7,"1","Other/Unknown","T0","Other/Unknown",0.6114,0.3886,"LOW"
8,"1","Other/Unknown","T0","Other/Unknown",0.6147,0.3853,"LOW"
9,"1","Other/Unknown","T0","Other/Unknown",0.6155,0.3845,"LOW"
